task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,26881,158.1235,214992.371,228982.432,347438.931,357514.809,489.591,487.671,0.004,0.048,214499.749,0.0,214502.78
gestureclass,fifo,10157,59.7471,21807.524,16999.71,58416.603,62182.577,602.266,599.689,0.003,0.097,21199.739,0.0,21205.258
