task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,stfq,8087,47.5706,178230.123,179987.816,342715.948,356546.862,38.447,25.378,0.002,0.664,178189.002,0.0,178191.676
gestureclass,stfq,4122,24.2471,131576.276,99724.756,335445.104,354661.691,28.789,24.748,0.002,0.566,131545.455,0.0,131547.487
