elapsed_s,allocated_mb,reserved_mb
0.00,4078.3,4082.0
0.50,4183.4,4430.0
1.00,4193.5,4430.0
1.50,4213.2,4430.0
2.00,4186.2,4430.0
2.50,4217.8,4430.0
3.00,4195.3,4430.0
3.50,4271.9,4430.0
4.01,4196.9,4430.0
4.51,4226.1,4430.0
5.01,4190.5,4430.0
5.51,4188.8,4430.0
6.01,4196.0,4430.0
6.51,4191.5,4430.0
7.01,4250.6,4430.0
7.51,4213.6,4430.0
8.01,4206.2,4430.0
8.51,4193.1,4434.0
9.01,4215.3,4434.0
9.51,4170.1,4434.0
10.01,4212.2,4434.0
10.51,4205.0,4434.0
11.01,4194.8,4434.0
11.51,4271.9,4434.0
12.02,4216.1,4434.0
12.52,4174.9,4434.0
13.02,4239.1,4434.0
13.52,4200.2,4434.0
14.02,4202.8,4434.0
14.52,4213.8,4434.0
15.02,4253.1,4434.0
15.52,4228.6,4434.0
16.02,4267.5,4434.0
16.52,4178.1,4434.0
17.02,4179.6,4434.0
17.52,4193.8,4434.0
18.02,4235.5,4434.0
18.52,4198.5,4434.0
19.03,4202.5,4434.0
19.53,4196.3,4434.0
20.03,4253.2,4434.0
20.53,4212.6,4434.0
21.03,4232.0,4434.0
21.53,4234.3,4434.0
22.03,4202.9,4448.0
22.53,4203.1,4448.0
23.03,4195.1,4448.0
23.53,4248.3,4448.0
24.03,4174.1,4448.0
24.53,4201.5,4448.0
25.03,4213.3,4448.0
25.53,4195.6,4448.0
26.03,4260.2,4448.0
26.53,4206.7,4448.0
27.04,4192.2,4448.0
27.54,4210.6,4448.0
28.04,4185.6,4448.0
28.54,4254.4,4448.0
29.04,4225.4,4448.0
29.54,4268.5,4448.0
30.04,4241.9,4448.0
30.54,4226.5,4448.0
31.04,4230.7,4448.0
31.54,4239.7,4448.0
32.04,4230.1,4448.0
32.54,4234.0,4448.0
33.04,4202.5,4448.0
33.54,4195.2,4448.0
34.04,4229.1,4448.0
34.54,4215.9,4448.0
35.04,4192.1,4448.0
35.54,4218.2,4448.0
36.04,4182.8,4448.0
36.55,4192.0,4448.0
37.05,4215.2,4448.0
37.55,4265.5,4448.0
38.05,4199.6,4448.0
38.55,4196.8,4448.0
39.05,4232.1,4448.0
39.55,4179.5,4448.0
40.05,4235.1,4448.0
40.55,4193.2,4448.0
41.05,4184.0,4448.0
41.55,4223.5,4448.0
42.05,4239.3,4448.0
42.55,4227.5,4448.0
43.05,4212.3,4448.0
43.55,4235.1,4448.0
44.05,4231.7,4448.0
44.55,4207.0,4448.0
45.05,4276.0,4448.0
45.56,4198.5,4448.0
46.06,4222.9,4448.0
46.56,4187.3,4448.0
47.06,4273.1,4448.0
47.56,4170.6,4448.0
48.06,4210.7,4448.0
48.56,4189.5,4448.0
49.06,4205.7,4448.0
49.56,4220.5,4448.0
50.06,4217.3,4448.0
50.56,4216.4,4448.0
51.06,4195.6,4448.0
51.56,4227.6,4448.0
52.06,4200.4,4448.0
52.56,4192.9,4448.0
53.07,4215.1,4448.0
53.57,4205.3,4448.0
54.07,4230.8,4448.0
54.57,4203.7,4448.0
55.07,4190.0,4448.0
55.57,4191.5,4448.0
56.07,4246.0,4448.0
56.57,4195.9,4448.0
57.07,4179.6,4448.0
57.57,4173.0,4448.0
58.07,4225.5,4448.0
58.57,4193.7,4448.0
59.07,4174.9,4448.0
59.57,4241.5,4448.0
60.07,4241.7,4448.0
