task,n_requests,throughput_rps,avg_latency_ms
gestureclass,204,3.4,294.4964816104438
weatherfore,204,3.4,294.49005741808634
eclfore,204,3.4,294.66256947032923
ecgclass,204,3.4,294.7391362292418
heartrate,202,3.3666666666666667,297.6638506083648
exchangefore,202,3.3666666666666667,297.71626798555917
etth1fore,202,3.3666666666666667,297.78428832968086
diasbp,204,3.4,294.9092927224496
sysbp,204,3.4,294.9389203237004
trafficfore,203,3.3833333333333333,296.43738085147123
