task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,11831,20.0525,309.967,208.769,833.576,2422.287,195.147,191.004,0.003,0.836,107.353,0.0,114.82
vocseg,no_sharing_tpc,11778,19.9627,244.705,204.322,587.702,1016.936,156.102,152.196,0.002,1.076,81.954,0.0,88.602
