task,send_time_s,latency_ms
gestureclass,0.0002,402.579
gestureclass,0.0437,516.367
gestureclass,0.0631,496.954
gestureclass,0.0861,474.028
gestureclass,0.0895,621.546
gestureclass,0.0999,611.175
gestureclass,0.1253,585.736
gestureclass,0.1448,722.990
gestureclass,0.1502,717.638
gestureclass,0.2121,655.784
gestureclass,0.2126,808.203
gestureclass,0.2349,785.856
gestureclass,0.2373,783.499
gestureclass,0.2876,885.832
gestureclass,0.2877,885.741
gestureclass,0.3185,855.054
gestureclass,0.3228,1003.530
gestureclass,0.4130,913.404
gestureclass,0.4255,900.929
gestureclass,0.4502,1027.716
gestureclass,0.4682,1009.724
gestureclass,0.4827,995.228
gestureclass,0.5102,1121.069
gestureclass,0.5247,1106.663
gestureclass,0.5801,1051.223
gestureclass,0.5815,1199.631
gestureclass,0.6879,1093.286
gestureclass,0.7049,1076.331
gestureclass,0.7103,1226.494
gestureclass,0.7222,1214.585
gestureclass,0.7471,1189.736
gestureclass,0.7668,1321.204
gestureclass,0.8102,1277.837
gestureclass,0.8544,1233.665
gestureclass,0.8736,1370.571
gestureclass,0.9049,1339.285
gestureclass,0.9186,1325.623
gestureclass,0.9209,1473.307
gestureclass,0.9313,1462.934
gestureclass,0.9370,1457.264
gestureclass,0.9767,1577.537
gestureclass,0.9810,1573.201
gestureclass,1.0077,1546.554
gestureclass,1.0523,1655.406
gestureclass,1.0547,1653.090
gestureclass,1.0741,1633.677
gestureclass,1.1264,1738.345
gestureclass,1.1367,1728.011
gestureclass,1.1471,1717.693
gestureclass,1.1594,1857.892
gestureclass,1.1640,1853.281
gestureclass,1.1673,1850.011
gestureclass,1.2303,1938.781
gestureclass,1.2776,1891.422
gestureclass,1.2894,1879.678
gestureclass,1.2957,2027.612
gestureclass,1.3232,2000.190
gestureclass,1.4095,1913.868
gestureclass,1.4533,2020.332
gestureclass,1.4630,2010.676
gestureclass,1.4757,1997.934
gestureclass,1.4981,2129.421
gestureclass,1.5125,2115.098
gestureclass,1.5188,2108.780
gestureclass,1.5261,2250.565
gestureclass,1.5475,2229.317
gestureclass,1.6174,2159.415
gestureclass,1.6208,2312.274
gestureclass,1.6448,2288.301
gestureclass,1.6979,2235.212
gestureclass,1.6980,2386.041
gestureclass,1.7084,2375.657
gestureclass,1.7354,2348.768
gestureclass,1.7808,2460.082
gestureclass,1.8374,2403.536
gestureclass,1.8438,2397.122
gestureclass,1.8452,2547.617
gestureclass,1.8525,2540.408
gestureclass,1.8691,2523.824
gestureclass,1.8736,2676.163
gestureclass,1.8839,2665.874
gestureclass,1.9112,2638.560
gestureclass,1.9113,2786.680
gestureclass,1.9470,2751.070
gestureclass,1.9471,2750.998
gestureclass,1.9658,2891.424
gestureclass,1.9670,2890.252
gestureclass,1.9743,2882.957
gestureclass,1.9856,3025.017
gestureclass,2.0294,2981.275
gestureclass,2.0337,2976.974
gestureclass,2.1112,3053.891
gestureclass,2.1547,3010.496
gestureclass,2.1560,3009.234
gestureclass,2.1560,3163.212
gestureclass,2.1593,3159.901
gestureclass,2.1791,3140.210
gestureclass,2.3023,3169.015
gestureclass,2.3101,3161.249
gestureclass,2.3380,3133.388
gestureclass,2.3397,3286.899
gestureclass,2.3708,3255.757
gestureclass,2.4105,3216.146
gestureclass,2.4553,3321.082
gestureclass,2.5002,3276.242
gestureclass,2.5327,3243.817
gestureclass,2.5342,3398.767
gestureclass,2.5507,3382.317
gestureclass,2.5594,3373.598
gestureclass,2.5685,3516.063
gestureclass,2.6146,3470.145
gestureclass,2.6563,3428.446
gestureclass,2.6800,3561.211
gestureclass,2.6854,3555.794
gestureclass,2.7074,3533.810
gestureclass,2.7130,3679.348
gestureclass,2.7425,3649.885
gestureclass,2.7464,3646.031
gestureclass,2.7707,3778.307
gestureclass,2.7811,3767.906
gestureclass,2.7812,3767.803
gestureclass,2.8097,3890.489
gestureclass,2.8121,3888.082
gestureclass,2.8972,3803.016
gestureclass,2.9103,3946.234
gestureclass,2.9176,3938.893
gestureclass,2.9209,3935.592
gestureclass,2.9366,4073.853
gestureclass,2.9635,4046.937
gestureclass,2.9995,4011.056
gestureclass,3.0169,4149.689
gestureclass,3.0851,4081.524
gestureclass,3.1156,4051.083
gestureclass,3.1190,4200.425
gestureclass,3.1842,4135.211
gestureclass,3.1916,4127.811
gestureclass,3.2599,4211.176
gestureclass,3.2660,4205.255
gestureclass,3.2763,4194.918
gestureclass,3.2997,4325.557
gestureclass,3.3016,4323.759
gestureclass,3.3539,4271.383
gestureclass,3.3628,4411.606
gestureclass,3.3681,4406.324
gestureclass,3.3694,4405.052
gestureclass,3.3695,4558.980
gestureclass,3.3698,4558.716
gestureclass,3.3784,4550.178
gestureclass,3.3850,4692.832
gestureclass,3.4053,4672.498
gestureclass,3.4517,4626.092
gestureclass,3.4748,4759.855
gestureclass,3.4972,4737.509
gestureclass,3.5081,4726.585
gestureclass,3.5272,4859.447
gestureclass,3.5428,4843.813
gestureclass,3.5443,4842.372
gestureclass,3.5497,4993.322
gestureclass,3.5550,4987.988
gestureclass,3.5564,4986.697
gestureclass,3.5667,5127.344
gestureclass,3.5668,5127.270
gestureclass,3.5968,5097.285
gestureclass,3.6272,5226.598
gestureclass,3.6298,5224.063
gestureclass,3.6311,5222.727
gestureclass,3.6944,5310.291
gestureclass,3.6999,5304.865
gestureclass,3.7139,5290.829
gestureclass,3.7263,5438.648
