task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,single_ecgclass,0.0001,291.3234,288.436,274.5521,0.0026,13.3687,1.5383,2.8874,1775982599916162205
ecgclass,slot_0:ecgclass,single_ecgclass,0.8021,92.9396,89.6045,87.609,0.0046,1.3756,2.2705,3.3351,1775982600718943601
ecgclass,slot_0:ecgclass,single_ecgclass,1.5819,55.5174,52.734,51.6118,0.0022,0.7275,1.8592,2.7834,1775982601498341884
ecgclass,slot_0:ecgclass,single_ecgclass,2.3764,54.0059,51.1249,50.1124,0.0018,0.6471,1.8823,2.881,1775982602292804445
ecgclass,slot_0:ecgclass,single_ecgclass,2.4686,51.2452,48.4319,47.2854,0.002,0.6531,1.7252,2.8133,1775982602384882640
ecgclass,slot_0:ecgclass,single_ecgclass,2.4974,64.5788,41.5106,40.6955,0.0016,0.5574,22.1303,23.0682,1775982602434056987
ecgclass,slot_0:ecgclass,single_ecgclass,2.9826,51.5788,48.7621,47.7875,0.0019,0.628,1.8184,2.8167,1775982602898928630
ecgclass,slot_0:ecgclass,single_ecgclass,3.4527,51.0397,48.283,47.3802,0.002,0.6352,1.7974,2.7567,1775982603369074510
ecgclass,slot_0:ecgclass,single_ecgclass,4.4939,55.3632,52.3964,51.2955,0.0023,0.7039,1.8871,2.9668,1775982604410373206
ecgclass,slot_0:ecgclass,single_ecgclass,4.5198,76.2234,46.1215,45.0549,0.002,0.669,29.1796,30.1018,1775982604463486358
ecgclass,slot_0:ecgclass,single_ecgclass,4.8695,70.4479,67.6372,66.0958,0.0022,1.1185,1.7629,2.8107,1775982604785779787
ecgclass,slot_0:ecgclass,single_ecgclass,4.8923,96.8962,48.6132,47.6109,0.0017,0.6484,47.3869,48.283,1775982604854199665
ecgclass,slot_0:ecgclass,single_ecgclass,5.2556,58.8679,56.1736,54.3781,0.0034,1.2665,1.7262,2.6943,1775982605171882216
ecgclass,slot_0:ecgclass,single_ecgclass,5.8332,55.8655,53.1087,52.0334,0.0021,0.7167,1.7877,2.7568,1775982605749506259
ecgclass,slot_0:ecgclass,single_ecgclass,5.9623,55.5873,52.847,51.8238,0.0021,0.7155,1.7788,2.7403,1775982605878609952
ecgclass,slot_0:ecgclass,single_ecgclass,6.3724,54.6894,51.868,50.8274,0.002,0.6869,1.797,2.8214,1775982606288750658
ecgclass,slot_0:ecgclass,single_ecgclass,6.4232,49.2294,44.6599,43.8052,0.0017,0.5889,3.5515,4.5695,1775982606341319448
ecgclass,slot_0:ecgclass,single_ecgclass,6.4543,56.6916,38.1294,37.2313,0.0016,0.5608,17.694,18.5622,1775982606386547984
ecgclass,slot_0:ecgclass,single_ecgclass,6.5582,39.942,37.5464,36.6763,0.0015,0.538,1.5583,2.3956,1775982606474331186
ecgclass,slot_0:ecgclass,single_ecgclass,6.8596,52.1529,49.4606,48.508,0.0018,0.6401,1.7614,2.6923,1775982606775905931
ecgclass,slot_0:ecgclass,single_ecgclass,6.997,51.6503,48.8967,47.9412,0.002,0.639,1.8187,2.7536,1775982606913376262
ecgclass,slot_0:ecgclass,single_ecgclass,7.4132,51.753,49.1121,48.1267,0.002,0.6424,1.7254,2.6409,1775982607329480137
ecgclass,slot_0:ecgclass,single_ecgclass,7.4872,48.8055,46.2487,45.3665,0.0019,0.6033,1.6589,2.5568,1775982607403391746
ecgclass,slot_0:ecgclass,single_ecgclass,8.1008,51.826,49.0648,48.076,0.0018,0.6467,1.8654,2.7612,1775982608017176518
ecgclass,slot_0:ecgclass,single_ecgclass,8.5091,52.2652,49.5413,48.5364,0.0019,0.657,1.8165,2.7239,1775982608425484997
ecgclass,slot_0:ecgclass,single_ecgclass,8.7278,53.0257,50.2363,49.2581,0.0021,0.6906,1.8647,2.7894,1775982608644162297
ecgclass,slot_0:ecgclass,single_ecgclass,8.8661,53.7627,50.9822,49.9428,0.0021,0.6873,1.8523,2.7805,1775982608782438746
ecgclass,slot_0:ecgclass,single_ecgclass,9.0171,54.1277,51.2969,50.2781,0.0022,0.6948,1.8098,2.8307,1775982608933430848
ecgclass,slot_0:ecgclass,single_ecgclass,9.0429,72.547,43.3782,42.4523,0.0017,0.5878,28.1591,29.1688,1775982608985604285
ecgclass,slot_0:ecgclass,single_ecgclass,9.1034,50.6659,38.2604,37.0472,0.0017,0.5257,11.5821,12.4054,1775982609029553758
ecgclass,slot_0:ecgclass,single_ecgclass,9.3315,51.1272,48.392,47.4557,0.002,0.633,1.786,2.7352,1775982609247801469
ecgclass,slot_0:ecgclass,single_ecgclass,9.4609,50.9379,48.3316,47.3941,0.0019,0.64,1.6739,2.6063,1775982609377072491
ecgclass,slot_0:ecgclass,single_ecgclass,9.8823,91.6572,88.6615,86.7236,0.0036,1.3068,1.971,2.9957,1775982609798845975
