site_manager,device,backbone,req_id,task,req_time
site2,http://10.100.20.53:8001,chronostiny,35,ecgclass,1.2107015820528295
site2,http://10.100.20.53:8001,chronostiny,36,sysbp,1.216655507639512
site2,http://10.100.20.53:8001,chronostiny,37,heartrate,1.2947511868273571
site2,http://10.100.20.53:8001,chronostiny,38,sysbp,1.3798727474339707
site2,http://10.100.20.53:8001,chronostiny,39,ecgclass,1.383617486355785
site2,http://10.100.20.53:8001,chronostiny,40,heartrate,1.443947084766128
site2,http://10.100.20.53:8001,chronostiny,41,heartrate,1.5166692703099225
site2,http://10.100.20.53:8001,chronostiny,42,ecgclass,1.5828152957282728
site2,http://10.100.20.53:8001,chronostiny,43,sysbp,1.6128704490441
site2,http://10.100.20.53:8001,chronostiny,44,ecgclass,1.7913905036851479
site2,http://10.100.20.53:8001,chronostiny,45,ecgclass,1.8836493509455794
site2,http://10.100.20.53:8001,chronostiny,46,diasbp,2.17881597565904
site2,http://10.100.20.53:8001,chronostiny,47,heartrate,2.3209719563863778
site2,http://10.100.20.53:8001,chronostiny,48,ecgclass,2.349177284487989
site2,http://10.100.20.53:8001,chronostiny,49,diasbp,2.3696216230010756
site2,http://10.100.20.53:8001,chronostiny,50,diasbp,2.371919651240476
site2,http://10.100.20.53:8001,chronostiny,51,diasbp,2.3742286620769666
site2,http://10.100.20.53:8001,chronostiny,52,ecgclass,2.3742286620769666
site2,http://10.100.20.53:8001,chronostiny,53,ecgclass,2.3963957224537378
site2,http://10.100.20.53:8001,chronostiny,54,ecgclass,2.432237674149298
site2,http://10.100.20.53:8001,chronostiny,55,heartrate,2.461594806359896
site2,http://10.100.20.53:8001,chronostiny,56,ecgclass,2.6837611951898497
site2,http://10.100.20.53:8001,chronostiny,57,ecgclass,2.7808892730364296
site2,http://10.100.20.53:8001,chronostiny,58,ecgclass,2.808699615496534
site2,http://10.100.20.53:8001,chronostiny,59,diasbp,2.889808017406817
site2,http://10.100.20.53:8001,chronostiny,60,diasbp,3.11184155116236
site2,http://10.100.20.53:8001,chronostiny,61,ecgclass,3.222904323587393
site2,http://10.100.20.53:8001,chronostiny,62,diasbp,3.297636978391636
site2,http://10.100.20.53:8001,chronostiny,63,ecgclass,3.4255675581570886
site2,http://10.100.20.53:8001,chronostiny,64,ecgclass,3.456889716480695
site2,http://10.100.20.53:8001,chronostiny,65,sysbp,3.5048397495131183
site2,http://10.100.20.53:8001,chronostiny,66,ecgclass,3.5632930359235457
site2,http://10.100.20.53:8001,chronostiny,67,ecgclass,3.648945545849329
site2,http://10.100.20.53:8001,chronostiny,68,diasbp,3.6728823781655757
site2,http://10.100.20.53:8001,chronostiny,69,sysbp,3.763717488426211
site2,http://10.100.20.53:8001,chronostiny,70,ecgclass,3.79286436095698
site2,http://10.100.20.53:8001,chronostiny,71,diasbp,4.0250854122595845
site2,http://10.100.20.53:8001,chronostiny,72,heartrate,4.173306696078393
site2,http://10.100.20.53:8001,chronostiny,73,heartrate,4.174127171494407
site2,http://10.100.20.53:8001,chronostiny,74,ecgclass,4.176340901919149
site2,http://10.100.20.53:8001,chronostiny,75,sysbp,4.197401601334373
site2,http://10.100.20.53:8001,chronostiny,76,sysbp,4.219348494427729
site2,http://10.100.20.53:8001,chronostiny,77,ecgclass,4.262709979250166
site2,http://10.100.20.53:8001,chronostiny,78,ecgclass,4.277548837535199
site2,http://10.100.20.53:8001,chronostiny,79,heartrate,4.282083520022977
site2,http://10.100.20.53:8001,chronostiny,80,ecgclass,4.332945963994868
site2,http://10.100.20.53:8001,chronostiny,81,sysbp,4.337236158993779
site2,http://10.100.20.53:8001,chronostiny,82,diasbp,4.370984861908796
site2,http://10.100.20.53:8001,chronostiny,83,diasbp,4.422511608969792
site2,http://10.100.20.53:8001,chronostiny,84,sysbp,4.467143528791572
site2,http://10.100.20.53:8001,chronostiny,85,diasbp,4.545363729126061
site2,http://10.100.20.53:8001,chronostiny,86,ecgclass,4.615505763335765
site2,http://10.100.20.53:8001,chronostiny,87,diasbp,4.711768266188771
site2,http://10.100.20.53:8001,chronostiny,88,ecgclass,5.122350484644337
site2,http://10.100.20.53:8001,chronostiny,89,ecgclass,5.341745762352357
site2,http://10.100.20.53:8001,chronostiny,90,ecgclass,5.596891556919761
site2,http://10.100.20.53:8001,chronostiny,91,diasbp,5.820765468193442
site2,http://10.100.20.53:8001,chronostiny,92,sysbp,5.9830238141517755
site2,http://10.100.20.53:8001,chronostiny,93,ecgclass,5.994079289407521
site2,http://10.100.20.53:8001,chronostiny,94,diasbp,6.056713172038574
site2,http://10.100.20.53:8001,chronostiny,95,diasbp,6.084371692004772
site2,http://10.100.20.53:8001,chronostiny,96,diasbp,6.138427234840989
site2,http://10.100.20.53:8001,chronostiny,97,sysbp,6.16640592911813
site2,http://10.100.20.53:8001,chronostiny,98,sysbp,6.176733311326105
site2,http://10.100.20.53:8001,chronostiny,99,sysbp,6.214286353976152
site2,http://10.100.20.53:8001,chronostiny,100,heartrate,6.237660220094361
site2,http://10.100.20.53:8001,chronostiny,101,ecgclass,6.291965902412146
site2,http://10.100.20.53:8001,chronostiny,102,heartrate,6.514195449481897
site2,http://10.100.20.53:8001,chronostiny,103,heartrate,6.788751339912159
site2,http://10.100.20.53:8001,chronostiny,104,diasbp,6.844946350436697
site2,http://10.100.20.53:8001,chronostiny,105,sysbp,6.84517681875256
site2,http://10.100.20.53:8001,chronostiny,106,sysbp,6.848524721279027
site2,http://10.100.20.53:8001,chronostiny,107,sysbp,6.885060100447747
site2,http://10.100.20.53:8001,chronostiny,108,ecgclass,6.91735973768229
site2,http://10.100.20.53:8001,chronostiny,109,ecgclass,6.938407232486075
site2,http://10.100.20.53:8001,chronostiny,110,sysbp,7.049734734288542
site2,http://10.100.20.53:8001,chronostiny,111,sysbp,7.117664174010169
site2,http://10.100.20.53:8001,chronostiny,112,ecgclass,7.2638659176816525
site2,http://10.100.20.53:8001,chronostiny,113,diasbp,7.307431029393407
site2,http://10.100.20.53:8001,chronostiny,114,heartrate,7.334119545491373
site2,http://10.100.20.53:8001,chronostiny,115,sysbp,7.443168579391577
site2,http://10.100.20.53:8001,chronostiny,116,diasbp,7.546646443971071
site2,http://10.100.20.53:8001,chronostiny,117,ecgclass,7.5676297276966995
site2,http://10.100.20.53:8001,chronostiny,118,ecgclass,7.597821143910146
site2,http://10.100.20.53:8001,chronostiny,119,ecgclass,7.7102447444429405
site2,http://10.100.20.53:8001,chronostiny,120,sysbp,7.723726043911015
site2,http://10.100.20.53:8001,chronostiny,121,ecgclass,7.772569535091318
site2,http://10.100.20.53:8001,chronostiny,122,sysbp,7.813493548159355
site2,http://10.100.20.53:8001,chronostiny,123,ecgclass,7.871702590906406
site2,http://10.100.20.53:8001,chronostiny,124,sysbp,8.023333566826711
site2,http://10.100.20.53:8001,chronostiny,125,diasbp,8.075513180007697
site2,http://10.100.20.53:8001,chronostiny,126,diasbp,8.125647015603422
site2,http://10.100.20.53:8001,chronostiny,127,diasbp,8.151552509048502
site2,http://10.100.20.53:8001,chronostiny,128,heartrate,8.19211167489622
site2,http://10.100.20.53:8001,chronostiny,129,diasbp,8.229959867918762
site2,http://10.100.20.53:8001,chronostiny,130,sysbp,8.230388699024621
site2,http://10.100.20.53:8001,chronostiny,131,heartrate,8.322196107208388
site2,http://10.100.20.53:8001,chronostiny,132,sysbp,8.32788139136342
site2,http://10.100.20.53:8001,chronostiny,133,ecgclass,8.523060090826919
site2,http://10.100.20.53:8001,chronostiny,134,ecgclass,8.586901627000296
site2,http://10.100.20.53:8001,chronostiny,135,heartrate,8.682489858191028
site2,http://10.100.20.53:8001,chronostiny,136,sysbp,8.9526835516619
site2,http://10.100.20.53:8001,chronostiny,137,sysbp,9.047226546521134
site2,http://10.100.20.53:8001,chronostiny,138,heartrate,9.09768656306135
site2,http://10.100.20.53:8001,chronostiny,139,sysbp,9.137312662462357
site2,http://10.100.20.53:8001,chronostiny,140,sysbp,9.280435510764049
site2,http://10.100.20.53:8001,chronostiny,141,sysbp,9.297365107679497
site2,http://10.100.20.53:8001,chronostiny,142,heartrate,9.352569916757524
site2,http://10.100.20.53:8001,chronostiny,143,heartrate,9.515792941528396
site2,http://10.100.20.53:8001,chronostiny,144,diasbp,9.569051359453631
site2,http://10.100.20.53:8001,chronostiny,145,heartrate,9.572643511178956
site2,http://10.100.20.53:8001,chronostiny,146,diasbp,9.578136921266614
site2,http://10.100.20.53:8001,chronostiny,147,heartrate,9.63422426131632
site2,http://10.100.20.53:8001,chronostiny,148,heartrate,9.794759015454936
site2,http://10.100.20.53:8001,chronostiny,149,diasbp,9.799790458240864
site2,http://10.100.20.53:8001,chronostiny,150,sysbp,9.893120546529417
site2,http://10.100.20.53:8001,chronostiny,151,ecgclass,9.986427589108015
site2,http://10.100.20.53:8001,chronostiny,152,diasbp,9.99196398757424
site2,http://10.100.20.53:8001,chronostiny,153,ecgclass,10.029642859092535
site2,http://10.100.20.53:8001,chronostiny,154,sysbp,10.037890435394987
site2,http://10.100.20.53:8001,chronostiny,155,ecgclass,10.146817607888837
site2,http://10.100.20.53:8001,chronostiny,156,heartrate,10.328294103615317
site2,http://10.100.20.53:8001,chronostiny,157,diasbp,10.36973516319357
site2,http://10.100.20.53:8001,chronostiny,158,ecgclass,10.407566466743075
site2,http://10.100.20.53:8001,chronostiny,159,ecgclass,10.742538935306982
site2,http://10.100.20.53:8001,chronostiny,160,sysbp,10.80999840628481
site2,http://10.100.20.53:8001,chronostiny,161,diasbp,10.875953028627473
site2,http://10.100.20.53:8001,chronostiny,162,diasbp,10.875953028627473
site2,http://10.100.20.53:8001,chronostiny,163,heartrate,10.899731732596308
site2,http://10.100.20.53:8001,chronostiny,164,ecgclass,10.91622998825577
site2,http://10.100.20.53:8001,chronostiny,165,diasbp,10.976624246567601
site2,http://10.100.20.53:8001,chronostiny,166,heartrate,11.16972676959271
site2,http://10.100.20.53:8001,chronostiny,167,sysbp,11.176047731161526
site2,http://10.100.20.53:8001,chronostiny,168,ecgclass,11.307848900885396
site2,http://10.100.20.53:8001,chronostiny,169,heartrate,11.308932016648209
site2,http://10.100.20.53:8001,chronostiny,170,ecgclass,11.890633980412733
site2,http://10.100.20.53:8001,chronostiny,171,ecgclass,11.897028489914007
site2,http://10.100.20.53:8001,chronostiny,172,diasbp,11.899034764506732
site2,http://10.100.20.53:8001,chronostiny,173,ecgclass,12.253257394168957
site2,http://10.100.20.53:8001,chronostiny,174,diasbp,12.300978377409265
site2,http://10.100.20.53:8001,chronostiny,175,sysbp,12.70072835772095
site2,http://10.100.20.53:8001,chronostiny,176,diasbp,12.861187729779719
site2,http://10.100.20.53:8001,chronostiny,177,ecgclass,12.867329329230568
site2,http://10.100.20.53:8001,chronostiny,178,diasbp,13.105022385078547
site2,http://10.100.20.53:8001,chronostiny,179,diasbp,13.440835698408474
site2,http://10.100.20.53:8001,chronostiny,180,sysbp,13.45607166459176
site2,http://10.100.20.53:8001,chronostiny,181,ecgclass,13.623891061694263
site2,http://10.100.20.53:8001,chronostiny,182,diasbp,13.623891061694263
site2,http://10.100.20.53:8001,chronostiny,183,heartrate,13.800375501263302
site2,http://10.100.20.53:8001,chronostiny,184,sysbp,13.837789222284671
site2,http://10.100.20.53:8001,chronostiny,185,heartrate,13.90640355054064
site2,http://10.100.20.53:8001,chronostiny,186,heartrate,14.023197942379321
site2,http://10.100.20.53:8001,chronostiny,187,heartrate,14.041279747903587
site2,http://10.100.20.53:8001,chronostiny,188,heartrate,14.141342113223605
site2,http://10.100.20.53:8001,chronostiny,189,sysbp,14.225084160929677
site2,http://10.100.20.53:8001,chronostiny,190,ecgclass,14.37940206652131
site2,http://10.100.20.53:8001,chronostiny,191,sysbp,14.434791191525703
site2,http://10.100.20.53:8001,chronostiny,192,heartrate,14.476867130589048
site2,http://10.100.20.53:8001,chronostiny,193,heartrate,14.557193623627969
site2,http://10.100.20.53:8001,chronostiny,194,sysbp,14.68681304655343
site2,http://10.100.20.53:8001,chronostiny,195,heartrate,14.737940114596462
site2,http://10.100.20.53:8001,chronostiny,196,ecgclass,14.866063050518363
site2,http://10.100.20.53:8001,chronostiny,197,heartrate,14.883323898550753
site2,http://10.100.20.53:8001,chronostiny,198,ecgclass,15.155384450776769
site2,http://10.100.20.53:8001,chronostiny,199,sysbp,15.506220567044375
site2,http://10.100.20.53:8001,chronostiny,200,heartrate,16.237900836327768
site2,http://10.100.20.53:8001,chronostiny,201,ecgclass,16.28595381874152
site2,http://10.100.20.53:8001,chronostiny,202,ecgclass,16.44543171671041
site2,http://10.100.20.53:8001,chronostiny,203,heartrate,16.678251868168392
site2,http://10.100.20.53:8001,chronostiny,204,heartrate,16.691125800071596
site2,http://10.100.20.53:8001,chronostiny,205,sysbp,16.694068886915794
site2,http://10.100.20.53:8001,chronostiny,206,sysbp,16.70248822285849
site2,http://10.100.20.53:8001,chronostiny,207,sysbp,16.99528128764933
site2,http://10.100.20.53:8001,chronostiny,208,sysbp,17.0415484287344
site2,http://10.100.20.53:8001,chronostiny,209,sysbp,17.05673810953127
site2,http://10.100.20.53:8001,chronostiny,210,ecgclass,17.05673810953127
site2,http://10.100.20.53:8001,chronostiny,211,ecgclass,17.63753986045787
site2,http://10.100.20.53:8001,chronostiny,212,heartrate,17.998311105085996
site2,http://10.100.20.53:8001,chronostiny,213,diasbp,18.43628079167037
site2,http://10.100.20.53:8001,chronostiny,214,ecgclass,18.44828079803257
site2,http://10.100.20.53:8001,chronostiny,215,heartrate,19.039685892489434
site2,http://10.100.20.53:8001,chronostiny,216,heartrate,19.080589054118388
site2,http://10.100.20.53:8001,chronostiny,217,ecgclass,19.085328926113547
site2,http://10.100.20.53:8001,chronostiny,218,diasbp,19.156826624036444
site2,http://10.100.20.53:8001,chronostiny,219,ecgclass,19.170713830799958
site2,http://10.100.20.53:8001,chronostiny,220,ecgclass,19.17886105098273
site2,http://10.100.20.53:8001,chronostiny,221,sysbp,19.17886105098273
site2,http://10.100.20.53:8001,chronostiny,222,ecgclass,19.58787795003388
site2,http://10.100.20.53:8001,chronostiny,223,diasbp,19.679800398442097
site2,http://10.100.20.53:8001,chronostiny,224,ecgclass,19.92169046345657
site2,http://10.100.20.53:8001,chronostiny,225,heartrate,19.978975510657
site2,http://10.100.20.53:8001,chronostiny,226,ecgclass,20.04940018328979
site2,http://10.100.20.53:8001,chronostiny,227,sysbp,20.067515346653853
site2,http://10.100.20.53:8001,chronostiny,228,sysbp,20.068908911966716
site2,http://10.100.20.53:8001,chronostiny,229,ecgclass,20.084589928261646
site2,http://10.100.20.53:8001,chronostiny,230,sysbp,20.117126954738342
site2,http://10.100.20.53:8001,chronostiny,231,ecgclass,20.38036581009505
site2,http://10.100.20.53:8001,chronostiny,232,sysbp,20.507490133079845
site2,http://10.100.20.53:8001,chronostiny,233,heartrate,20.61620469090902
site2,http://10.100.20.53:8001,chronostiny,234,diasbp,21.232286585438167
site2,http://10.100.20.53:8001,chronostiny,235,diasbp,21.232286585438167
site2,http://10.100.20.53:8001,chronostiny,236,heartrate,21.32171480387497
site2,http://10.100.20.53:8001,chronostiny,237,ecgclass,21.576153395608486
site2,http://10.100.20.53:8001,chronostiny,238,heartrate,21.741265388409783
site2,http://10.100.20.53:8001,chronostiny,239,heartrate,21.75856219862779
site2,http://10.100.20.53:8001,chronostiny,240,ecgclass,22.079553415710706
site2,http://10.100.20.53:8001,chronostiny,241,heartrate,22.421172201155386
site2,http://10.100.20.53:8001,chronostiny,242,sysbp,22.502036071253304
site2,http://10.100.20.53:8001,chronostiny,243,heartrate,22.803555668878968
site2,http://10.100.20.53:8001,chronostiny,244,diasbp,22.83598622732256
site2,http://10.100.20.53:8001,chronostiny,245,ecgclass,22.92248733963094
site2,http://10.100.20.53:8001,chronostiny,246,sysbp,23.093886642489995
site2,http://10.100.20.53:8001,chronostiny,247,heartrate,23.440700174520337
site2,http://10.100.20.53:8001,chronostiny,248,diasbp,23.45640428086194
site2,http://10.100.20.53:8001,chronostiny,249,diasbp,23.554754962336247
site2,http://10.100.20.53:8001,chronostiny,250,ecgclass,23.726343618028373
site2,http://10.100.20.53:8001,chronostiny,251,ecgclass,23.92759542253663
site2,http://10.100.20.53:8001,chronostiny,252,diasbp,24.232418371678918
site2,http://10.100.20.53:8001,chronostiny,253,sysbp,24.369042874495893
site2,http://10.100.20.53:8001,chronostiny,254,heartrate,24.50630184673623
site2,http://10.100.20.53:8001,chronostiny,255,diasbp,24.626690484879564
site2,http://10.100.20.53:8001,chronostiny,256,diasbp,24.66184381328057
site2,http://10.100.20.53:8001,chronostiny,257,sysbp,24.704723454650942
site2,http://10.100.20.53:8001,chronostiny,258,heartrate,24.756359684126178
site2,http://10.100.20.53:8001,chronostiny,259,sysbp,24.837669369025104
site2,http://10.100.20.53:8001,chronostiny,260,ecgclass,24.842672130714824
site2,http://10.100.20.53:8001,chronostiny,261,ecgclass,24.848335743346933
site2,http://10.100.20.53:8001,chronostiny,262,sysbp,24.866825600591742
site2,http://10.100.20.53:8001,chronostiny,263,ecgclass,25.389440041224162
site2,http://10.100.20.53:8001,chronostiny,264,ecgclass,26.03852408799397
site2,http://10.100.20.53:8001,chronostiny,265,heartrate,26.415146412955497
site2,http://10.100.20.53:8001,chronostiny,266,ecgclass,27.813758469989295
site2,http://10.100.20.53:8001,chronostiny,267,diasbp,27.818262875523477
site2,http://10.100.20.53:8001,chronostiny,268,ecgclass,27.827613637705582
site2,http://10.100.20.53:8001,chronostiny,269,diasbp,27.827613637705582
site2,http://10.100.20.53:8001,chronostiny,270,diasbp,28.12902339272747
site2,http://10.100.20.53:8001,chronostiny,271,diasbp,28.152860389787914
site2,http://10.100.20.53:8001,chronostiny,272,diasbp,28.273463410238254
site2,http://10.100.20.53:8001,chronostiny,273,diasbp,28.57063138897536
site2,http://10.100.20.53:8001,chronostiny,274,sysbp,28.976581566598153
site2,http://10.100.20.53:8001,chronostiny,275,heartrate,29.579984561780133
site2,http://10.100.20.53:8001,chronostiny,276,heartrate,30.005193672154952
site2,http://10.100.20.53:8001,chronostiny,277,sysbp,30.2365546065166
site2,http://10.100.20.53:8001,chronostiny,278,diasbp,30.239888606247323
site2,http://10.100.20.53:8001,chronostiny,279,diasbp,30.239888606247323
site2,http://10.100.20.53:8001,chronostiny,280,sysbp,30.25481498730111
site2,http://10.100.20.53:8001,chronostiny,281,ecgclass,30.32568994090554
site2,http://10.100.20.53:8001,chronostiny,282,heartrate,31.201485648161306
site2,http://10.100.20.53:8001,chronostiny,283,heartrate,31.691236138877947
site2,http://10.100.20.53:8001,chronostiny,284,ecgclass,32.1424305632577
site2,http://10.100.20.53:8001,chronostiny,285,heartrate,32.374364565361056
site2,http://10.100.20.53:8001,chronostiny,286,diasbp,32.94551933979731
site2,http://10.100.20.53:8001,chronostiny,287,diasbp,33.03372134732081
site2,http://10.100.20.53:8001,chronostiny,288,ecgclass,33.32635894351774
site2,http://10.100.20.53:8001,chronostiny,289,sysbp,33.38861093983885
site2,http://10.100.20.53:8001,chronostiny,290,diasbp,33.39706174407949
site2,http://10.100.20.53:8001,chronostiny,291,heartrate,33.62831546788702
site2,http://10.100.20.53:8001,chronostiny,292,ecgclass,33.659028008927564
site2,http://10.100.20.53:8001,chronostiny,293,ecgclass,33.66861571705077
site2,http://10.100.20.53:8001,chronostiny,294,heartrate,33.76554481704777
site2,http://10.100.20.53:8001,chronostiny,295,heartrate,34.25788172616399
site2,http://10.100.20.53:8001,chronostiny,296,diasbp,34.387799402529716
site2,http://10.100.20.53:8001,chronostiny,297,heartrate,34.48460193668616
site2,http://10.100.20.53:8001,chronostiny,298,sysbp,34.48460193668616
site2,http://10.100.20.53:8001,chronostiny,299,sysbp,34.8380495783901
site2,http://10.100.20.53:8001,chronostiny,300,sysbp,35.61855813943384
site2,http://10.100.20.53:8001,chronostiny,301,diasbp,36.44379917035912
site2,http://10.100.20.53:8001,chronostiny,302,ecgclass,36.54246804794231
site2,http://10.100.20.53:8001,chronostiny,303,diasbp,36.75895913226137
site2,http://10.100.20.53:8001,chronostiny,304,diasbp,37.2650335202001
site2,http://10.100.20.53:8001,chronostiny,305,diasbp,37.272156433053276
site2,http://10.100.20.53:8001,chronostiny,306,ecgclass,37.277684569645494
site2,http://10.100.20.53:8001,chronostiny,307,sysbp,37.32594848220632
site2,http://10.100.20.53:8001,chronostiny,308,ecgclass,37.43423106155158
site2,http://10.100.20.53:8001,chronostiny,309,sysbp,37.47540630568793
site2,http://10.100.20.53:8001,chronostiny,310,ecgclass,37.49708649675048
site2,http://10.100.20.53:8001,chronostiny,311,sysbp,37.59628958739494
site2,http://10.100.20.53:8001,chronostiny,312,ecgclass,37.956237547250176
site2,http://10.100.20.53:8001,chronostiny,313,diasbp,38.06993933486341
site2,http://10.100.20.53:8001,chronostiny,314,heartrate,38.20661471669888
site2,http://10.100.20.53:8001,chronostiny,315,heartrate,38.35782501257198
site2,http://10.100.20.53:8001,chronostiny,316,diasbp,39.740599947489
site2,http://10.100.20.53:8001,chronostiny,317,ecgclass,39.7917842170369
site2,http://10.100.20.53:8001,chronostiny,318,sysbp,40.126898328988226
site2,http://10.100.20.53:8001,chronostiny,319,heartrate,41.29552469233036
site2,http://10.100.20.53:8001,chronostiny,320,sysbp,41.32051722824679
site2,http://10.100.20.53:8001,chronostiny,321,ecgclass,41.3854588306124
site2,http://10.100.20.53:8001,chronostiny,322,diasbp,41.38808420898548
site2,http://10.100.20.53:8001,chronostiny,323,sysbp,41.51487082540968
site2,http://10.100.20.53:8001,chronostiny,324,diasbp,41.81869179259289
site2,http://10.100.20.53:8001,chronostiny,325,ecgclass,41.99636985546028
site2,http://10.100.20.53:8001,chronostiny,326,heartrate,42.49978652677195
site2,http://10.100.20.53:8001,chronostiny,327,ecgclass,42.53357293733334
site2,http://10.100.20.53:8001,chronostiny,328,sysbp,42.554182524608905
site2,http://10.100.20.53:8001,chronostiny,329,ecgclass,42.61602540530016
site2,http://10.100.20.53:8001,chronostiny,330,diasbp,42.828600450991075
site2,http://10.100.20.53:8001,chronostiny,331,heartrate,42.85660337126477
site2,http://10.100.20.53:8001,chronostiny,332,sysbp,42.96446320370054
site2,http://10.100.20.53:8001,chronostiny,333,ecgclass,43.05692712963978
site2,http://10.100.20.53:8001,chronostiny,334,sysbp,43.08135304218721
site2,http://10.100.20.53:8001,chronostiny,335,heartrate,43.413123734415564
site2,http://10.100.20.53:8001,chronostiny,336,ecgclass,43.43947854466736
site2,http://10.100.20.53:8001,chronostiny,337,diasbp,43.86316242599924
site2,http://10.100.20.53:8001,chronostiny,338,ecgclass,43.8669418581863
site2,http://10.100.20.53:8001,chronostiny,339,diasbp,43.88391588973432
site2,http://10.100.20.53:8001,chronostiny,340,ecgclass,43.89627754605338
site2,http://10.100.20.53:8001,chronostiny,341,sysbp,43.89717886158865
site2,http://10.100.20.53:8001,chronostiny,342,heartrate,43.9167000579047
site2,http://10.100.20.53:8001,chronostiny,343,diasbp,43.969188934826875
site2,http://10.100.20.53:8001,chronostiny,344,diasbp,44.046711967392504
site2,http://10.100.20.53:8001,chronostiny,345,sysbp,44.0704169183914
site2,http://10.100.20.53:8001,chronostiny,346,heartrate,44.19188444992599
site2,http://10.100.20.53:8001,chronostiny,347,ecgclass,44.1973191125368
site2,http://10.100.20.53:8001,chronostiny,348,ecgclass,44.20368215927562
site2,http://10.100.20.53:8001,chronostiny,349,sysbp,44.23193649902222
site2,http://10.100.20.53:8001,chronostiny,350,heartrate,44.378182749366836
site2,http://10.100.20.53:8001,chronostiny,351,diasbp,44.566577256574895
site2,http://10.100.20.53:8001,chronostiny,352,diasbp,44.58276970618857
site2,http://10.100.20.53:8001,chronostiny,353,heartrate,44.720171945364335
site2,http://10.100.20.53:8001,chronostiny,354,heartrate,44.78881073234494
site2,http://10.100.20.53:8001,chronostiny,355,ecgclass,44.84089961442275
site2,http://10.100.20.53:8001,chronostiny,356,diasbp,44.962045575264575
site2,http://10.100.20.53:8001,chronostiny,357,diasbp,45.15704250773985
site2,http://10.100.20.53:8001,chronostiny,358,heartrate,45.229972797454195
site2,http://10.100.20.53:8001,chronostiny,359,diasbp,45.236110795141755
site2,http://10.100.20.53:8001,chronostiny,360,diasbp,45.28660527775459
site2,http://10.100.20.53:8001,chronostiny,361,sysbp,45.41209038429715
site2,http://10.100.20.53:8001,chronostiny,362,diasbp,45.48339366476323
site2,http://10.100.20.53:8001,chronostiny,363,heartrate,45.50175613050851
site2,http://10.100.20.53:8001,chronostiny,364,diasbp,45.547126533057515
site2,http://10.100.20.53:8001,chronostiny,365,diasbp,45.642303853298635
site2,http://10.100.20.53:8001,chronostiny,366,diasbp,45.73959555634647
site2,http://10.100.20.53:8001,chronostiny,367,ecgclass,45.858105593983694
site2,http://10.100.20.53:8001,chronostiny,368,diasbp,45.960834818871405
site2,http://10.100.20.53:8001,chronostiny,369,diasbp,46.0032153781849
site2,http://10.100.20.53:8001,chronostiny,370,ecgclass,46.1101192813199
site2,http://10.100.20.53:8001,chronostiny,371,diasbp,46.11645461114066
