req_id,req_time,site_manager,device,backbone,task,latency
0,0.0,site2,http://10.100.20.53:8001,chronostiny,diasbp,364.31336402893066
1,0.059972010124286976,site2,http://10.100.20.53:8001,chronostiny,ecgclass,318.9663887023926
2,0.06726102507631668,site2,http://10.100.20.53:8001,chronostiny,ecgclass,319.72599029541016
3,0.14926866457540847,site2,http://10.100.20.53:8001,chronostiny,diasbp,247.46298789978027
4,0.18316620329382466,site2,http://10.100.20.53:8001,chronostiny,heartrate,221.62795066833496
5,0.2143692929747112,site2,http://10.100.20.53:8001,chronostiny,sysbp,198.8351345062256
6,0.22444749434378322,site2,http://10.100.20.53:8001,chronostiny,diasbp,198.52447509765625
7,0.2552906185721984,site2,http://10.100.20.53:8001,chronostiny,diasbp,175.73308944702148
8,0.2563748702716751,site2,http://10.100.20.53:8001,chronostiny,diasbp,183.7766170501709
9,0.2788602763739045,site2,http://10.100.20.53:8001,chronostiny,diasbp,170.74203491210938
10,0.2893823309483707,site2,http://10.100.20.53:8001,chronostiny,diasbp,167.73223876953125
11,0.3861639250187297,site2,http://10.100.20.53:8001,chronostiny,heartrate,75.10781288146973
12,0.438440237148426,site2,http://10.100.20.53:8001,chronostiny,ecgclass,22.633790969848633
13,0.4549229221274247,site2,http://10.100.20.53:8001,chronostiny,sysbp,14.919281005859375
14,0.4624862692786122,site2,http://10.100.20.53:8001,chronostiny,diasbp,20.021915435791016
15,0.4678608268187782,site2,http://10.100.20.53:8001,chronostiny,ecgclass,13.78011703491211
16,0.48568863067945517,site2,http://10.100.20.53:8001,chronostiny,heartrate,14.325857162475586
17,0.4868411662120673,site2,http://10.100.20.53:8001,chronostiny,ecgclass,13.658523559570312
18,0.5003231306251228,site2,http://10.100.20.53:8001,chronostiny,ecgclass,4.862785339355469
19,0.5206728924594584,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.396604537963867
20,0.6098395455297532,site2,http://10.100.20.53:8001,chronostiny,sysbp,10.190248489379883
21,0.7189903762549553,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.864858627319336
22,0.7282376792628208,site2,http://10.100.20.53:8001,chronostiny,diasbp,9.540796279907227
23,0.763642260900492,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.483741760253906
24,0.8505057767841318,site2,http://10.100.20.53:8001,chronostiny,diasbp,11.034488677978516
25,0.8602769031606146,site2,http://10.100.20.53:8001,chronostiny,ecgclass,14.50037956237793
26,0.8614662154404082,site2,http://10.100.20.53:8001,chronostiny,diasbp,13.978958129882812
27,0.9537628091352307,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.825157165527344
28,0.9691481597160593,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.092735290527344
29,0.9933709329987287,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.028362274169922
30,1.0899139630890404,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.267496109008789
31,1.1317168887458018,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.538702011108398
32,1.1434602558460565,site2,http://10.100.20.53:8001,chronostiny,heartrate,9.908437728881836
33,1.1652675391749567,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.457515716552734
34,1.1686362598747604,site2,http://10.100.20.53:8001,chronostiny,ecgclass,10.84756851196289
35,1.2107015820528295,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.518436431884766
36,1.216655507639512,site2,http://10.100.20.53:8001,chronostiny,sysbp,9.493112564086914
37,1.2947511868273571,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.081052780151367
38,1.3798727474339707,site2,http://10.100.20.53:8001,chronostiny,sysbp,10.326147079467773
39,1.383617486355785,site2,http://10.100.20.53:8001,chronostiny,ecgclass,11.016607284545898
40,1.443947084766128,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.51640510559082
41,1.5166692703099225,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.030746459960938
42,1.5828152957282728,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.670070648193359
43,1.6128704490441,site2,http://10.100.20.53:8001,chronostiny,sysbp,10.171175003051758
44,1.7913905036851479,site2,http://10.100.20.53:8001,chronostiny,ecgclass,6.017208099365234
45,1.8836493509455794,site2,http://10.100.20.53:8001,chronostiny,ecgclass,6.516933441162109
46,2.17881597565904,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.75124740600586
47,2.3209719563863778,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.300397872924805
48,2.349177284487989,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.441904067993164
49,2.3696216230010756,site2,http://10.100.20.53:8001,chronostiny,diasbp,9.952783584594727
50,2.371919651240476,site2,http://10.100.20.53:8001,chronostiny,diasbp,25.157690048217773
51,2.3742286620769666,site2,http://10.100.20.53:8001,chronostiny,diasbp,26.796340942382812
52,2.3742286620769666,site2,http://10.100.20.53:8001,chronostiny,ecgclass,26.391983032226562
53,2.3963957224537378,site2,http://10.100.20.53:8001,chronostiny,ecgclass,8.709907531738281
54,2.432237674149298,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.24592399597168
55,2.461594806359896,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.31184196472168
56,2.6837611951898497,site2,http://10.100.20.53:8001,chronostiny,ecgclass,6.615638732910156
57,2.7808892730364296,site2,http://10.100.20.53:8001,chronostiny,ecgclass,6.003379821777344
58,2.808699615496534,site2,http://10.100.20.53:8001,chronostiny,ecgclass,4.96673583984375
59,2.889808017406817,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.666131973266602
60,3.11184155116236,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.274648666381836
61,3.222904323587393,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.748510360717773
62,3.297636978391636,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.217428207397461
63,3.4255675581570886,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.757331848144531
64,3.456889716480695,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.575895309448242
65,3.5048397495131183,site2,http://10.100.20.53:8001,chronostiny,sysbp,9.888648986816406
66,3.5632930359235457,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.8841705322265625
67,3.648945545849329,site2,http://10.100.20.53:8001,chronostiny,ecgclass,6.056070327758789
68,3.6728823781655757,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.625600814819336
69,3.763717488426211,site2,http://10.100.20.53:8001,chronostiny,sysbp,10.526895523071289
70,3.79286436095698,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.1727294921875
71,4.0250854122595845,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.345697402954102
72,4.173306696078393,site2,http://10.100.20.53:8001,chronostiny,heartrate,11.288642883300781
73,4.174127171494407,site2,http://10.100.20.53:8001,chronostiny,heartrate,22.46880531311035
74,4.176340901919149,site2,http://10.100.20.53:8001,chronostiny,ecgclass,20.147085189819336
75,4.197401601334373,site2,http://10.100.20.53:8001,chronostiny,sysbp,9.298324584960938
76,4.219348494427729,site2,http://10.100.20.53:8001,chronostiny,sysbp,9.204864501953125
77,4.262709979250166,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.57398796081543
78,4.277548837535199,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.1326751708984375
79,4.282083520022977,site2,http://10.100.20.53:8001,chronostiny,heartrate,10.970115661621094
80,4.332945963994868,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.098104476928711
81,4.337236158993779,site2,http://10.100.20.53:8001,chronostiny,sysbp,9.544134140014648
82,4.370984861908796,site2,http://10.100.20.53:8001,chronostiny,diasbp,9.80687141418457
83,4.422511608969792,site2,http://10.100.20.53:8001,chronostiny,diasbp,9.702682495117188
84,4.467143528791572,site2,http://10.100.20.53:8001,chronostiny,sysbp,10.082006454467773
85,4.545363729126061,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.504007339477539
86,4.615505763335765,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.501508712768555
87,4.711768266188771,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.209321975708008
88,5.122350484644337,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.868196487426758
89,5.341745762352357,site2,http://10.100.20.53:8001,chronostiny,ecgclass,6.042957305908203
90,5.596891556919761,site2,http://10.100.20.53:8001,chronostiny,ecgclass,5.822658538818359
91,5.820765468193442,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.414361953735352
92,5.9830238141517755,site2,http://10.100.20.53:8001,chronostiny,sysbp,10.51187515258789
93,5.994079289407521,site2,http://10.100.20.53:8001,chronostiny,ecgclass,4.907131195068359
94,6.056713172038574,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.12730598449707
95,6.084371692004772,site2,http://10.100.20.53:8001,chronostiny,diasbp,10.088205337524414
