task,device_url,n_requests,throughput_rps,avg_latency_ms,error
humaneval,local://instance-0,103,10.3,97.63909312127863,
squad,local://instance-0,103,10.3,97.66626126557878,
cnn_dailymail,local://instance-0,103,10.3,97.66323358109854,
sst2,local://instance-0,103,10.3,97.75430253408487,
flores,local://instance-0,103,10.3,97.66316645353743,
ag_news,local://instance-0,103,10.3,97.75955237231209,
conll2003,local://instance-0,103,10.3,97.67269162298406,
gsm8k,local://instance-0,103,10.3,97.6551250346656,
