task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,1424,4.9103,64.536,55.921,104.783,142.616,54.627,51.043,0.002,2.595,9.013,9.909
gestureclass,no_sharing,1467,5.0586,62.375,54.427,104.226,140.265,52.595,49.097,0.002,2.577,8.867,9.781
