task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,14,1,0.0001,0.3185,318.46,318.46,313.3763,303.0232,0.0038,4.3576,5.0837,1775514417923748930,0
ecgclass,14,1,0.3185,0.3384,19.9206,19.9206,14.5821,13.8197,0.0016,4.9155,5.3385,1775514418242777594,0
ecgclass,14,1,0.3385,0.3565,18.0852,18.0852,13.2088,12.4402,0.0015,4.4565,4.8765,1775514418262247006,0
ecgclass,14,1,0.3565,0.3759,19.3429,19.3429,13.9117,13.1239,0.0014,5.0263,5.4312,1775514418280908443,0
ecgclass,14,1,0.3759,0.393,17.1201,17.1201,14.3803,13.4824,0.0014,2.3623,2.7398,1775514418297594396,0
ecgclass,14,1,0.393,0.4107,17.7088,17.7088,15.1838,14.1683,0.0016,2.0986,2.525,1775514418314456517,0
ecgclass,14,1,0.4107,0.4315,20.8077,20.8077,14.2887,13.648,0.0017,5.9829,6.519,1775514418336057320,0
ecgclass,14,1,0.4316,0.45,18.4443,18.4443,11.9383,11.2919,0.0014,6.1171,6.506,1775514418357007716,0
ecgclass,14,1,0.45,0.4664,16.4239,16.4239,11.4753,10.8852,0.0014,4.5457,4.9486,1775514418373887267,0
ecgclass,14,1,0.4664,0.4911,24.6439,24.6439,11.8567,11.1304,0.0016,12.367,12.7872,1775514418398139353,0
ecgclass,14,1,0.4911,0.507,15.9578,15.9578,11.169,10.5405,0.0011,4.4293,4.7889,1775514418414852327,0
ecgclass,14,1,0.5071,0.5241,17.0579,17.0579,11.6871,10.9699,0.0012,4.8747,5.3708,1775514418431260739,0
ecgclass,14,1,0.5241,0.5424,18.2853,18.2853,12.2779,11.2379,0.0017,5.4584,6.0073,1775514418448909163,0
ecgclass,14,1,0.5424,0.5599,17.5278,17.5278,12.1505,11.4236,0.0031,4.7319,5.3773,1775514418466479934,0
ecgclass,14,1,0.5599,0.5763,16.3286,16.3286,13.8582,13.1723,0.0019,1.9243,2.4704,1775514418481209054,0
ecgclass,14,1,0.5763,0.5932,16.911,16.911,11.8687,11.1145,0.0017,4.6349,5.0423,1775514418500257917,0
ecgclass,14,1,0.5932,0.6109,17.731,17.731,11.4307,10.801,0.0015,5.8827,6.3003,1775514418518425284,0
ecgclass,14,1,0.6109,0.6286,17.6923,17.6923,11.3198,10.709,0.0011,5.9514,6.3725,1775514418536233255,0
ecgclass,14,1,0.6286,0.6476,18.9118,18.9118,12.2772,11.4382,0.0014,6.1877,6.6347,1775514418554169712,0
ecgclass,14,1,0.6476,0.6618,14.2074,14.2074,11.3687,10.7756,0.0012,2.4328,2.8386,1775514418569333229,0
ecgclass,14,1,0.6618,0.6791,17.2956,17.2956,12.1003,11.3732,0.0012,4.8318,5.1953,1775514418585947139,0
ecgclass,14,1,0.6791,0.6978,18.7149,18.7149,12.1955,11.4136,0.0011,6.1255,6.5194,1775514418604541524,0
ecgclass,14,1,0.6978,0.7151,17.3447,17.3447,11.88,11.1882,0.001,5.0499,5.4647,1775514418622186478,0
ecgclass,14,1,0.7152,0.7291,13.9165,13.9165,11.1575,10.6151,0.001,2.4133,2.759,1775514418636900687,0
ecgclass,14,1,0.7291,0.751,21.8859,21.8859,11.6838,10.9847,0.001,9.8207,10.202,1775514418658229439,0
ecgclass,14,1,0.751,0.7708,19.8615,19.8615,11.3115,10.7207,0.001,8.1816,8.55,1775514418678482764,0
ecgclass,14,1,0.7708,0.7891,18.3077,18.3077,12.118,11.4247,0.0011,5.8074,6.1897,1775514418695976512,0
ecgclass,14,1,0.7891,0.8105,21.3683,21.3683,11.926,11.2119,0.0013,9.0206,9.4422,1775514418717503032,0
ecgclass,14,1,0.8105,0.8291,18.6205,18.6205,11.1498,10.5263,0.001,7.0772,7.4706,1775514418736934042,0
ecgclass,14,1,0.8291,0.8466,17.4999,17.4999,11.1424,10.5265,0.0012,6.0105,6.3575,1775514418754493862,0
ecgclass,14,1,0.8467,0.8646,17.9911,17.9911,11.5546,10.8975,0.0011,6.022,6.4364,1775514418772009891,0
ecgclass,14,1,0.8646,0.8821,17.4649,17.4649,11.1939,10.5547,0.001,5.8918,6.271,1775514418789877125,0
ecgclass,14,1,0.8821,0.8971,14.9841,14.9841,12.6136,11.6973,0.0014,1.9975,2.3705,1775514418803453865,0
ecgclass,14,1,0.8971,0.9145,17.4139,17.4139,11.432,10.8669,0.0012,5.6074,5.9819,1775514418822054340,0
ecgclass,14,1,0.9145,0.9302,15.677,15.677,11.0167,10.4206,0.0011,4.2996,4.6602,1775514418838167008,0
ecgclass,14,1,0.9302,0.9496,19.4025,19.4025,11.6997,11.0543,0.0012,7.2992,7.7028,1775514418856848617,0
ecgclass,14,1,0.9496,0.9632,13.6228,13.6228,11.0081,10.4069,0.0011,2.2316,2.6147,1775514418871188960,0
ecgclass,14,1,0.9632,0.9766,13.3247,13.3247,10.8661,10.2909,0.0013,2.0921,2.4586,1775514418884676746,0
ecgclass,14,1,0.9766,0.9945,17.9374,17.9374,11.8423,11.1533,0.001,5.692,6.0951,1775514418901606580,0
ecgclass,14,1,0.9945,1.0135,19.0206,19.0206,11.6812,11.0378,0.0013,6.9494,7.3393,1775514418920807280,0
ecgclass,14,1,1.0135,1.0328,19.2077,19.2077,11.5464,10.9045,0.0011,7.268,7.6613,1775514418940152157,0
ecgclass,14,1,1.0328,1.0512,18.4078,18.4078,10.8603,10.2818,0.0011,7.159,7.5475,1775514418959257023,0
ecgclass,14,1,1.0512,1.0648,13.6311,13.6311,11.2398,10.3842,0.0012,2.0058,2.3913,1775514418972517970,0
ecgclass,14,1,1.0648,1.0789,14.0939,14.0939,11.5331,10.9768,0.0014,2.218,2.5608,1775514418986367612,0
ecgclass,14,1,1.0789,1.0956,16.6526,16.6526,11.394,10.7212,0.001,4.8697,5.2586,1775514419003117818,0
ecgclass,14,1,1.0956,1.1129,17.3545,17.3545,12.2428,11.4789,0.0011,4.7364,5.1117,1775514419019642664,0
ecgclass,14,1,1.1129,1.1297,16.8054,16.8054,11.5872,10.9233,0.001,4.8141,5.2182,1775514419037079669,0
ecgclass,14,1,1.1297,1.1454,15.6257,15.6257,10.9444,10.3886,0.0013,4.3135,4.6813,1775514419053390276,0
ecgclass,14,1,1.1454,1.1644,19.0415,19.0415,11.8163,11.1874,0.001,6.8085,7.2253,1775514419071539572,0
ecgclass,14,1,1.1644,1.1802,15.7299,15.7299,10.7877,10.2143,0.0012,4.5636,4.9422,1775514419088341660,0
ecgclass,14,1,1.1802,1.1974,17.2465,17.2465,11.7385,11.135,0.0011,5.1086,5.508,1775514419104622556,0
ecgclass,14,1,1.1974,1.2131,15.7032,15.7032,10.9873,10.3674,0.001,4.3595,4.7159,1775514419121124781,0
ecgclass,14,1,1.2131,1.2325,19.3529,19.3529,11.6117,10.7013,0.001,7.3676,7.7412,1775514419139842351,0
ecgclass,14,1,1.2325,1.2502,17.7183,17.7183,11.5363,10.7573,0.0011,5.83,6.182,1775514419157662872,0
ecgclass,14,1,1.2502,1.2689,18.6687,18.6687,11.8994,11.1897,0.0011,6.3798,6.7692,1775514419175935843,0
ecgclass,14,1,1.2689,1.2876,18.7433,18.7433,11.9938,11.2692,0.001,6.3577,6.7495,1775514419194588350,0
ecgclass,14,1,1.2876,1.3016,13.9232,13.9232,11.0862,10.5379,0.0011,2.4586,2.8369,1775514419209437405,0
ecgclass,14,1,1.3016,1.3194,17.8387,17.8387,11.4752,10.8156,0.001,5.9712,6.3635,1775514419226877840,0
ecgclass,14,1,1.3194,1.3339,14.4641,14.4641,11.8519,11.2006,0.0013,2.2273,2.6123,1775514419240978373,0
ecgclass,14,1,1.3339,1.3541,20.1945,20.1945,13.0284,12.3519,0.001,6.7971,7.1661,1775514419260018937,0
ecgclass,14,1,1.3541,1.3723,18.209,18.209,11.8467,11.253,0.0011,5.9645,6.3623,1775514419279387294,0
ecgclass,14,1,1.3723,1.3912,18.9002,18.9002,11.562,10.9463,0.0011,6.9318,7.3382,1775514419298569354,0
ecgclass,14,1,1.3912,1.4083,17.0858,17.0858,11.7455,11.1299,0.001,4.9691,5.3403,1775514419315513028,0
ecgclass,14,1,1.4083,1.4268,18.4817,18.4817,11.5051,10.655,0.001,6.5618,6.9766,1775514419334196217,0
ecgclass,14,1,1.4268,1.4452,18.3744,18.3744,11.6811,10.991,0.001,6.299,6.6934,1775514419352421386,0
ecgclass,14,1,1.4452,1.4633,18.0905,18.0905,11.721,11.1875,0.001,5.9741,6.3695,1775514419370476537,0
ecgclass,14,1,1.4633,1.4814,18.0993,18.0993,11.8312,11.1946,0.0011,5.8899,6.2681,1775514419388487687,0
ecgclass,14,1,1.4814,1.5008,19.4764,19.4764,11.6777,11.0207,0.0011,7.4069,7.7987,1775514419408108926,0
ecgclass,14,1,1.5008,1.5148,13.9158,13.9158,11.3558,10.7983,0.0011,2.193,2.56,1775514419422376935,0
ecgclass,14,1,1.5148,1.5304,15.631,15.631,11.4278,10.8127,0.0013,3.8157,4.2031,1775514419437921109,0
ecgclass,14,1,1.5304,1.548,17.5555,17.5555,11.4058,10.806,0.001,5.7871,6.1497,1775514419455530252,0
ecgclass,14,1,1.548,1.5657,17.7219,17.7219,12.2719,11.5368,0.0011,5.0185,5.45,1775514419472322219,0
ecgclass,14,1,1.5657,1.5799,14.2455,14.2455,11.3824,10.7719,0.0017,2.4319,2.8631,1775514419487463426,0
ecgclass,14,1,1.5799,1.5985,18.5821,18.5821,12.123,11.0365,0.0014,5.9159,6.4591,1775514419505199284,0
ecgclass,14,1,1.5985,1.6156,17.0352,17.0352,11.9564,11.3092,0.0012,4.6234,5.0788,1775514419522497064,0
ecgclass,14,1,1.6156,1.6335,17.911,17.911,11.1893,10.609,0.0015,6.3012,6.7216,1775514419541216854,0
ecgclass,14,1,1.6335,1.6512,17.6578,17.6578,11.0958,10.4889,0.0011,6.2051,6.562,1775514419559038125,0
ecgclass,14,1,1.6512,1.6687,17.5447,17.5447,11.174,10.6072,0.0011,5.9569,6.3708,1775514419576453909,0
ecgclass,14,1,1.6687,1.6911,22.3591,22.3591,11.6634,10.9407,0.0011,10.3161,10.6957,1775514419598364176,0
ecgclass,14,1,1.6911,1.7099,18.8212,18.8212,11.8714,11.1517,0.0012,6.5508,6.9499,1775514419616964421,0
ecgclass,14,1,1.7099,1.727,17.1356,17.1356,12.0917,11.3761,0.0011,4.6856,5.0439,1775514419633925356,0
ecgclass,14,1,1.727,1.7426,15.5721,15.5721,11.4357,10.8166,0.0013,3.7749,4.1363,1775514419650155099,0
ecgclass,14,1,1.7426,1.7623,19.6536,19.6536,11.312,10.6507,0.0011,7.9787,8.3416,1775514419669935315,0
ecgclass,14,1,1.7623,1.7822,19.8786,19.8786,12.1767,11.1914,0.0011,7.3285,7.7019,1775514419688944687,0
ecgclass,14,1,1.7822,1.7998,17.6518,17.6518,11.658,10.9662,0.0013,5.6474,5.9938,1775514419707147005,0
ecgclass,14,1,1.7998,1.8219,22.0435,22.0435,12.1969,11.488,0.001,9.4781,9.8466,1775514419728634873,0
ecgclass,14,1,1.8219,1.8417,19.8498,19.8498,11.3174,10.7414,0.0012,8.1348,8.5323,1775514419749340548,0
ecgclass,14,1,1.8417,1.8593,17.5924,17.5924,11.2094,10.6075,0.0012,6.0179,6.3831,1775514419767079666,0
ecgclass,14,1,1.8593,1.8776,18.2273,18.2273,11.6127,10.9381,0.0011,6.2358,6.6146,1775514419784894908,0
ecgclass,14,1,1.8776,1.8999,22.3095,22.3095,12.1769,11.4091,0.0011,9.7344,10.1326,1775514419806625676,0
ecgclass,14,1,1.8999,1.9192,19.2873,19.2873,11.7506,11.0204,0.0011,7.1869,7.5367,1775514419826392711,0
ecgclass,14,1,1.9192,1.9338,14.643,14.643,11.4031,10.7773,0.001,2.8756,3.2399,1775514419841374421,0
ecgclass,14,1,1.9338,1.9517,17.8804,17.8804,11.7811,11.0798,0.0011,5.6803,6.0994,1775514419858827977,0
ecgclass,14,1,1.9517,1.9695,17.8444,17.8444,11.1477,10.5755,0.0011,6.2926,6.6967,1775514419877327148,0
ecgclass,14,1,1.9695,1.9919,22.3458,22.3458,11.9485,11.335,0.0011,9.9957,10.3973,1775514419898880649,0
ecgclass,14,1,1.9919,2.0116,19.7234,19.7234,11.8977,11.19,0.001,7.4279,7.8258,1775514419918664484,0
ecgclass,14,1,2.0116,2.0303,18.6923,18.6923,11.0908,10.5288,0.001,7.2351,7.6014,1775514419938200219,0
ecgclass,14,1,2.0303,2.0491,18.7509,18.7509,12.089,11.3764,0.001,6.3233,6.6619,1775514419955985589,0
ecgclass,14,1,2.0491,2.0635,14.4224,14.4224,11.5809,10.9951,0.001,2.4469,2.8415,1775514419970865195,0
ecgclass,14,1,2.0635,2.0827,19.2316,19.2316,11.3361,10.7664,0.0011,7.4921,7.8955,1775514419990337998,0
ecgclass,14,1,2.0827,2.0989,16.1445,16.1445,11.8262,11.1529,0.001,3.933,4.3183,1775514420006016548,0
ecgclass,14,1,2.0989,2.1153,16.4037,16.4037,10.9316,10.3584,0.001,5.1239,5.4721,1775514420023357609,0
ecgclass,14,1,2.1153,2.1333,18.0302,18.0302,11.4572,10.8191,0.0011,6.1932,6.5729,1775514420040835656,0
ecgclass,14,1,2.1333,2.1509,17.5972,17.5972,11.0263,10.4336,0.0011,6.1963,6.5709,1775514420058873637,0
ecgclass,14,1,2.1509,2.1708,19.8717,19.8717,12.3359,11.3695,0.0011,7.1859,7.5358,1775514420077465481,0
ecgclass,14,1,2.1708,2.1889,18.0788,18.0788,12.2525,11.521,0.001,5.4407,5.8263,1775514420095597296,0
ecgclass,14,1,2.1889,2.2091,20.2062,20.2062,11.3718,10.7559,0.001,8.4209,8.8344,1775514420116661896,0
ecgclass,14,1,2.2091,2.2271,17.9338,17.9338,11.8313,11.1435,0.0015,5.7034,6.1025,1775514420134156964,0
ecgclass,14,1,2.2271,2.2442,17.1084,17.1084,11.4431,10.813,0.0011,5.2578,5.6653,1775514420151650551,0
ecgclass,14,1,2.2442,2.2628,18.5902,18.5902,11.2863,10.7054,0.0011,6.9318,7.3039,1775514420170439524,0
ecgclass,14,1,2.2628,2.2818,19.0601,19.0601,12.1242,11.3824,0.001,6.5713,6.9359,1775514420188674874,0
ecgclass,14,1,2.2818,2.3011,19.3012,19.3012,11.937,11.2174,0.001,6.9997,7.3641,1775514420208169227,0
ecgclass,14,1,2.3011,2.3191,17.9715,17.9715,11.3469,10.7594,0.0011,6.2671,6.6246,1775514420226743291,0
ecgclass,14,1,2.3191,2.3362,17.1239,17.1239,11.5233,10.7041,0.001,5.2443,5.6007,1775514420243697135,0
ecgclass,14,1,2.3362,2.3597,23.4971,23.4971,12.2692,11.2139,0.0011,10.8392,11.2279,1775514420266420796,0
ecgclass,14,1,2.3597,2.3789,19.1238,19.1238,12.2294,11.6177,0.0012,6.5105,6.8944,1775514420285594506,0
ecgclass,14,1,2.3789,2.3986,19.6714,19.6714,11.8216,11.1925,0.0013,7.4677,7.8499,1775514420305682674,0
ecgclass,14,1,2.3986,2.4161,17.5438,17.5438,11.8463,11.1384,0.0013,5.316,5.6975,1775514420323208403,0
ecgclass,14,1,2.4161,2.4345,18.4386,18.4386,11.8343,11.1438,0.0011,6.2087,6.6043,1775514420341649681,0
ecgclass,14,1,2.4345,2.4518,17.2265,17.2265,11.8481,11.1434,0.0011,4.9984,5.3784,1775514420358883098,0
ecgclass,14,1,2.4518,2.47,18.2426,18.2426,11.8708,11.1664,0.001,6.0067,6.3718,1775514420377123567,0
ecgclass,14,1,2.47,2.4852,15.1958,15.1958,11.3305,10.7501,0.0012,3.4957,3.8653,1775514420392859940,0
ecgclass,14,1,2.4852,2.507,21.764,21.764,11.5904,10.8979,0.0012,9.7969,10.1736,1775514420414362719,0
ecgclass,14,1,2.507,2.5259,18.9111,18.9111,12.2835,11.5797,0.0011,6.2451,6.6276,1775514420432579627,0
ecgclass,14,1,2.5259,2.5452,19.2907,19.2907,12.2919,11.3059,0.001,6.6504,6.9988,1775514420451901326,0
ecgclass,14,1,2.5452,2.564,18.7588,18.7588,11.8484,11.1458,0.0011,6.5577,6.9104,1775514420471104130,0
ecgclass,14,1,2.564,2.5833,19.3532,19.3532,11.136,10.5776,0.0014,7.8254,8.2172,1775514420491135569,0
ecgclass,14,1,2.5833,2.6019,18.6095,18.6095,11.7457,11.0786,0.0018,6.5033,6.8638,1775514420509173294,0
ecgclass,14,1,2.6019,2.6214,19.4883,19.4883,11.4354,10.7853,0.0014,7.5166,8.053,1775514420528801596,0
ecgclass,14,1,2.6214,2.6395,18.0283,18.0283,11.5259,10.8513,0.0021,5.9936,6.5024,1775514420546775028,0
ecgclass,14,1,2.6395,2.6566,17.1459,17.1459,12.0925,11.4898,0.0019,4.6325,5.0533,1775514420563450735,0
ecgclass,14,1,2.6566,2.6751,18.4541,18.4541,11.9464,11.2378,0.0016,6.0897,6.5076,1775514420582061094,0
ecgclass,14,1,2.6751,2.6912,16.1359,16.1359,11.0074,10.4058,0.0017,4.7083,5.1285,1775514420599140768,0
ecgclass,14,1,2.6912,2.7074,16.1946,16.1946,11.9838,11.2962,0.0013,3.8087,4.2108,1775514420614384614,0
ecgclass,14,1,2.7074,2.726,18.5266,18.5266,12.0903,11.3527,0.0011,6.0604,6.4363,1775514420632837566,0
ecgclass,14,1,2.726,2.7403,14.3754,14.3754,11.7087,10.5799,0.0016,2.2895,2.6667,1775514420647598702,0
ecgclass,14,1,2.7404,2.7568,16.458,16.458,11.2183,10.6254,0.0012,4.8409,5.2397,1775514420664530210,0
ecgclass,14,1,2.7568,2.7761,19.2504,19.2504,11.4939,10.8945,0.0011,7.3924,7.7565,1775514420683545656,0
ecgclass,14,1,2.7761,2.8058,29.7027,29.7027,11.8335,11.1674,0.0011,17.493,17.8692,1775514420712901351,0
ecgclass,14,1,2.8058,2.8264,20.6499,20.6499,11.4947,10.7867,0.001,8.7984,9.1552,1775514420733915462,0
ecgclass,14,1,2.8264,2.8438,17.3824,17.3824,11.2989,10.6988,0.001,5.7349,6.0835,1775514420751507328,0
ecgclass,14,1,2.8438,2.8629,19.0485,19.0485,11.7927,11.1236,0.0011,6.8948,7.2558,1775514420770054914,0
ecgclass,14,1,2.8629,2.8819,18.9812,18.9812,11.8926,11.2028,0.001,6.68,7.0886,1775514420788893542,0
ecgclass,14,1,2.8819,2.8996,17.7159,17.7159,12.043,11.3721,0.0011,5.2922,5.673,1775514420806492999,0
ecgclass,14,1,2.8996,2.9167,17.139,17.139,11.7111,11.0363,0.001,5.0333,5.4278,1775514420823956059,0
ecgclass,14,1,2.9167,2.9347,17.9832,17.9832,11.8129,10.969,0.0011,5.7871,6.1703,1775514420841855868,0
ecgclass,14,1,2.9347,2.9542,19.4502,19.4502,11.6475,10.9745,0.001,7.4072,7.8027,1775514420861463919,0
ecgclass,14,1,2.9542,2.9733,19.1119,19.1119,11.8995,11.2584,0.001,6.8545,7.2124,1775514420880366551,0
ecgclass,14,1,2.9733,2.9873,13.9592,13.9592,11.1755,10.6228,0.001,2.419,2.7837,1775514420895047973,0
ecgclass,14,1,2.9873,3.0061,18.806,18.806,11.7198,11.0532,0.001,6.7201,7.0862,1775514420913314138,0
ecgclass,14,1,3.0061,3.0234,17.3326,17.3326,11.2748,10.7012,0.001,5.6674,6.0577,1775514420931072531,0
ecgclass,14,1,3.0234,3.0418,18.3969,18.3969,11.829,11.1654,0.001,6.2099,6.5679,1775514420948952649,0
ecgclass,14,1,3.0418,3.0598,18.0359,18.0359,11.903,11.2626,0.001,5.7828,6.1329,1775514420966928311,0
ecgclass,14,1,3.0599,3.0788,18.9326,18.9326,11.1388,10.534,0.0013,7.4341,7.7938,1775514420986620776,0
ecgclass,14,1,3.0788,3.0928,14.0309,14.0309,11.1497,10.5362,0.0011,2.5082,2.8812,1775514421000632600,0
ecgclass,14,1,3.0928,3.1085,15.6753,15.6753,11.4082,10.5211,0.0011,3.8743,4.2671,1775514421016034213,0
ecgclass,14,1,3.1085,3.1265,18.0295,18.0295,11.5385,10.9655,0.001,6.1059,6.4909,1775514421033946172,0
ecgclass,14,1,3.1265,3.144,17.5087,17.5087,11.9781,11.268,0.0011,5.1157,5.5306,1775514421050991875,0
ecgclass,14,1,3.1441,3.1629,18.822,18.822,11.8885,11.1895,0.0011,6.5589,6.9334,1775514421069950179,0
ecgclass,14,1,3.1629,3.183,20.083,20.083,11.9776,11.2604,0.001,7.7298,8.1054,1775514421089949326,0
ecgclass,14,1,3.183,3.2008,17.8602,17.8602,11.6469,10.9485,0.001,5.8451,6.2133,1775514421108152728,0
ecgclass,14,1,3.2008,3.2226,21.8041,21.8041,11.0481,10.4431,0.0017,10.2928,10.756,1775514421130465544,0
ecgclass,14,1,3.2226,3.2425,19.8264,19.8264,11.9752,11.2314,0.0014,7.4151,7.8512,1775514421149398297,0
ecgclass,14,1,3.2425,3.2638,21.3022,21.3022,11.4412,10.826,0.0013,9.4702,9.861,1775514421171287355,0
ecgclass,14,1,3.2638,3.2828,19.0043,19.0043,11.2561,10.636,0.0012,7.3552,7.7482,1775514421190492439,0
ecgclass,14,1,3.2828,3.2998,16.964,16.964,11.7473,11.0927,0.0012,4.8277,5.2167,1775514421206976328,0
ecgclass,14,1,3.2998,3.318,18.1956,18.1956,11.798,11.2026,0.0011,6.037,6.3976,1775514421225155749,0
ecgclass,14,1,3.318,3.3363,18.3513,18.3513,11.5775,10.8496,0.0012,6.3803,6.7738,1775514421243700445,0
ecgclass,14,1,3.3363,3.3557,19.3644,19.3644,11.9097,11.2628,0.001,7.0891,7.4547,1775514421262767943,0
ecgclass,14,1,3.3557,3.3733,17.6232,17.6232,11.8498,11.3005,0.0011,5.3988,5.7734,1775514421280447863,0
ecgclass,14,1,3.3733,3.3915,18.1382,18.1382,11.4488,10.7742,0.0011,6.3167,6.6894,1775514421298995699,0
ecgclass,14,1,3.3915,3.4089,17.4577,17.4577,11.9282,11.2212,0.001,5.1839,5.5295,1775514421316006040,0
ecgclass,14,1,3.4089,3.4262,17.2141,17.2141,11.2962,10.7031,0.001,5.5618,5.9179,1775514421333846746,0
ecgclass,14,1,3.4262,3.4413,15.1184,15.1184,11.0972,10.5367,0.0011,3.6368,4.0211,1775514421349141345,0
ecgclass,14,1,3.4413,3.4633,22.0332,22.0332,11.615,10.8821,0.0014,10.0303,10.4182,1775514421370658967,0
ecgclass,14,1,3.4633,3.4888,25.4509,25.4509,11.804,11.1092,0.0014,13.2761,13.647,1775514421395944550,0
