task,send_time_s,latency_ms
gestureclass,0.0002,375.990
gestureclass,0.0686,400.872
gestureclass,0.0831,386.416
gestureclass,0.0976,371.931
gestureclass,0.0979,456.090
gestureclass,0.1311,422.997
gestureclass,0.2024,351.733
gestureclass,0.2155,432.671
gestureclass,0.2465,401.672
gestureclass,0.2466,401.567
gestureclass,0.3949,345.423
gestureclass,0.3973,343.120
gestureclass,0.4268,313.649
gestureclass,0.4281,405.488
gestureclass,0.4346,399.008
gestureclass,0.4432,390.451
gestureclass,0.4667,458.685
gestureclass,0.4670,458.429
gestureclass,0.4748,450.592
gestureclass,0.4793,537.515
gestureclass,0.4817,535.160
gestureclass,0.5153,501.661
gestureclass,0.5248,583.068
gestureclass,0.5271,580.812
gestureclass,0.5388,569.061
gestureclass,0.5421,658.856
gestureclass,0.5421,658.820
gestureclass,0.5444,656.540
gestureclass,0.5695,723.308
gestureclass,0.5696,723.331
gestureclass,0.5785,714.543
gestureclass,0.5925,790.076
gestureclass,0.5982,784.391
gestureclass,0.6143,768.360
gestureclass,0.6514,822.966
gestureclass,0.6637,810.611
gestureclass,0.6751,799.327
gestureclass,0.6784,887.107
gestureclass,0.6912,874.301
gestureclass,0.7370,828.489
gestureclass,0.7491,907.221
gestureclass,0.7635,892.878
gestureclass,0.8209,835.478
gestureclass,0.8293,917.548
gestureclass,0.8294,917.475
gestureclass,0.8715,875.484
gestureclass,0.8858,954.336
gestureclass,0.8881,952.018
gestureclass,0.8905,949.704
gestureclass,0.9041,1029.965
gestureclass,0.9354,998.746
gestureclass,0.9355,998.732
gestureclass,0.9368,1090.064
gestureclass,0.9392,1087.762
gestureclass,0.9425,1084.486
gestureclass,0.9631,1155.028
gestureclass,0.9644,1153.781
gestureclass,1.0025,1115.704
gestureclass,1.0523,1158.781
gestureclass,1.1525,1058.613
gestureclass,1.1526,1058.564
gestureclass,1.1570,1145.591
gestureclass,1.1717,1130.958
gestureclass,1.1730,1129.690
gestureclass,1.2554,1140.232
gestureclass,1.3229,1072.761
gestureclass,1.3372,1058.482
gestureclass,1.3761,1111.281
gestureclass,1.4171,1070.353
gestureclass,1.4327,1054.803
gestureclass,1.4422,1136.581
gestureclass,1.4820,1096.815
gestureclass,1.4948,1084.086
gestureclass,1.5440,1128.718
gestureclass,1.5646,1108.127
gestureclass,1.5780,1094.864
gestureclass,1.5884,1177.434
gestureclass,1.5951,1170.795
gestureclass,1.5994,1166.478
gestureclass,1.5995,1259.110
gestureclass,1.6059,1252.799
gestureclass,1.6060,1252.741
gestureclass,1.6108,1339.638
gestureclass,1.6774,1273.019
gestureclass,1.7263,1224.173
gestureclass,1.7752,1269.143
gestureclass,1.7831,1261.533
gestureclass,1.8420,1202.726
gestureclass,1.8658,1270.130
gestureclass,1.8659,1270.060
gestureclass,1.8715,1264.463
gestureclass,1.8934,1335.341
gestureclass,1.8967,1332.059
gestureclass,1.8990,1329.779
gestureclass,1.9279,1392.863
gestureclass,1.9280,1392.836
gestureclass,1.9280,1392.793
gestureclass,1.9672,1445.061
gestureclass,1.9747,1437.576
gestureclass,2.0282,1384.172
gestureclass,2.0594,1446.486
gestureclass,2.0817,1424.147
gestureclass,2.0921,1413.834
gestureclass,2.0943,1501.724
gestureclass,2.0956,1500.531
gestureclass,2.1243,1471.816
gestureclass,2.1267,1561.414
gestureclass,2.1301,1558.091
gestureclass,2.1459,1542.336
gestureclass,2.1462,1634.328
gestureclass,2.1682,1612.389
gestureclass,2.1695,1611.095
gestureclass,2.1738,1700.136
gestureclass,2.1751,1698.858
gestureclass,2.2218,1652.219
gestureclass,2.2933,1671.159
gestureclass,2.3199,1644.587
gestureclass,2.3431,1621.428
gestureclass,2.3494,1706.509
gestureclass,2.3718,1684.138
gestureclass,2.3952,1660.747
gestureclass,2.4245,1724.968
gestureclass,2.4566,1692.966
gestureclass,2.4897,1659.871
gestureclass,2.4898,1750.909
gestureclass,2.5136,1727.095
gestureclass,2.5330,1707.787
gestureclass,2.5744,1759.578
gestureclass,2.5767,1757.275
gestureclass,2.5992,1734.718
gestureclass,2.6115,1813.370
gestureclass,2.6250,1799.881
gestureclass,2.6282,1796.664
gestureclass,2.6566,1862.427
gestureclass,2.6711,1847.969
gestureclass,2.6740,1845.149
