task,send_time_s,latency_ms
ecgclass,0.0001,376.018
ecgclass,0.0346,438.047
ecgclass,0.0682,404.576
ecgclass,0.1023,370.413
ecgclass,0.1067,452.521
ecgclass,0.1081,451.238
ecgclass,0.1286,430.811
ecgclass,0.1487,501.266
ecgclass,0.1932,456.954
ecgclass,0.1948,455.381
ecgclass,0.2099,531.968
ecgclass,0.2100,531.970
ecgclass,0.2260,515.980
ecgclass,0.2502,585.173
ecgclass,0.2566,578.732
ecgclass,0.2741,561.260
ecgclass,0.2758,651.080
ecgclass,0.2772,649.739
ecgclass,0.2816,645.386
ecgclass,0.2960,722.758
ecgclass,0.3005,718.353
ecgclass,0.3180,700.898
ecgclass,0.3214,787.895
ecgclass,0.3488,760.546
ecgclass,0.3653,744.118
ecgclass,0.3757,825.940
ecgclass,0.3804,821.274
ecgclass,0.3868,814.922
ecgclass,0.3882,905.022
ecgclass,0.3905,902.776
ecgclass,0.4008,892.606
ecgclass,0.4062,977.065
ecgclass,0.4255,957.749
ecgclass,0.4344,948.923
ecgclass,0.4379,1037.400
ecgclass,0.4444,1030.911
ecgclass,0.4547,1020.659
ecgclass,0.4580,1109.360
ecgclass,0.4634,1104.112
ecgclass,0.4750,1092.467
ecgclass,0.4794,1178.864
ecgclass,0.4990,1159.296
ecgclass,0.5185,1139.746
ecgclass,0.5343,1214.307
ecgclass,0.5356,1213.178
ecgclass,0.5517,1197.110
ecgclass,0.5711,1269.606
ecgclass,0.5868,1253.918
ecgclass,0.5912,1249.585
ecgclass,0.5958,1338.397
ecgclass,0.5981,1336.107
ecgclass,0.6025,1331.720
ecgclass,0.6026,1423.050
ecgclass,0.6060,1419.761
ecgclass,0.6246,1401.149
ecgclass,0.6816,1435.193
ecgclass,0.6889,1427.926
ecgclass,0.6936,1423.258
ecgclass,0.6989,1511.598
ecgclass,0.7042,1506.324
ecgclass,0.7065,1504.063
ecgclass,0.7217,1579.231
ecgclass,0.7416,1559.423
ecgclass,0.7634,1537.612
ecgclass,0.8386,1555.457
ecgclass,0.8691,1524.987
ecgclass,0.8918,1502.304
ecgclass,0.9074,1578.306
ecgclass,0.9157,1570.013
ecgclass,0.9158,1569.969
ecgclass,0.9301,1647.372
ecgclass,0.9391,1638.458
ecgclass,0.9618,1615.778
ecgclass,0.9896,1682.414
ecgclass,0.9939,1678.135
ecgclass,0.9952,1676.884
ecgclass,1.0078,1757.448
ecgclass,1.0440,1721.343
ecgclass,1.0566,1708.785
ecgclass,1.0869,1771.321
ecgclass,1.0972,1761.036
ecgclass,1.1165,1741.730
ecgclass,1.1198,1830.907
ecgclass,1.1221,1828.760
ecgclass,1.1243,1826.566
ecgclass,1.1256,1919.116
ecgclass,1.1268,1917.896
ecgclass,1.1511,1893.660
ecgclass,1.1572,1979.168
ecgclass,1.1634,1973.015
ecgclass,1.1763,1960.197
ecgclass,1.1795,2049.006
ecgclass,1.2069,2021.642
ecgclass,1.2263,2002.432
ecgclass,1.2298,2091.419
ecgclass,1.2331,2088.195
ecgclass,1.2403,2080.939
ecgclass,1.2446,2168.373
ecgclass,1.2458,2167.203
ecgclass,1.2531,2159.981
ecgclass,1.2847,2221.561
ecgclass,1.2995,2206.787
ecgclass,1.3434,2162.893
ecgclass,1.3728,2223.924
ecgclass,1.3884,2208.329
ecgclass,1.4158,2180.985
ecgclass,1.4254,2263.490
ecgclass,1.4410,2248.044
ecgclass,1.4465,2242.550
ecgclass,1.4498,2331.142
ecgclass,1.4795,2301.484
ecgclass,1.4819,2299.184
ecgclass,1.4843,2390.233
ecgclass,1.4885,2386.052
ecgclass,1.5031,2371.525
ecgclass,1.5083,2457.439
ecgclass,1.5186,2447.270
ecgclass,1.5493,2416.584
ecgclass,1.5716,2485.557
ecgclass,1.5885,2468.760
ecgclass,1.5908,2466.494
ecgclass,1.6074,2542.595
ecgclass,1.6141,2536.007
ecgclass,1.6154,2534.802
ecgclass,1.6216,2620.579
ecgclass,1.6228,2619.428
ecgclass,1.6371,2605.221
ecgclass,1.6493,2685.366
ecgclass,1.6538,2680.990
ecgclass,1.6539,2680.855
ecgclass,1.6937,2733.026
ecgclass,1.7050,2721.783
ecgclass,1.7263,2700.590
ecgclass,1.7317,2787.991
ecgclass,1.7549,2764.763
ecgclass,1.7786,2741.145
ecgclass,1.7799,2830.990
ecgclass,1.8574,2753.528
ecgclass,1.8673,2743.696
ecgclass,1.8868,2815.799
ecgclass,1.8901,2812.565
ecgclass,1.9043,2798.438
ecgclass,1.9086,2884.793
ecgclass,1.9318,2861.670
ecgclass,1.9384,2855.043
ecgclass,1.9497,2934.294
ecgclass,1.9570,2927.169
ecgclass,1.9674,2916.738
ecgclass,1.9748,3000.350
ecgclass,1.9831,2992.120
ecgclass,1.9833,2991.930
ecgclass,2.0066,3060.626
ecgclass,2.0426,3024.658
ecgclass,2.0510,3016.251
ecgclass,2.0989,3060.002
ecgclass,2.1012,3057.771
ecgclass,2.1415,3017.544
ecgclass,2.1463,3104.813
ecgclass,2.1566,3094.615
ecgclass,2.1914,3059.895
ecgclass,2.1926,3148.659
ecgclass,2.1959,3145.454
ecgclass,2.2143,3127.109
ecgclass,2.2291,3203.720
ecgclass,2.2325,3200.446
ecgclass,2.2388,3194.114
ecgclass,2.2502,3275.232
ecgclass,2.2775,3247.935
ecgclass,2.2818,3243.633
ecgclass,2.2931,3323.152
ecgclass,2.2986,3317.844
ecgclass,2.3022,3314.297
ecgclass,2.3344,3373.211
ecgclass,2.3408,3366.836
ecgclass,2.3599,3347.717
ecgclass,2.3642,3433.553
ecgclass,2.3675,3430.312
ecgclass,2.3831,3414.720
ecgclass,2.4038,3484.878
ecgclass,2.4182,3470.544
ecgclass,2.4349,3453.864
ecgclass,2.4492,3531.546
ecgclass,2.4639,3516.938
ecgclass,2.4963,3484.582
ecgclass,2.5373,3534.941
ecgclass,2.5476,3524.647
ecgclass,2.5477,3524.595
ecgclass,2.5681,3594.475
ecgclass,2.5800,3582.656
ecgclass,2.6148,3547.916
ecgclass,2.6295,3625.625
ecgclass,2.6317,3623.410
ecgclass,2.6469,3608.168
ecgclass,2.6552,3691.692
ecgclass,2.6565,3690.489
ecgclass,2.6599,3687.087
ecgclass,2.7112,3729.317
ecgclass,2.7156,3725.024
ecgclass,2.7198,3720.762
ecgclass,2.7261,3805.936
ecgclass,2.7554,3776.703
ecgclass,2.7710,3761.098
ecgclass,2.7733,3852.048
ecgclass,2.7734,3852.042
ecgclass,2.7797,3845.755
ecgclass,2.7819,3934.938
ecgclass,2.8113,3905.686
ecgclass,2.8154,3901.613
ecgclass,2.8228,3985.831
ecgclass,2.8372,3971.559
ecgclass,2.8789,3929.907
ecgclass,2.8822,4018.753
ecgclass,2.9075,3993.610
ecgclass,2.9180,3983.100
ecgclass,2.9433,4050.334
ecgclass,2.9486,4045.079
ecgclass,2.9531,4040.692
ecgclass,2.9568,4130.067
ecgclass,2.9712,4115.757
ecgclass,2.9816,4105.397
ecgclass,2.9935,4185.807
ecgclass,3.0111,4168.196
ecgclass,3.0284,4150.943
ecgclass,3.0427,4228.310
ecgclass,3.0631,4208.012
ecgclass,3.0632,4208.010
ecgclass,3.0857,4276.620
ecgclass,3.1038,4258.660
ecgclass,3.1092,4253.266
ecgclass,3.1135,4339.939
ecgclass,3.1237,4329.778
ecgclass,3.1521,4301.421
ecgclass,3.1565,4387.656
ecgclass,3.1776,4366.634
ecgclass,3.2200,4324.164
ecgclass,3.2254,4411.194
ecgclass,3.2871,4349.589
ecgclass,3.2874,4349.298
ecgclass,3.2887,4438.355
ecgclass,3.3154,4411.751
ecgclass,3.3244,4402.845
ecgclass,3.3327,4487.217
ecgclass,3.3611,4458.942
ecgclass,3.3962,4423.803
ecgclass,3.4077,4505.841
ecgclass,3.4382,4475.379
ecgclass,3.4525,4461.082
ecgclass,3.4598,4546.022
ecgclass,3.4631,4542.769
ecgclass,3.4826,4523.270
ecgclass,3.5137,4584.637
ecgclass,3.5517,4546.686
ecgclass,3.5560,4542.437
ecgclass,3.5708,4618.918
ecgclass,3.5782,4611.668
ecgclass,3.6019,4587.977
ecgclass,3.6052,4677.731
ecgclass,3.6064,4676.710
ecgclass,3.6116,4671.526
ecgclass,3.6118,4762.373
ecgclass,3.6191,4755.209
ecgclass,3.6263,4748.008
ecgclass,3.6275,4839.510
ecgclass,3.6721,4794.951
ecgclass,3.6764,4790.718
ecgclass,3.6931,4865.732
ecgclass,3.6964,4862.566
ecgclass,3.7036,4855.346
ecgclass,3.7049,4945.693
ecgclass,3.7061,4944.531
ecgclass,3.7062,4944.492
ecgclass,3.7300,5012.039
ecgclass,3.7343,5007.760
ecgclass,3.7448,4997.347
ecgclass,3.7571,5077.926
ecgclass,3.7593,5075.669
ecgclass,3.8015,5033.569
ecgclass,3.8090,5119.771
ecgclass,3.8104,5118.412
ecgclass,3.8116,5117.200
ecgclass,3.8189,5201.509
ecgclass,3.8212,5199.290
ecgclass,3.8255,5195.053
ecgclass,3.8357,5277.928
ecgclass,3.8370,5276.777
ecgclass,3.8415,5272.241
ecgclass,3.8638,5342.214
ecgclass,3.8651,5340.994
ecgclass,3.8788,5327.316
ecgclass,3.8802,5418.774
ecgclass,3.9185,5380.509
ecgclass,3.9220,5377.163
ecgclass,3.9253,5465.933
ecgclass,3.9405,5450.794
