task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,sharing,797,79.7,66.015,63.676,94.307,109.596
gestureclass,sharing,803,80.3,67.968,63.925,109.658,120.883
