task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,7,1,0.0,0.2935,293.5092,293.5092,288.8568,279.3673,0.0028,3.8462,4.6524,1775515372802676377,0
ecgclass,7,1,0.2936,0.3228,29.2161,29.2161,20.9808,20.1826,0.0021,7.7522,8.2353,1775515373100102163,0
ecgclass,7,1,0.3228,0.3499,27.0936,27.0936,20.5703,19.8425,0.0019,6.1147,6.5233,1775515373127689894,0
ecgclass,7,1,0.3499,0.3768,26.8831,26.8831,20.6848,19.9828,0.0012,5.8031,6.1984,1775515373154477732,0
ecgclass,7,1,0.3768,0.4035,26.6981,26.6981,20.4576,19.8474,0.0011,5.8403,6.2405,1775515373181402595,0
ecgclass,7,1,0.4035,0.4308,27.3504,27.3504,20.6137,19.7834,0.001,6.3336,6.7368,1775515373208599309,0
ecgclass,7,1,0.4308,0.4563,25.4536,25.4536,20.3864,19.7109,0.0012,4.6537,5.0672,1775515373234275359,0
ecgclass,7,1,0.4563,0.4857,29.3646,29.3646,20.128,19.4952,0.0012,8.8804,9.2366,1775515373263961070,0
ecgclass,7,1,0.4857,0.5114,25.7185,25.7185,20.4766,19.8528,0.0014,4.8521,5.2418,1775515373289301945,0
ecgclass,7,1,0.5114,0.538,26.612,26.612,20.2486,19.6555,0.0011,5.9676,6.3634,1775515373316142075,0
ecgclass,7,1,0.538,0.565,27.0228,27.0228,20.2361,19.6048,0.0012,6.3877,6.7867,1775515373343179653,0
ecgclass,7,1,0.565,0.5913,26.2702,26.2702,20.6934,20.0598,0.0012,5.2106,5.5767,1775515373369031600,0
ecgclass,7,1,0.5913,0.6171,25.8083,25.8083,20.8409,20.0452,0.0012,4.5843,4.9674,1775515373394681999,0
ecgclass,7,1,0.6171,0.6417,24.5988,24.5988,20.807,20.2172,0.0012,3.4215,3.7919,1775515373419333465,0
ecgclass,7,1,0.6417,0.666,24.2267,24.2267,20.4056,19.8468,0.0011,3.3758,3.8211,1775515373443891688,0
ecgclass,7,1,0.666,0.6913,25.3797,25.3797,20.4236,19.8338,0.0012,4.5853,4.9561,1775515373469336188,0
ecgclass,7,1,0.6913,0.7183,26.9644,26.9644,20.6505,19.9982,0.0023,5.8186,6.314,1775515373495954798,0
ecgclass,7,1,0.7183,0.7446,26.2794,26.2794,20.9496,20.2,0.0014,4.9274,5.3299,1775515373522035405,0
ecgclass,7,1,0.7446,0.7728,28.1734,28.1734,20.6683,20.009,0.0013,7.112,7.5051,1775515373550506343,0
ecgclass,7,1,0.7728,0.8009,28.1177,28.1177,20.555,19.9078,0.0013,7.1697,7.5626,1775515373578743372,0
ecgclass,7,1,0.8009,0.8291,28.2123,28.2123,20.4153,19.7727,0.0016,7.39,7.797,1775515373607087865,0
ecgclass,7,1,0.8291,0.8553,26.2074,26.2074,20.9018,20.157,0.0012,4.9376,5.3057,1775515373632854079,0
ecgclass,7,1,0.8553,0.8823,27.0069,27.0069,20.8581,20.2397,0.0015,5.749,6.1488,1775515373659879146,0
ecgclass,7,1,0.8824,0.9084,25.9995,25.9995,20.3143,19.742,0.0014,5.2826,5.6852,1775515373686426453,0
ecgclass,7,1,0.9084,0.9351,26.7763,26.7763,20.2509,19.6393,0.0012,6.1698,6.5254,1775515373713319175,0
ecgclass,7,1,0.9351,0.9612,26.0308,26.0308,20.7217,20.0723,0.0012,4.8728,5.3091,1775515373738804127,0
ecgclass,7,1,0.9612,0.9882,27.0457,27.0457,20.7326,20.0659,0.0011,5.8987,6.3131,1775515373765867626,0
ecgclass,7,1,0.9882,1.0142,25.9964,25.9964,20.3502,19.7908,0.001,5.2764,5.6463,1775515373792296258,0
ecgclass,7,1,1.0142,1.0387,24.4634,24.4634,20.4853,19.817,0.0011,3.6075,3.9782,1775515373816628321,0
ecgclass,7,1,1.0387,1.063,24.2872,24.2872,20.1093,19.503,0.0016,3.7527,4.1779,1775515373841241235,0
ecgclass,7,1,1.063,1.0903,27.3457,27.3457,20.4111,19.6866,0.0011,6.5732,6.9346,1775515373868354066,0
ecgclass,7,1,1.0903,1.1163,25.9624,25.9624,19.8532,19.2225,0.0013,5.7378,6.1091,1775515373894869342,0
ecgclass,7,1,1.1163,1.1415,25.1465,25.1465,20.6721,19.6295,0.0024,3.8805,4.4744,1775515373918980436,0
ecgclass,7,1,1.1415,1.1677,26.2556,26.2556,21.1113,20.2779,0.0035,4.555,5.1443,1775515373944810382,0
ecgclass,7,1,1.1677,1.1934,25.6953,25.6953,20.8862,20.1411,0.0014,4.3991,4.8091,1775515373970918801,0
ecgclass,7,1,1.1934,1.2227,29.2184,29.2184,20.3664,19.6956,0.0014,8.4286,8.852,1775515374000651703,0
ecgclass,7,1,1.2227,1.248,25.3468,25.3468,20.2077,19.5722,0.0013,4.7126,5.1391,1775515374026162696,0
ecgclass,7,1,1.248,1.2728,24.8103,24.8103,20.0546,19.4144,0.0012,4.3633,4.7557,1775515374051166927,0
ecgclass,7,1,1.2728,1.2985,25.6596,25.6596,20.5719,19.9454,0.0012,4.703,5.0877,1775515374076323865,0
ecgclass,7,1,1.2985,1.3262,27.6825,27.6825,21.3198,20.6018,0.0011,5.9686,6.3628,1775515374103254748,0
ecgclass,7,1,1.3262,1.3534,27.226,27.226,20.852,20.1229,0.001,5.9857,6.374,1775515374130960575,0
ecgclass,7,1,1.3534,1.3814,27.9675,27.9675,20.5928,19.9081,0.0012,6.9842,7.3747,1775515374159191593,0
ecgclass,7,1,1.3814,1.41,28.6596,28.6596,20.8204,19.7076,0.0011,7.473,7.8392,1775515374187652491,0
ecgclass,7,1,1.4101,1.4362,26.1734,26.1734,20.8494,20.2617,0.0011,4.9372,5.3239,1775515374213781740,0
ecgclass,7,1,1.4362,1.4634,27.1924,27.1924,20.768,20.1591,0.0011,6.0742,6.4244,1775515374241096610,0
ecgclass,7,1,1.4634,1.4935,30.1144,30.1144,20.6623,20.0421,0.0012,9.0947,9.4521,1775515374271314333,0
ecgclass,7,1,1.4935,1.5206,27.029,27.029,20.7244,20.0071,0.0014,5.8925,6.3047,1775515374298231375,0
ecgclass,7,1,1.5206,1.5461,25.5506,25.5506,20.1222,19.5336,0.0011,4.9903,5.4284,1775515374324363945,0
ecgclass,7,1,1.5461,1.5731,26.9685,26.9685,20.4429,19.7378,0.0012,6.1064,6.5256,1775515374351036077,0
ecgclass,7,1,1.5731,1.5998,26.6557,26.6557,20.2676,19.6334,0.001,6.005,6.388,1775515374377908958,0
ecgclass,7,1,1.5998,1.6256,25.8343,25.8343,20.5414,19.8584,0.0012,4.9393,5.293,1775515374403503454,0
ecgclass,7,1,1.6256,1.6513,25.7034,25.7034,20.2976,19.7208,0.0012,4.9946,5.4058,1775515374429397933,0
ecgclass,7,1,1.6513,1.6782,26.861,26.861,20.3789,19.6991,0.0011,6.0737,6.4821,1775515374456185471,0
ecgclass,7,1,1.6782,1.7039,25.7182,25.7182,20.7854,20.2307,0.0011,4.5719,4.9328,1775515374481550418,0
