task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
vocseg,fifo,124,3.1,5182.457,100.219,15710.741,16755.54,104.925,97.848,0.003,3.213,5074.291,0.0,5077.532
nyudepth,fifo,569,14.225,8030.548,8187.096,16062.062,16839.882,149.387,145.405,0.003,0.892,7876.226,0.0,7881.161
