req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.0357647,1771484473.1325436,1771484473.393787,361.45615577697754,240.949997,0.000981,20.233375000000002,0.0,0.0
1,0.10002778549597109,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.132151,1771484473.3988962,1771484473.4197652,290.26341438293457,7.875666,0.000491,12.669715,0.0,0.0
2,0.20005557099194218,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.2316444,1771484473.3988962,1771484473.4197652,190.81401824951172,7.875666,0.00033,0.176018,0.0,0.0
3,0.30008335648791334,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.33216,1771484473.3988962,1771484473.4197652,90.3329849243164,7.875666,0.00026,0.12208600000000001,0.0,0.0
4,0.40011114198388437,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.4326935,1771484473.4340978,1771484473.4434102,12.180089950561523,6.764332,0.00031,2.529696,0.0,0.0
5,0.5001389274798556,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.533137,1771484473.5350292,1771484473.5447881,13.385534286499023,7.42538,0.0003,2.311084,0.0,0.0
6,0.6001667129758267,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.631773,1771484473.6336896,1771484473.6434555,13.352632522583008,7.47167,0.000361,2.270752,0.0,0.0
7,0.7001944984717977,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.73339,1771484473.7352278,1771484473.7449934,13.257980346679688,7.420813,0.00043099999999999996,2.32166,0.0,0.0
8,0.8002222839677687,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.831904,1771484473.8338203,1771484473.8436146,13.460874557495117,7.4309579999999995,0.00043099999999999996,2.3404279999999997,0.0,0.0
9,0.9002500694637399,site2,10.100.20.48:8000,momentbase,ecgclass,1771484473.9316947,1771484473.9335356,1771484473.9432855,13.27657699584961,7.373821,0.00043099999999999996,2.3516150000000002,0.0,0.0
10,1.000277854959711,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.0332582,1771484474.0351913,1771484474.0449698,13.543128967285156,7.612194,0.000321,2.143148,0.0,0.0
11,1.1003056404556821,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.1320972,1771484474.133868,1771484474.1436617,13.296842575073242,7.411397999999999,0.0006010000000000001,2.358185,0.0,0.0
12,1.2003334259516534,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.2316742,1771484474.2336092,1771484474.2434003,13.579368591308594,7.440192,0.00032,2.327147,0.0,0.0
13,1.3003612114476244,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.3335254,1771484474.3353615,1771484474.3451464,13.434171676635742,7.380160999999999,0.00028000000000000003,2.381231,0.0,0.0
14,1.4003889969435954,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.4322495,1771484474.434179,1771484474.4439704,13.541936874389648,7.400511,0.00029,2.3654460000000004,0.0,0.0
15,1.5004167824395667,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.5320427,1771484474.5338833,1771484474.5436828,13.476371765136719,7.396646,0.000311,2.3792869999999997,0.0,0.0
16,1.6004445679355375,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.6317682,1771484474.6336145,1771484474.6433997,13.300657272338867,7.444989,0.0003,2.316661,0.0,0.0
17,1.7004723534315087,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.7333384,1771484474.735204,1771484474.7449677,13.365030288696289,7.37302,0.0003,2.367118,0.0,0.0
18,1.8005001389274797,site2,10.100.20.48:8000,momentbase,ecgclass,1771484474.8319526,1771484474.8337114,1771484474.8435054,13.24152946472168,7.433322,0.00031,2.337533,0.0,0.0
