task,send_time_s,latency_ms
gestureclass,0.0002,385.769
gestureclass,0.0087,446.759
gestureclass,0.0122,443.252
gestureclass,0.0557,399.796
gestureclass,0.0581,457.363
gestureclass,0.0625,453.046
gestureclass,0.0688,446.741
gestureclass,0.0882,471.829
gestureclass,0.0956,464.454
gestureclass,0.1100,450.109
gestureclass,0.1524,451.459
gestureclass,0.1839,420.067
gestureclass,0.2074,396.502
gestureclass,0.2108,437.153
gestureclass,0.2342,413.781
gestureclass,0.2431,404.945
gestureclass,0.2454,445.853
gestureclass,0.2538,437.495
gestureclass,0.2552,436.104
gestureclass,0.2746,478.738
gestureclass,0.2940,459.349
gestureclass,0.2985,454.911
gestureclass,0.2999,535.740
gestureclass,0.3543,481.373
gestureclass,0.3708,464.831
gestureclass,0.4005,476.832
gestureclass,0.4079,469.427
gestureclass,0.4412,436.111
gestureclass,0.4747,471.650
gestureclass,0.4752,471.176
gestureclass,0.5842,362.157
gestureclass,0.5987,389.705
gestureclass,0.6261,362.402
gestureclass,0.6305,358.014
gestureclass,0.6502,383.301
gestureclass,0.6555,377.960
gestureclass,0.6879,345.615
gestureclass,0.6974,404.568
gestureclass,0.7129,389.161
gestureclass,0.7235,378.557
gestureclass,0.7391,405.927
gestureclass,0.7480,396.997
gestureclass,0.7608,384.243
gestureclass,0.7609,428.767
gestureclass,0.7924,397.309
gestureclass,0.8432,346.498
gestureclass,0.8547,379.164
gestureclass,0.9239,309.975
gestureclass,0.9264,307.515
gestureclass,0.9812,296.638
gestureclass,0.9885,289.399
gestureclass,1.0028,275.071
gestureclass,1.0511,270.238
gestureclass,1.0536,267.681
gestureclass,1.0571,264.240
gestureclass,1.0846,292.315
gestureclass,1.1043,272.688
gestureclass,1.1098,267.193
gestureclass,1.1183,336.159
gestureclass,1.1339,320.661
gestureclass,1.1723,282.267
gestureclass,1.1788,347.777
gestureclass,1.1939,332.618
gestureclass,1.2014,325.151
gestureclass,1.2069,379.619
gestureclass,1.2502,336.293
gestureclass,1.2608,325.709
gestureclass,1.2880,361.329
gestureclass,1.2934,355.983
gestureclass,1.2977,351.716
gestureclass,1.3199,373.385
gestureclass,1.3487,344.707
gestureclass,1.3675,325.903
gestureclass,1.3911,347.163
gestureclass,1.4128,325.467
gestureclass,1.4333,305.039
gestureclass,1.4785,330.276
gestureclass,1.5367,272.054
gestureclass,1.5481,260.659
gestureclass,1.5505,321.347
gestureclass,1.5784,293.459
gestureclass,1.5967,275.146
gestureclass,1.6453,268.900
gestureclass,1.6645,249.695
gestureclass,1.6679,246.315
gestureclass,1.6893,313.558
gestureclass,1.7006,302.276
gestureclass,1.7029,299.901
gestureclass,1.7083,377.486
gestureclass,1.7780,307.811
gestureclass,1.7855,300.296
gestureclass,1.7903,374.925
gestureclass,1.8006,364.620
gestureclass,1.8410,324.265
gestureclass,1.8630,350.372
gestureclass,1.8664,347.020
gestureclass,1.8665,346.950
gestureclass,1.8760,407.191
gestureclass,1.8783,404.892
gestureclass,1.9204,362.865
gestureclass,1.9218,425.893
gestureclass,1.9355,412.247
gestureclass,1.9562,391.502
gestureclass,2.0140,376.827
gestureclass,2.0194,371.466
gestureclass,2.0546,336.317
gestureclass,2.0693,365.373
gestureclass,2.1044,330.347
gestureclass,2.1107,324.016
gestureclass,2.1181,382.472
gestureclass,2.1224,378.148
gestureclass,2.1435,357.070
gestureclass,2.1579,385.075
gestureclass,2.1754,367.637
gestureclass,2.1998,343.276
gestureclass,2.2236,391.129
gestureclass,2.2442,370.527
gestureclass,2.2723,342.486
gestureclass,2.2724,409.942
gestureclass,2.3024,379.980
gestureclass,2.3296,352.898
gestureclass,2.3370,429.154
gestureclass,2.3424,423.771
gestureclass,2.3559,410.335
gestureclass,2.3970,451.852
gestureclass,2.4035,445.449
gestureclass,2.4323,416.665
gestureclass,2.4924,433.233
gestureclass,2.4998,425.844
gestureclass,2.5856,339.998
gestureclass,2.5870,382.816
gestureclass,2.5871,382.741
gestureclass,2.6244,345.437
gestureclass,2.6388,400.433
gestureclass,2.6492,390.069
gestureclass,2.6886,350.638
gestureclass,2.7380,384.964
gestureclass,2.7544,368.570
gestureclass,2.7970,325.962
gestureclass,2.8167,385.080
gestureclass,2.8271,374.719
gestureclass,2.8314,370.397
gestureclass,2.8592,424.352
gestureclass,2.9027,380.809
gestureclass,2.9558,327.751
gestureclass,2.9612,403.144
gestureclass,2.9820,382.338
gestureclass,2.9924,372.007
gestureclass,3.0266,408.406
gestureclass,3.0310,404.054
gestureclass,3.0323,402.725
gestureclass,3.0391,438.203
gestureclass,3.0406,436.802
gestureclass,3.0510,426.369
gestureclass,3.0598,488.481
gestureclass,3.0622,486.121
gestureclass,3.1241,424.233
gestureclass,3.1305,458.425
gestureclass,3.1541,434.779
gestureclass,3.1585,430.408
gestureclass,3.1689,463.666
gestureclass,3.1703,462.263
gestureclass,3.1727,459.847
gestureclass,3.1728,526.983
gestureclass,3.2053,494.509
gestureclass,3.2116,488.206
gestureclass,3.2260,525.687
gestureclass,3.2429,508.758
gestureclass,3.2473,504.413
gestureclass,3.3058,530.455
gestureclass,3.3162,520.030
gestureclass,3.3176,518.694
gestureclass,3.3199,577.743
gestureclass,3.3295,568.122
gestureclass,3.3328,564.896
gestureclass,3.3395,604.488
gestureclass,3.3538,590.163
gestureclass,3.3553,588.698
gestureclass,3.3616,626.392
gestureclass,3.3937,594.362
gestureclass,3.3951,593.001
gestureclass,3.4144,643.618
gestureclass,3.4158,642.286
gestureclass,3.4692,588.855
gestureclass,3.4736,625.910
gestureclass,3.4785,621.034
gestureclass,3.5003,599.251
gestureclass,3.5455,628.856
gestureclass,3.6101,564.240
gestureclass,3.6377,536.603
gestureclass,3.6722,588.298
gestureclass,3.6945,566.019
gestureclass,3.6979,562.609
gestureclass,3.7210,633.386
gestureclass,3.7244,629.989
gestureclass,3.7437,610.689
gestureclass,3.7599,666.283
gestureclass,3.7664,659.776
