task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,no_sharing,3378,19.8706,14.932,11.443,28.121,38.955
gestureclass,no_sharing,3454,20.3176,14.933,11.47,27.87,39.174
