task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,single_ecgclass,0.0001,325.9902,322.3241,308.1398,0.0028,13.6312,2.3582,3.6661,1775976899174018119
ecgclass,slot_0:ecgclass,single_ecgclass,0.4815,52.3345,49.1144,48.043,0.0027,0.7288,2.1977,3.2201,1775976899655216322
ecgclass,slot_0:ecgclass,single_ecgclass,0.9504,50.7798,47.8135,45.3013,0.0021,2.1779,1.9515,2.9663,1775976900123899692
ecgclass,slot_0:ecgclass,single_ecgclass,1.4258,49.4561,46.5382,45.6392,0.002,0.6191,1.9138,2.918,1775976900599250416
ecgclass,slot_0:ecgclass,single_ecgclass,1.4815,46.8946,44.1755,43.1202,0.0017,0.5636,1.7309,2.719,1775976900654767064
ecgclass,slot_0:ecgclass,single_ecgclass,1.4993,66.7746,37.1389,36.2553,0.0017,0.5448,28.7633,29.6357,1775976900699539869
ecgclass,slot_0:ecgclass,single_ecgclass,1.7895,48.9118,46.2089,45.3217,0.002,0.6112,1.7703,2.7029,1775976900962756984
ecgclass,slot_0:ecgclass,single_ecgclass,2.0718,49.2258,46.4366,45.4782,0.0019,0.6247,1.8137,2.7892,1775976901245122386
ecgclass,slot_0:ecgclass,single_ecgclass,2.6978,55.6643,52.7726,51.6904,0.0023,0.7376,1.7858,2.8917,1775976901871076097
ecgclass,slot_0:ecgclass,single_ecgclass,2.7126,86.5152,45.035,43.9168,0.0021,0.6479,40.5533,41.4802,1775976901924653737
ecgclass,slot_0:ecgclass,single_ecgclass,2.9214,56.4883,53.4405,52.0502,0.0025,1.0124,1.9207,3.0477,1775976902094837352
ecgclass,slot_0:ecgclass,single_ecgclass,2.9362,88.4082,46.2675,45.2432,0.0019,0.6373,41.1699,42.1408,1775976902148929904
ecgclass,slot_0:ecgclass,single_ecgclass,3.154,53.3311,50.5265,49.5102,0.0022,0.6931,1.7941,2.8047,1775976902327284178
ecgclass,slot_0:ecgclass,single_ecgclass,3.4998,53.611,50.738,49.6595,0.002,0.6981,1.8485,2.8731,1775976902673140077
