task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,no_sharing,595,59.5,20.008,18.412,33.3,38.34
gestureclass,no_sharing,595,59.5,19.385,18.423,31.434,36.762
