task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
vocseg,single_vocseg,0.0001,278.2838,269.0642,184.5044,0.0023,84.2568,3.0277,9.2197
vocseg,single_vocseg,0.0084,416.5876,142.5676,20.9509,0.0013,24.2853,268.0144,274.02
vocseg,single_vocseg,0.0132,421.2904,142.5676,20.9509,0.0013,24.2853,263.2625,278.7228
vocseg,single_vocseg,0.016,418.4542,142.5676,20.9509,0.0013,24.2853,260.4189,275.8866
vocseg,single_vocseg,0.0758,358.6988,142.5676,20.9509,0.0013,24.2853,200.6598,216.1313
vocseg,single_vocseg,0.1528,283.941,142.5676,20.9509,0.0013,24.2853,123.6234,141.3735
vocseg,single_vocseg,0.1738,383.6329,119.633,4.9969,0.0011,22.8917,254.8792,263.9998
vocseg,single_vocseg,0.24,317.4505,119.633,4.9969,0.0011,22.8917,188.6876,197.8175
vocseg,single_vocseg,0.2465,317.9224,119.633,4.9969,0.0011,22.8917,182.2374,198.2893
vocseg,single_vocseg,0.2995,264.9369,119.633,4.9969,0.0011,22.8917,129.2465,145.3039
vocseg,single_vocseg,0.3274,237.0341,119.633,4.9969,0.0011,22.8917,101.3405,117.401
vocseg,single_vocseg,0.3793,213.4125,29.9602,4.6621,0.0012,25.0956,177.5677,183.4523
vocseg,single_vocseg,0.55,73.8654,30.0138,4.0945,0.0009,25.7667,38.5659,43.8516
vocseg,single_vocseg,0.5865,67.8785,29.0882,3.5154,0.001,25.4212,34.7235,38.7903
vocseg,single_vocseg,0.6489,36.3507,29.3273,3.5552,0.0008,25.6202,3.0177,7.0234
vocseg,single_vocseg,0.7024,34.786,28.8885,3.7021,0.001,25.0033,1.5147,5.8975
vocseg,single_vocseg,0.7024,101.048,64.8927,15.0523,0.0013,24.8345,32.1188,36.1553
vocseg,single_vocseg,0.7142,91.572,64.8927,15.0523,0.0013,24.8345,20.3168,26.6794
vocseg,single_vocseg,0.7329,127.1789,52.5651,3.8755,0.0011,24.2659,69.9236,74.6138
vocseg,single_vocseg,0.7793,83.2016,52.5651,3.8755,0.0011,24.2659,23.5767,30.6366
vocseg,single_vocseg,0.8139,78.2638,29.3177,4.369,0.0013,24.7798,44.9698,48.9461
vocseg,single_vocseg,0.9763,33.5383,27.962,4.0271,0.0014,23.7382,1.2925,5.5764
vocseg,single_vocseg,1.0219,33.1059,28.103,3.5934,0.0011,24.3454,0.9024,5.0028
vocseg,single_vocseg,1.1012,33.253,27.9435,3.9566,0.0012,23.7833,1.2381,5.3094
vocseg,single_vocseg,1.1118,52.3615,28.0903,3.5638,0.0009,24.3666,20.2227,24.2712
vocseg,single_vocseg,1.2173,33.8624,28.1407,3.9994,0.0013,23.9381,1.7216,5.7216
vocseg,single_vocseg,1.2173,64.1401,28.3957,3.4594,0.0009,24.7794,31.7822,35.7444
vocseg,single_vocseg,1.2453,90.2891,51.9008,3.5932,0.0008,24.0734,33.9086,38.3884
vocseg,single_vocseg,1.2623,76.3206,51.9008,3.5932,0.0008,24.0734,16.9396,24.4199
vocseg,single_vocseg,1.3397,35.1217,29.1258,4.0275,0.0014,24.8896,1.8878,5.9959
vocseg,single_vocseg,1.3578,47.6665,28.8488,3.5279,0.0008,25.1778,14.8656,18.8177
vocseg,single_vocseg,1.3859,51.4071,29.7131,3.5512,0.001,25.7498,17.5025,21.694
vocseg,single_vocseg,1.4126,79.2651,52.4758,3.5988,0.0007,24.3614,22.5568,26.7893
vocseg,single_vocseg,1.4211,73.7655,52.4758,3.5988,0.0007,24.3614,14.0703,21.2897
vocseg,single_vocseg,1.5259,34.3463,28.2533,3.9498,0.0008,24.1051,2.0714,6.093
vocseg,single_vocseg,1.5954,33.0594,27.7358,4.0944,0.0009,23.4474,1.2076,5.3235
vocseg,single_vocseg,1.597,61.8792,28.7822,3.5226,0.0011,25.1057,29.1195,33.097
vocseg,single_vocseg,1.6345,54.7583,28.7349,3.4462,0.0007,25.1281,22.1252,26.0234
vocseg,single_vocseg,1.663,81.2521,53.0753,3.6334,0.0007,24.6377,24.0808,28.1768
vocseg,single_vocseg,1.6825,64.1048,53.0753,3.6334,0.0007,24.6377,4.5714,11.0295
vocseg,single_vocseg,1.7124,90.0295,53.8381,3.948,0.0008,24.8532,31.2998,36.1913
vocseg,single_vocseg,1.7149,90.0331,53.8381,3.948,0.0008,24.8532,28.7862,36.1949
vocseg,single_vocseg,1.7607,98.5425,53.1965,4.113,0.0013,24.4373,40.1986,45.346
vocseg,single_vocseg,1.7622,100.024,53.1965,4.113,0.0013,24.4373,38.6367,46.8275
vocseg,single_vocseg,1.807,83.5683,29.2861,3.7221,0.001,25.4006,50.2198,54.2823
vocseg,single_vocseg,1.9227,33.6127,28.1969,3.8422,0.001,24.1914,1.3516,5.4159
vocseg,single_vocseg,1.9294,79.4868,50.6987,3.8755,0.0009,23.3432,24.5852,28.7881
vocseg,single_vocseg,1.9352,76.6084,50.6987,3.8755,0.0009,23.3432,18.8692,25.9097
vocseg,single_vocseg,1.9564,86.8237,30.011,3.6307,0.0011,26.2234,51.7306,56.8127
vocseg,single_vocseg,2.0229,51.4705,29.653,3.6678,0.0008,25.8358,16.839,21.8175
