task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,sharing,3378,337.8,15.329,13.015,23.41,25.021
gestureclass,sharing,3454,345.4,15.485,13.071,23.582,25.217
