task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,fifo,4114,24.2,49.565,46.033,82.461,122.603,28.823,25.822,0.002,0.792,15.518,0.0,20.742
vocseg,fifo,10170,59.8235,40.145,37.638,69.206,96.512,23.867,21.271,0.002,0.907,12.115,0.0,16.278
