task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass__app1,0.0003,439.769,438.131,0
ecgclass,0.0002,444.681,443.035,0
ecgclass__app1,0.4401,79.420,77.818,0
ecgclass,0.4449,79.267,77.912,0
ecgclass__app1,0.5195,79.085,77.597,0
ecgclass,0.5241,79.018,77.886,0
ecgclass__app1,0.5987,79.070,77.668,0
ecgclass,0.6032,79.125,78.003,0
ecgclass__app1,0.6777,80.138,78.742,0
ecgclass,0.6823,80.178,79.056,0
ecgclass__app1,0.7579,79.690,78.245,0
ecgclass,0.7625,79.650,78.488,0
ecgclass__app1,0.8376,79.871,78.459,0
ecgclass,0.8422,79.931,78.798,0
ecgclass__app1,0.9175,79.212,77.876,0
ecgclass,0.9221,79.144,78.029,0
ecgclass__app1,0.9967,79.144,77.757,0
ecgclass,1.0013,79.134,78.020,0
ecgclass__app1,1.0759,79.293,77.853,0
ecgclass,1.0804,79.455,78.149,0
ecgclass__app1,1.1552,80.427,78.991,0
ecgclass,1.1599,80.320,79.039,0
ecgclass__app1,1.2357,79.720,78.304,0
ecgclass,1.2402,79.697,78.576,0
ecgclass__app1,1.3154,78.921,77.522,0
ecgclass,1.3200,78.928,77.855,0
ecgclass__app1,1.3944,79.147,77.704,0
ecgclass,1.3989,79.178,78.061,0
ecgclass__app1,1.4735,78.877,77.419,0
ecgclass,1.4781,78.914,77.809,0
ecgclass__app1,1.5524,80.312,78.888,0
ecgclass,1.5570,80.235,79.118,0
ecgclass__app1,1.6328,79.334,77.947,0
ecgclass,1.6373,79.307,78.250,0
ecgclass__app1,1.7121,79.114,77.680,0
ecgclass,1.7166,79.172,78.065,0
ecgclass__app1,1.7913,79.916,78.494,0
ecgclass,1.7958,80.236,79.066,0
ecgclass__app1,1.8712,80.044,78.659,0
ecgclass,1.8760,80.017,78.809,0
ecgclass__app1,1.9513,79.552,78.112,0
ecgclass,1.9561,79.565,78.434,0
ecgclass__app1,2.0309,79.755,78.325,0
ecgclass,2.0357,79.737,78.564,0
ecgclass__app1,2.1106,79.364,77.976,0
ecgclass,2.1154,79.139,78.042,0
ecgclass__app1,2.1900,79.988,78.542,0
ecgclass,2.1946,80.568,79.456,0
ecgclass__app1,2.2701,78.798,77.394,0
