req_id,req_time,site_manager,device,backbone,task,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
75,7.2703033497651495,site2,10.100.20.49:8001,chronostiny,gestureclass,8.55,4.65,0.00,4.0,4.0
76,7.30617908746506,site2,10.100.20.49:8001,chronostiny,gestureclass,7.17,4.18,0.00,4.0,4.0
77,7.316112110328607,site2,10.100.20.49:8001,chronostiny,ecgclass,6.25,3.87,0.00,0.0,0.0
78,7.458152988669527,site2,10.100.20.49:8001,chronostiny,ecgclass,8.49,4.68,0.00,0.0,0.0
79,7.551296936343247,site2,10.100.20.49:8001,chronostiny,ecgclass,8.01,4.65,0.00,0.0,0.0
80,7.635766646033403,site2,10.100.20.49:8001,chronostiny,gestureclass,7.98,4.61,0.01,4.0,4.0
81,7.641273165900373,site2,10.100.20.49:8001,chronostiny,gestureclass,6.12,3.86,0.00,4.0,4.0
82,7.656413496109326,site2,10.100.20.49:8001,chronostiny,ecgclass,6.29,3.96,0.00,0.0,0.0
83,7.753845053084371,site2,10.100.20.49:8001,chronostiny,ecgclass,8.04,4.63,0.00,0.0,0.0
84,7.777142202034315,site2,10.100.20.49:8001,chronostiny,ecgclass,6.52,4.02,0.00,0.0,0.0
85,7.847274267239808,site2,10.100.20.49:8001,chronostiny,ecgclass,7.76,4.49,0.00,0.0,0.0
86,7.925994053552675,site2,10.100.20.49:8001,chronostiny,gestureclass,8.14,4.62,0.01,4.0,4.0
87,7.9593327602561,site2,10.100.20.49:8001,chronostiny,gestureclass,7.14,4.20,0.00,4.0,4.0
88,8.255804883842154,site2,10.100.20.49:8001,chronostiny,gestureclass,8.49,4.66,0.00,4.0,4.0
89,8.440615079199423,site2,10.100.20.49:8001,chronostiny,ecgclass,8.44,4.64,0.01,0.0,0.0
90,8.568762941329778,site2,10.100.20.49:8001,chronostiny,ecgclass,8.54,4.63,0.01,0.0,0.0
91,8.576883281626108,site2,10.100.20.49:8001,chronostiny,gestureclass,6.25,3.87,0.00,4.0,4.0
92,8.588102776611517,site2,10.100.20.49:8001,chronostiny,gestureclass,6.38,3.87,0.00,4.0,4.0
93,8.65598408639932,site2,10.100.20.49:8001,chronostiny,gestureclass,7.93,4.50,0.00,4.0,4.0
94,8.673504383716136,site2,10.100.20.49:8001,chronostiny,gestureclass,6.36,3.97,0.00,4.0,4.0
95,9.056389657833797,site2,10.100.20.49:8001,chronostiny,ecgclass,8.10,4.61,0.01,0.0,0.0
96,9.073648988916837,site2,10.100.20.49:8001,chronostiny,gestureclass,6.38,3.97,0.00,4.0,4.0
97,9.140488169903698,site2,10.100.20.49:8001,chronostiny,ecgclass,7.62,4.46,0.01,0.0,0.0
98,9.18576287737419,site2,10.100.20.49:8001,chronostiny,ecgclass,7.16,4.24,0.00,0.0,0.0
99,9.287757708723975,site2,10.100.20.49:8001,chronostiny,ecgclass,8.10,4.62,0.00,0.0,0.0
100,9.301573219149386,site2,10.100.20.49:8001,chronostiny,ecgclass,6.41,3.94,0.00,0.0,0.0
101,9.357840640070943,site2,10.100.20.49:8001,chronostiny,gestureclass,7.51,4.38,0.01,4.0,4.0
102,9.389958325627795,site2,10.100.20.49:8001,chronostiny,ecgclass,6.79,4.11,0.01,0.0,0.0
103,9.608662359155124,site2,10.100.20.49:8001,chronostiny,gestureclass,8.48,4.66,0.01,4.0,4.0
104,9.612805588907547,site2,10.100.20.49:8001,chronostiny,gestureclass,13.30,10.88,0.00,4.0,4.0
105,9.857830020712926,site2,10.100.20.49:8001,chronostiny,ecgclass,8.05,4.62,0.01,0.0,0.0
106,10.036802657582555,site2,10.100.20.49:8001,chronostiny,ecgclass,8.12,4.61,0.00,0.0,0.0
107,10.072123712263943,site2,10.100.20.49:8001,chronostiny,gestureclass,6.84,4.17,0.00,4.0,4.0
108,10.227851272810307,site2,10.100.20.49:8001,chronostiny,ecgclass,8.23,4.66,0.01,0.0,0.0
109,10.23102238119909,site2,10.100.20.49:8001,chronostiny,ecgclass,6.04,3.84,0.00,0.0,0.0
110,10.571740557318789,site2,10.100.20.49:8001,chronostiny,ecgclass,8.23,4.64,0.00,0.0,0.0
111,10.646520947198242,site2,10.100.20.49:8001,chronostiny,ecgclass,7.95,4.54,0.00,0.0,0.0
112,10.682658261528964,site2,10.100.20.49:8001,chronostiny,gestureclass,6.94,4.18,0.00,4.0,4.0
113,10.72769141553192,site2,10.100.20.49:8001,chronostiny,gestureclass,7.23,4.29,0.00,4.0,4.0
114,10.734562708755762,site2,10.100.20.49:8001,chronostiny,gestureclass,6.31,3.89,0.00,4.0,4.0
115,11.188777684556985,site2,10.100.20.49:8001,chronostiny,gestureclass,8.53,4.64,0.00,4.0,4.0
116,11.1927861554817,site2,10.100.20.49:8001,chronostiny,gestureclass,6.31,3.86,0.00,4.0,4.0
117,11.299180324473074,site2,10.100.20.49:8001,chronostiny,ecgclass,8.23,4.63,0.01,0.0,0.0
118,11.357651929865936,site2,10.100.20.49:8001,chronostiny,gestureclass,7.51,4.40,0.01,4.0,4.0
119,11.655080751219183,site2,10.100.20.49:8001,chronostiny,gestureclass,8.31,4.65,0.00,4.0,4.0
120,11.683317007874537,site2,10.100.20.49:8001,chronostiny,gestureclass,6.95,4.08,0.00,4.0,4.0
121,11.759264260025612,site2,10.100.20.49:8001,chronostiny,gestureclass,8.05,4.56,0.00,4.0,4.0
122,11.825111053488296,site2,10.100.20.49:8001,chronostiny,ecgclass,7.84,4.44,0.01,0.0,0.0
123,11.946468409280666,site2,10.100.20.49:8001,chronostiny,ecgclass,8.20,4.63,0.00,0.0,0.0
124,11.95351175356532,site2,10.100.20.49:8001,chronostiny,ecgclass,6.09,3.84,0.00,0.0,0.0
125,11.975052748106544,site2,10.100.20.49:8001,chronostiny,ecgclass,6.58,4.00,0.00,0.0,0.0
126,11.999204482656259,site2,10.100.20.49:8001,chronostiny,gestureclass,6.64,4.05,0.00,4.0,4.0
127,12.133203116754895,site2,10.100.20.49:8001,chronostiny,gestureclass,8.15,4.64,0.00,4.0,4.0
128,12.154168942593964,site2,10.100.20.49:8001,chronostiny,ecgclass,6.42,3.98,0.01,0.0,0.0
129,12.239381302725265,site2,10.100.20.49:8001,chronostiny,gestureclass,8.15,4.62,0.01,4.0,4.0
130,12.263619523606263,site2,10.100.20.49:8001,chronostiny,ecgclass,6.65,4.03,0.00,0.0,0.0
131,12.461398276328596,site2,10.100.20.49:8001,chronostiny,ecgclass,8.44,4.63,0.00,0.0,0.0
132,12.746449764582053,site2,10.100.20.49:8001,chronostiny,ecgclass,8.15,4.65,0.00,0.0,0.0
133,12.819533210372748,site2,10.100.20.49:8001,chronostiny,ecgclass,7.99,4.50,0.00,0.0,0.0
134,12.862967347316443,site2,10.100.20.49:8001,chronostiny,gestureclass,7.13,4.25,0.01,4.0,4.0
135,12.889632200955537,site2,10.100.20.49:8001,chronostiny,ecgclass,6.85,4.06,0.00,0.0,0.0
136,12.894738480579708,site2,10.100.20.49:8001,chronostiny,gestureclass,6.11,3.84,0.00,4.0,4.0
137,12.926004296848513,site2,10.100.20.49:8001,chronostiny,gestureclass,6.70,4.09,0.00,4.0,4.0
138,13.032204114962733,site2,10.100.20.49:8001,chronostiny,ecgclass,8.42,4.64,0.01,0.0,0.0
139,13.108478909635307,site2,10.100.20.49:8001,chronostiny,gestureclass,8.02,4.57,0.01,4.0,4.0
140,13.396793006856022,site2,10.100.20.49:8001,chronostiny,gestureclass,8.65,4.65,0.00,4.0,4.0
141,13.447257029886087,site2,10.100.20.49:8001,chronostiny,ecgclass,7.14,4.31,0.01,0.0,0.0
142,13.565629398188586,site2,10.100.20.49:8001,chronostiny,ecgclass,8.06,4.62,0.00,0.0,0.0
143,13.632831146996306,site2,10.100.20.49:8001,chronostiny,ecgclass,11.98,8.45,0.00,0.0,0.0
144,13.704693281108709,site2,10.100.20.49:8001,chronostiny,ecgclass,7.65,4.51,0.00,0.0,0.0
145,13.735859931024436,site2,10.100.20.49:8001,chronostiny,ecgclass,7.07,4.11,0.00,0.0,0.0
146,13.796547848092056,site2,10.100.20.49:8001,chronostiny,gestureclass,7.80,4.43,0.01,4.0,4.0
147,13.860183897774762,site2,10.100.20.49:8001,chronostiny,gestureclass,8.13,4.47,0.00,4.0,4.0
148,13.982820232909354,site2,10.100.20.49:8001,chronostiny,ecgclass,8.38,4.63,0.01,0.0,0.0
149,14.265233699550553,site2,10.100.20.49:8001,chronostiny,ecgclass,8.16,4.64,0.00,0.0,0.0
150,14.305180205617699,site2,10.100.20.49:8001,chronostiny,gestureclass,7.00,4.20,0.00,4.0,4.0
151,14.30949188364774,site2,10.100.20.49:8001,chronostiny,ecgclass,6.13,3.85,0.00,0.0,0.0
152,14.378068358536868,site2,10.100.20.49:8001,chronostiny,ecgclass,7.92,4.49,0.00,0.0,0.0
153,14.456695826025312,site2,10.100.20.49:8001,chronostiny,ecgclass,8.04,4.55,0.00,0.0,0.0
154,14.475141074722524,site2,10.100.20.49:8001,chronostiny,gestureclass,6.49,3.96,0.00,4.0,4.0
155,14.618046483854673,site2,10.100.20.49:8001,chronostiny,ecgclass,8.08,4.64,0.01,0.0,0.0
156,15.037545494549189,site2,10.100.20.49:8001,chronostiny,gestureclass,8.34,4.66,0.01,4.0,4.0
157,15.329006294893581,site2,10.100.20.49:8001,chronostiny,gestureclass,8.38,4.65,0.00,4.0,4.0
158,15.350959557602058,site2,10.100.20.49:8001,chronostiny,ecgclass,6.39,3.99,0.00,0.0,0.0
159,15.559194726728714,site2,10.100.20.49:8001,chronostiny,gestureclass,8.36,4.64,0.01,4.0,4.0
160,15.681101217466916,site2,10.100.20.49:8001,chronostiny,ecgclass,8.02,4.64,0.01,0.0,0.0
161,15.741586749871608,site2,10.100.20.49:8001,chronostiny,gestureclass,7.75,4.43,0.01,4.0,4.0
162,15.819372541965107,site2,10.100.20.49:8001,chronostiny,gestureclass,8.01,4.59,0.00,4.0,4.0
163,16.008818345056532,site2,10.100.20.49:8001,chronostiny,gestureclass,8.50,4.66,0.00,4.0,4.0
164,16.074236945095233,site2,10.100.20.49:8001,chronostiny,ecgclass,7.88,4.43,0.01,0.0,0.0
165,16.12095089762306,site2,10.100.20.49:8001,chronostiny,gestureclass,7.16,4.31,0.01,4.0,4.0
166,16.188924152273152,site2,10.100.20.49:8001,chronostiny,ecgclass,7.69,4.48,0.01,0.0,0.0
167,16.275467233869627,site2,10.100.20.49:8001,chronostiny,ecgclass,8.35,4.63,0.00,0.0,0.0
168,16.296425531879887,site2,10.100.20.49:8001,chronostiny,ecgclass,6.59,4.01,0.00,0.0,0.0
169,16.52759591641999,site2,10.100.20.49:8001,chronostiny,gestureclass,8.45,4.66,0.01,4.0,4.0
170,16.639739068897548,site2,10.100.20.49:8001,chronostiny,gestureclass,8.36,4.66,0.00,4.0,4.0
171,16.74005171332805,site2,10.100.20.49:8001,chronostiny,ecgclass,8.19,4.65,0.01,0.0,0.0
172,16.7505318056851,site2,10.100.20.49:8001,chronostiny,gestureclass,6.42,3.86,0.00,4.0,4.0
173,16.84320984588814,site2,10.100.20.49:8001,chronostiny,ecgclass,8.17,4.62,0.01,0.0,0.0
174,16.85610240883225,site2,10.100.20.49:8001,chronostiny,gestureclass,6.21,3.91,0.00,4.0,4.0
175,16.864299112779708,site2,10.100.20.49:8001,chronostiny,ecgclass,6.11,3.87,0.00,0.0,0.0
176,16.939230851904977,site2,10.100.20.49:8001,chronostiny,gestureclass,8.14,4.60,0.01,4.0,4.0
177,16.990778750969724,site2,10.100.20.49:8001,chronostiny,ecgclass,7.25,4.32,0.01,0.0,0.0
178,17.079648805091118,site2,10.100.20.49:8001,chronostiny,gestureclass,8.12,4.64,0.01,4.0,4.0
179,17.08899443351054,site2,10.100.20.49:8001,chronostiny,ecgclass,6.14,3.86,0.00,0.0,0.0
180,17.145378941387918,site2,10.100.20.49:8001,chronostiny,ecgclass,7.47,4.38,0.00,0.0,0.0
181,17.164590281272105,site2,10.100.20.49:8001,chronostiny,ecgclass,6.57,3.97,0.00,0.0,0.0
182,17.599643744114196,site2,10.100.20.49:8001,chronostiny,gestureclass,8.65,4.66,0.01,4.0,4.0
183,17.682003553515848,site2,10.100.20.49:8001,chronostiny,gestureclass,8.11,4.62,0.00,4.0,4.0
184,17.79829843203833,site2,10.100.20.49:8001,chronostiny,ecgclass,8.11,4.62,0.01,0.0,0.0
185,17.83766467756562,site2,10.100.20.49:8001,chronostiny,gestureclass,6.97,4.20,0.00,4.0,4.0
186,17.84761786605877,site2,10.100.20.49:8001,chronostiny,gestureclass,6.20,3.93,0.00,4.0,4.0
187,18.22005138162098,site2,10.100.20.49:8001,chronostiny,gestureclass,8.22,4.66,0.00,4.0,4.0
188,18.25377489933326,site2,10.100.20.49:8001,chronostiny,gestureclass,6.77,4.13,0.00,4.0,4.0
189,18.308906365520354,site2,10.100.20.49:8001,chronostiny,ecgclass,7.34,4.38,0.01,0.0,0.0
190,18.413849706012797,site2,10.100.20.49:8001,chronostiny,ecgclass,8.09,4.63,0.00,0.0,0.0
191,18.416350445238454,site2,10.100.20.49:8001,chronostiny,gestureclass,6.34,3.84,0.00,4.0,4.0
192,18.582560043491686,site2,10.100.20.49:8001,chronostiny,gestureclass,8.05,4.65,0.00,4.0,4.0
193,18.659471803789952,site2,10.100.20.49:8001,chronostiny,gestureclass,8.01,4.56,0.00,4.0,4.0
194,18.69207490363569,site2,10.100.20.49:8001,chronostiny,ecgclass,6.87,4.13,0.00,0.0,0.0
195,18.698433652751216,site2,10.100.20.49:8001,chronostiny,ecgclass,6.32,3.84,0.00,0.0,0.0
196,18.716166865082606,site2,10.100.20.49:8001,chronostiny,gestureclass,6.63,3.99,0.00,4.0,4.0
197,18.94157860969246,site2,10.100.20.49:8001,chronostiny,gestureclass,8.35,4.65,0.00,4.0,4.0
198,19.057422553926706,site2,10.100.20.49:8001,chronostiny,gestureclass,8.09,4.65,0.00,4.0,4.0
199,19.086177658248605,site2,10.100.20.49:8001,chronostiny,gestureclass,6.97,4.13,0.00,4.0,4.0
200,19.09296280680429,site2,10.100.20.49:8001,chronostiny,gestureclass,6.54,3.84,0.00,4.0,4.0
201,19.21027979006946,site2,10.100.20.49:8001,chronostiny,ecgclass,8.20,4.63,0.01,0.0,0.0
202,19.29523830689018,site2,10.100.20.49:8001,chronostiny,ecgclass,7.96,4.62,0.00,0.0,0.0
203,19.34707697462898,site2,10.100.20.49:8001,chronostiny,gestureclass,7.46,4.34,0.00,4.0,4.0
204,19.392271571952648,site2,10.100.20.49:8001,chronostiny,gestureclass,7.32,4.28,0.00,4.0,4.0
205,19.416710113515137,site2,10.100.20.49:8001,chronostiny,ecgclass,6.63,4.05,0.00,0.0,0.0
206,19.527458644249055,site2,10.100.20.49:8001,chronostiny,ecgclass,8.15,4.63,0.00,0.0,0.0
207,19.8803663598803,site2,10.100.20.49:8001,chronostiny,gestureclass,8.24,4.65,0.01,4.0,4.0
208,19.899690283213236,site2,10.100.20.49:8001,chronostiny,ecgclass,6.51,4.03,0.00,0.0,0.0
209,19.99060109707373,site2,10.100.20.49:8001,chronostiny,ecgclass,8.49,4.63,0.00,0.0,0.0
210,20.045797991798093,site2,10.100.20.49:8001,chronostiny,gestureclass,7.39,4.35,0.01,4.0,4.0
211,20.104981446364967,site2,10.100.20.49:8001,chronostiny,gestureclass,8.57,4.43,0.00,4.0,4.0
212,20.1343041588364,site2,10.100.20.49:8001,chronostiny,gestureclass,6.98,4.08,0.00,4.0,4.0
213,20.308678190864374,site2,10.100.20.49:8001,chronostiny,ecgclass,8.31,4.65,0.01,0.0,0.0
214,20.375086672890156,site2,10.100.20.49:8001,chronostiny,gestureclass,7.73,4.47,0.01,4.0,4.0
215,20.45348270907739,site2,10.100.20.49:8001,chronostiny,ecgclass,8.13,4.74,0.01,0.0,0.0
216,20.48983265729857,site2,10.100.20.49:8001,chronostiny,ecgclass,7.33,4.18,0.00,0.0,0.0
217,20.509898539322243,site2,10.100.20.49:8001,chronostiny,gestureclass,6.52,4.01,0.00,4.0,4.0
218,20.51888120620146,site2,10.100.20.49:8001,chronostiny,gestureclass,6.16,3.87,0.00,4.0,4.0
219,20.64409921936296,site2,10.100.20.49:8001,chronostiny,gestureclass,8.15,4.66,0.00,4.0,4.0
220,20.665943964103075,site2,10.100.20.49:8001,chronostiny,gestureclass,6.53,4.04,0.00,4.0,4.0
221,20.783086573011033,site2,10.100.20.49:8001,chronostiny,gestureclass,8.40,4.64,0.00,4.0,4.0
222,20.832577936709207,site2,10.100.20.49:8001,chronostiny,ecgclass,7.37,4.31,0.01,0.0,0.0
223,20.88632481228325,site2,10.100.20.49:8001,chronostiny,ecgclass,7.60,4.37,0.00,0.0,0.0
224,20.94965757040472,site2,10.100.20.49:8001,chronostiny,ecgclass,7.73,4.43,0.00,0.0,0.0
225,20.995498047389518,site2,10.100.20.49:8001,chronostiny,ecgclass,7.69,4.33,0.00,0.0,0.0
226,21.006103009050918,site2,10.100.20.49:8001,chronostiny,gestureclass,6.42,3.89,0.00,4.0,4.0
227,21.043156030552698,site2,10.100.20.49:8001,chronostiny,ecgclass,7.26,4.18,0.00,0.0,0.0
228,21.15214141437273,site2,10.100.20.49:8001,chronostiny,gestureclass,8.26,4.66,0.01,4.0,4.0
229,21.2617383133397,site2,10.100.20.49:8001,chronostiny,gestureclass,8.23,4.65,0.00,4.0,4.0
230,21.295456965519513,site2,10.100.20.49:8001,chronostiny,gestureclass,7.13,4.19,0.00,4.0,4.0
231,21.357094586186147,site2,10.100.20.49:8001,chronostiny,gestureclass,7.80,4.43,0.00,4.0,4.0
232,21.378593181207982,site2,10.100.20.49:8001,chronostiny,gestureclass,6.80,4.03,0.00,4.0,4.0
233,21.402212524582946,site2,10.100.20.49:8001,chronostiny,ecgclass,6.71,4.04,0.01,0.0,0.0
234,21.404544207086648,site2,10.100.20.49:8001,chronostiny,ecgclass,6.15,3.94,0.00,0.0,0.0
235,21.631601070362866,site2,10.100.20.49:8001,chronostiny,gestureclass,8.25,4.64,0.01,4.0,4.0
236,21.655262795021805,site2,10.100.20.49:8001,chronostiny,ecgclass,11.61,4.05,0.00,0.0,0.0
237,21.681079507502933,site2,10.100.20.49:8001,chronostiny,ecgclass,6.67,4.10,0.00,0.0,0.0
238,21.713874572939172,site2,10.100.20.49:8001,chronostiny,gestureclass,6.98,4.15,0.00,4.0,4.0
239,21.72750329978938,site2,10.100.20.49:8001,chronostiny,ecgclass,6.26,3.91,0.00,0.0,0.0
240,21.82946387920741,site2,10.100.20.49:8001,chronostiny,gestureclass,8.36,4.65,0.01,4.0,4.0
241,21.837275488946272,site2,10.100.20.49:8001,chronostiny,gestureclass,6.11,3.95,0.00,4.0,4.0
242,21.851685903585064,site2,10.100.20.49:8001,chronostiny,gestureclass,6.32,3.96,0.00,4.0,4.0
243,21.955181148284158,site2,10.100.20.49:8001,chronostiny,ecgclass,8.37,4.65,0.01,0.0,0.0
244,21.996681284757287,site2,10.100.20.49:8001,chronostiny,ecgclass,7.33,4.23,0.00,0.0,0.0
245,22.119763566456648,site2,10.100.20.49:8001,chronostiny,gestureclass,8.36,4.64,0.01,4.0,4.0
246,22.20127804250186,site2,10.100.20.49:8001,chronostiny,ecgclass,7.81,4.59,0.01,0.0,0.0
