req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,client_infer_submit_time,device_start_time,device_end_time,client_receive_time,client_prep_time(ms),client_submit_to_backend_start(ms),backend_exec_time(ms),backend_to_client_return(ms),end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms)
0,0.0,site2,192.168.245.195:8000,papageissvri,diasbp,1776733325.8023174,1776733325.8023226,1776733325.8186588,1776733325.8522644,1776733325.853286,0.005245208740234375,-13.257384300231934,33.60557556152344,30.61521053314209,50.96864700317383,30.741278,0.003173,1.653083
12,0.0,site2,192.168.245.193:8000,momentbase,heartrate,1776733325.806411,1776733325.8064148,1776733325.8235543,1776733325.8718328,1776733325.8737237,0.003814697265625,-13.317465782165527,48.2785701751709,32.347798347473145,67.31271743774414,44.798572,0.0061600000000000005,1.875078
6,0.0,site2,192.168.245.195:8000,papageissvri,etth1fore__app23,1776733325.803257,1776733325.8032606,1776733325.850991,1776733325.8872108,1776733325.8882809,0.0035762786865234375,18.13685894012451,36.21983528137207,30.663609504699707,85.02388000488281,30.666468,0.003707,3.075117
4,0.0,site2,192.168.245.195:8000,papageissvri,etth1fore,1776733325.8029873,1776733325.8029914,1776733325.850991,1776733325.8888612,1776733325.889942,0.0040531158447265625,18.406033515930176,37.870168685913086,30.674338340759277,86.95459365844727,30.666468,0.0038569999999999998,4.124747
5,0.0,site2,192.168.245.195:8000,papageissvri,etth1fore__app15,1776733325.8031235,1776733325.803127,1776733325.850991,1776733325.88894,1776733325.8901465,0.0035762786865234375,18.270373344421387,37.9490852355957,30.7999849319458,87.02301979064941,30.666468,0.00477,4.42058
7,0.0,site2,192.168.245.195:8000,papageissvri,etth1fore__app31,1776733325.803389,1776733325.803393,1776733325.850991,1776733325.8903065,1776733325.8911183,0.003814697265625,18.004536628723145,39.31546211242676,30.405402183532715,87.72921562194824,30.666468,0.003804,4.60167
1,0.0,site2,192.168.245.195:8000,papageissvri,diasbp__app11,1776733325.8025231,1776733325.8025281,1776733325.850991,1776733325.8911552,1776733325.8922088,0.0050067901611328125,18.86928081512451,40.16423225402832,30.6471586227417,89.68567848205566,30.666468,0.00482,5.621017
2,0.0,site2,192.168.245.195:8000,papageissvri,diasbp__app19,1776733325.8026962,1776733325.802701,1776733325.850991,1776733325.8912258,1776733325.8923278,0.00476837158203125,18.69642734527588,40.23480415344238,30.695557594299316,89.63155746459961,30.666468,0.003113,5.907657
3,0.0,site2,192.168.245.195:8000,papageissvri,diasbp__app27,1776733325.802849,1776733325.8028529,1776733325.850991,1776733325.8913019,1776733325.8924263,0.003814697265625,18.544554710388184,40.31085968017578,30.717968940734863,89.57719802856445,30.666468,0.004053,7.235112999999999
20,0.0,site2,192.168.245.191:8000,dinosmall,nyudepth,1776733325.8098416,1776733325.8098454,1776733325.8404353,1776733325.8792202,1776733325.9032319,0.003814697265625,-13.506054878234863,38.78498077392578,68.1074857711792,93.39022636413574,35.820674,0.004237,1.6689450000000001
