task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,5,1,0.0001,0.4579,457.8464,457.8464,441.1499,283.7397,0.0029,156.877,7.3974,16.6965,1775521657766322754,0
nyudepth,5,1,0.4579,0.486,28.0786,28.0786,16.247,15.0706,0.0029,0.7734,5.1644,11.8315,1775521658221950517,0
nyudepth,5,1,0.486,0.6158,129.8084,129.8084,118.311,117.1692,0.003,0.7548,4.7078,11.4975,1775521658249585209,0
nyudepth,5,1,0.6158,0.7445,128.6671,128.6671,117.711,116.5654,0.0029,0.7528,4.3254,10.9561,1775521658379023678,0
nyudepth,5,1,0.7445,0.8735,128.9635,128.9635,116.9392,115.6355,0.0035,0.9108,5.44,12.0243,1775521658508818388,0
nyudepth,5,1,0.8735,1.0032,129.7512,129.7512,116.8341,115.3897,0.003,0.7873,6.2675,12.9171,1775521658638622516,0
nyudepth,5,1,1.0033,1.1327,129.4887,129.4887,117.8885,116.7609,0.003,0.7332,4.8664,11.6003,1775521658766986041,0
nyudepth,5,1,1.1328,1.2624,129.6291,129.6291,118.3784,117.215,0.0031,0.7573,4.5826,11.2507,1775521658896203306,0
nyudepth,5,1,1.2624,1.3925,130.1115,130.1115,118.7906,117.6042,0.003,0.7757,4.6608,11.3208,1775521659025923825,0
nyudepth,5,1,1.3925,1.5212,128.6783,128.6783,117.4712,116.2779,0.0028,0.7639,4.7176,11.2071,1775521659156106323,0
nyudepth,5,1,1.5212,1.6519,130.6841,130.6841,119.1505,117.9774,0.0036,0.7735,4.7536,11.5336,1775521659284833597,0
nyudepth,5,1,1.6519,1.7809,128.9485,128.9485,116.1699,114.9823,0.0034,0.7627,6.2025,12.7786,1775521659416989282,0
nyudepth,5,1,1.7809,1.9102,129.3545,129.3545,117.9487,116.5203,0.0034,1.0333,4.7903,11.4058,1775521659544538815,0
nyudepth,5,1,1.9103,2.04,129.7474,129.7474,117.5258,116.3428,0.0028,0.7927,5.6067,12.2216,1775521659674722231,0
nyudepth,5,1,2.04,2.169,128.9346,128.9346,116.04,114.838,0.0032,0.7853,6.2459,12.8946,1775521659805122791,0
nyudepth,5,1,2.169,2.2982,129.2236,129.2236,117.8232,116.6435,0.0028,0.7539,4.8089,11.4004,1775521659932634903,0
nyudepth,5,1,2.2982,2.4282,129.9891,129.9891,118.4762,117.3261,0.0029,0.7266,4.9343,11.513,1775521660061997089,0
nyudepth,5,1,2.4282,2.5583,130.1267,130.1267,118.7144,117.5327,0.0028,0.7582,4.6837,11.4124,1775521660191748442,0
nyudepth,5,1,2.5583,2.6881,129.7739,129.7739,118.4428,117.2747,0.003,0.745,4.735,11.331,1775521660321939407,0
nyudepth,5,1,2.6881,2.8175,129.3845,129.3845,117.0905,115.9568,0.0038,0.751,5.7149,12.294,1775521660452705965,0
nyudepth,5,1,2.8175,2.9479,130.3964,130.3964,117.9057,116.75,0.0029,0.7557,5.9702,12.4906,1775521660582358257,0
nyudepth,5,1,2.9479,3.0771,129.1561,129.1561,117.8785,116.4414,0.0027,1.056,4.6804,11.2776,1775521660711477581,0
nyudepth,5,1,3.0771,3.2067,129.5691,129.5691,118.2187,117.0964,0.0031,0.7607,4.6983,11.3504,1775521660840663750,0
