run_idx,device,backbone,task,batch_size,req_idx,latency_ms,backbone_ms,decoder_ms,gpu_peak_mb
0,NVIDIA L4,dinolarge-patch,nyudepth,1,0,280.0781,188.6457,91.2124,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,1,23.0359,11.376,11.4811,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,2,23.1426,10.7191,12.2472,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,3,23.1831,10.4866,12.5462,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,4,23.0887,10.4807,12.4479,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,5,23.4779,11.1819,12.1495,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,6,23.3909,10.469,12.7785,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,7,23.4267,11.2662,12.0111,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,8,23.9316,11.0519,12.7325,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,9,23.4806,11.2451,11.7368,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,10,23.2719,11.2293,11.8974,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,11,23.2933,11.1822,11.9665,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,12,23.5247,10.8572,12.5035,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,13,23.6979,10.7036,12.8333,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,14,23.2588,10.4005,12.7033,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,15,23.5709,10.5364,12.8853,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,16,23.3909,13.2082,9.9607,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,17,23.4055,14.2618,8.9437,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,18,23.2859,12.6057,10.5186,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,19,23.4457,12.5492,10.7151,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,20,23.5561,13.1451,10.2318,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,21,23.5387,12.3978,10.9489,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,22,23.6917,12.2664,11.2295,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,23,23.7136,15.9003,7.5898,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,24,23.4742,10.6655,12.6555,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,25,23.5656,17.5872,5.7396,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,26,23.5521,18.7137,4.5779,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,27,23.265,10.9967,12.0468,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,28,23.1055,10.4819,12.4691,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,29,23.2996,11.3276,11.8065,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,30,23.6433,10.6396,12.84,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,31,23.3698,10.3668,12.8072,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,32,23.2787,10.4203,12.7096,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,33,23.3376,10.5901,12.5893,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,34,23.3149,10.5749,12.562,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,35,23.5195,10.5304,12.8324,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,36,23.9978,10.7469,13.0736,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,37,23.2261,10.628,12.4543,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,38,23.365,10.7921,12.4102,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,39,23.2661,10.6088,12.5035,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,40,23.581,10.5387,12.8898,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,41,23.7286,10.4657,13.0895,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,42,23.4917,10.9986,12.2939,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,43,23.284,10.3892,12.7458,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,44,23.0948,10.4393,12.4889,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,45,23.2171,10.3786,12.6139,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,46,23.2652,11.2707,11.8471,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,47,23.5648,11.0558,12.3427,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,48,23.483,10.3629,12.9665,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,49,23.62,10.3612,13.1047,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,50,23.5705,10.3594,13.0589,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,51,23.2138,10.3223,12.7022,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,52,23.2981,10.4325,12.7152,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,53,23.5653,10.2529,13.1411,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,54,23.9677,10.3399,13.4833,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,55,23.2738,10.4118,12.7158,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,56,23.162,10.8736,12.1491,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,57,23.1747,10.379,12.6346,1172.614
0,NVIDIA L4,dinolarge-patch,nyudepth,1,58,23.2618,10.6051,12.4844,1172.614
