req_id,send_time_rel
0,0.0
1,0.004808
2,0.009481
3,0.01425
4,0.01481
5,0.014983
6,0.017888
7,0.020708
8,0.026957
9,0.027115
10,0.029208
11,0.029349
12,0.031527
13,0.03499
14,0.035764
15,0.038227
16,0.038534
17,0.038718
18,0.039348
19,0.04115
20,0.041976
21,0.044471
22,0.044918
23,0.048594
24,0.051048
25,0.05236
26,0.053194
27,0.054101
28,0.054255
29,0.054614
30,0.055985
31,0.056762
32,0.059291
33,0.060708
34,0.061183
35,0.062106
36,0.063389
37,0.064076
38,0.06472
39,0.066478
40,0.067072
41,0.069739
42,0.072521
43,0.074689
44,0.074835
45,0.077103
46,0.079812
47,0.082056
48,0.082616
49,0.083258
50,0.08359
51,0.084298
52,0.084341
53,0.084675
54,0.087305
55,0.095297
56,0.096424
57,0.096992
58,0.097788
59,0.09851
60,0.09877
61,0.100936
62,0.103688
63,0.106704
64,0.117323
65,0.121537
66,0.124826
67,0.126913
68,0.128098
69,0.128187
70,0.1301
71,0.131343
72,0.134359
73,0.138415
74,0.139079
75,0.139179
76,0.141028
77,0.146135
78,0.147777
79,0.152039
80,0.153545
81,0.156173
82,0.156751
83,0.15702
84,0.157305
85,0.15754
86,0.157649
87,0.161083
88,0.16198
89,0.162752
90,0.164622
91,0.164997
92,0.168833
93,0.171417
94,0.172076
95,0.172477
96,0.173539
97,0.174148
98,0.1743
99,0.175307
100,0.179811
101,0.181828
102,0.187993
103,0.192086
104,0.194322
105,0.198023
106,0.199477
107,0.201613
108,0.202373
109,0.202811
110,0.207101
111,0.207382
112,0.207757
113,0.208378
114,0.210313
115,0.211141
116,0.21251
117,0.216829
118,0.219913
119,0.222255
120,0.222597
121,0.224976
122,0.225885
123,0.226132
124,0.226931
125,0.227072
126,0.228902
127,0.230846
128,0.231434
129,0.231526
130,0.236985
131,0.2386
132,0.241576
133,0.242282
134,0.245635
135,0.248917
136,0.249104
137,0.259967
138,0.261314
139,0.26411
140,0.264597
141,0.266565
142,0.267137
143,0.270365
144,0.271291
145,0.272849
146,0.273905
147,0.275412
148,0.276357
149,0.277583
150,0.277641
151,0.280816
152,0.285835
153,0.286997
154,0.293805
155,0.294141
156,0.29971
157,0.300439
158,0.301776
159,0.30665
160,0.306904
161,0.307286
162,0.309971
163,0.311936
164,0.312512
165,0.313399
166,0.314898
167,0.318698
168,0.319415
169,0.320945
170,0.321653
171,0.322262
172,0.326529
173,0.327642
174,0.330321
175,0.330926
176,0.331298
177,0.333583
178,0.336418
179,0.33832
180,0.340694
181,0.342732
182,0.344916
183,0.349425
184,0.355072
185,0.356397
186,0.356579
187,0.359386
188,0.361078
189,0.365959
190,0.368048
191,0.368329
192,0.370427
193,0.371572
194,0.371802
195,0.37235
196,0.379302
197,0.380108
198,0.380624
199,0.381512
200,0.385647
201,0.387825
202,0.38822
203,0.388237
204,0.389113
205,0.389414
206,0.393549
207,0.393762
208,0.39513
209,0.397165
210,0.402905
211,0.403486
212,0.406958
213,0.408485
214,0.411945
215,0.412662
216,0.413327
217,0.413833
218,0.415921
219,0.41722
220,0.418952
221,0.421518
222,0.423826
223,0.425916
224,0.428714
225,0.428783
226,0.431793
227,0.434393
228,0.435271
229,0.43575
230,0.437171
231,0.441223
232,0.441875
233,0.444741
234,0.450679
235,0.451477
236,0.460083
237,0.460203
238,0.460278
239,0.463992
240,0.465283
241,0.466495
242,0.470414
243,0.475364
244,0.477012
245,0.481225
246,0.483246
247,0.484249
248,0.484736
249,0.487489
250,0.491771
251,0.497111
252,0.497715
253,0.499766
254,0.500793
255,0.504217
256,0.504658
257,0.504776
258,0.505498
259,0.505639
260,0.506582
261,0.507557
262,0.507784
263,0.513958
264,0.514563
265,0.516956
266,0.517358
267,0.518375
268,0.518556
269,0.518792
270,0.518814
271,0.522045
272,0.522755
273,0.52414
274,0.525878
275,0.526238
276,0.532104
277,0.533197
278,0.533348
279,0.533564
280,0.534557
281,0.534811
282,0.535464
283,0.53695
284,0.537033
285,0.537751
286,0.540891
287,0.54104
288,0.542981
289,0.543082
290,0.548438
291,0.548946
292,0.549436
293,0.551617
294,0.556135
295,0.562511
296,0.565274
297,0.568729
298,0.570923
299,0.571308
300,0.573639
301,0.573973
302,0.575952
303,0.577486
304,0.578201
305,0.579621
306,0.581426
307,0.581889
308,0.582726
309,0.583571
310,0.583796
311,0.584375
312,0.586427
313,0.588818
314,0.589965
315,0.591165
316,0.591961
317,0.594294
318,0.595107
319,0.597023
320,0.598303
321,0.599504
322,0.60525
323,0.60954
324,0.611448
325,0.613834
326,0.61413
327,0.615057
328,0.617662
329,0.619708
330,0.620182
331,0.626393
332,0.62647
333,0.628697
334,0.62889
335,0.633804
336,0.633977
337,0.637081
338,0.637443
339,0.646524
340,0.64768
341,0.650029
342,0.651987
343,0.653327
344,0.656211
345,0.657691
346,0.663172
347,0.663295
348,0.674012
349,0.675668
350,0.676258
351,0.677431
352,0.679917
353,0.68191
354,0.686085
355,0.690637
356,0.692528
357,0.695677
358,0.697021
359,0.697251
360,0.698339
361,0.698927
362,0.702871
363,0.703328
364,0.705877
365,0.710422
366,0.71069
367,0.712589
368,0.717806
369,0.718838
370,0.719822
371,0.72115
372,0.721562
373,0.721922
374,0.728136
375,0.732938
376,0.734116
377,0.734763
378,0.737451
379,0.746147
380,0.750481
381,0.751454
382,0.752778
383,0.754969
384,0.756471
385,0.757119
386,0.757761
387,0.759927
388,0.766913
389,0.767297
390,0.769675
391,0.774925
392,0.77495
393,0.776047
394,0.778743
395,0.78329
396,0.788925
397,0.789593
398,0.789734
399,0.790417
400,0.792035
401,0.792564
402,0.793423
403,0.796261
404,0.796296
405,0.799849
406,0.799891
407,0.801807
408,0.801925
409,0.802565
410,0.803733
411,0.808084
412,0.808515
413,0.816287
414,0.820643
415,0.820802
416,0.82082
417,0.821159
418,0.823109
419,0.835447
420,0.836157
421,0.838952
422,0.83912
423,0.842243
424,0.846219
425,0.850653
426,0.855155
427,0.858446
428,0.858616
429,0.860264
430,0.861136
431,0.862073
432,0.866541
433,0.870851
434,0.87319
435,0.873693
436,0.875898
437,0.876472
438,0.879442
439,0.879828
440,0.882196
441,0.883146
442,0.883335
443,0.886096
444,0.88635
445,0.894896
446,0.896213
447,0.896924
448,0.897322
449,0.898781
450,0.901564
451,0.905116
452,0.906874
453,0.913649
454,0.916753
455,0.917109
456,0.923582
457,0.924389
458,0.931189
459,0.93181
460,0.932861
461,0.935154
462,0.935301
463,0.940569
464,0.941467
465,0.941985
466,0.942106
467,0.942157
468,0.942216
469,0.942978
470,0.943709
471,0.94575
472,0.95033
473,0.952675
474,0.954856
475,0.955964
476,0.9579
477,0.959501
478,0.959608
479,0.960146
480,0.960664
481,0.960818
482,0.961733
483,0.961851
484,0.96486
485,0.96794
486,0.968155
487,0.968327
488,0.974587
489,0.975214
490,0.976623
491,0.977853
492,0.980399
493,0.982472
494,0.987049
495,0.987426
496,0.989492
497,0.990351
498,0.991781
499,1.00007
500,1.001152
501,1.00351
502,1.004791
503,1.005183
504,1.005223
505,1.008342
506,1.008533
507,1.008926
508,1.010752
509,1.011499
510,1.012723
511,1.013974
512,1.014022
513,1.018436
514,1.026547
515,1.027917
516,1.028743
517,1.033284
518,1.034356
519,1.036303
520,1.040441
521,1.041303
522,1.045154
523,1.047441
524,1.049494
525,1.053025
526,1.053054
527,1.053801
528,1.054252
529,1.054909
530,1.055753
531,1.056268
532,1.057461
533,1.058167
534,1.059289
535,1.06059
536,1.061132
537,1.063073
538,1.065424
539,1.06854
540,1.068999
541,1.070983
542,1.073727
543,1.073822
544,1.074963
545,1.076864
546,1.07746
547,1.081137
548,1.083727
549,1.084106
550,1.0853
551,1.092006
552,1.093602
553,1.096446
554,1.101393
555,1.102579
556,1.102773
557,1.103269
558,1.104596
559,1.10577
560,1.107392
561,1.110029
562,1.11307
563,1.115203
564,1.120923
565,1.128153
566,1.130764
567,1.134657
568,1.135687
569,1.135976
570,1.137659
571,1.14284
572,1.14316
573,1.144036
574,1.146032
575,1.147181
576,1.147288
577,1.155598
578,1.157153
579,1.157737
580,1.158732
581,1.158791
582,1.160401
583,1.163693
584,1.165307
585,1.168277
586,1.169628
587,1.172542
588,1.173956
589,1.176001
590,1.179846
591,1.18863
592,1.189706
593,1.196596
594,1.19682
595,1.198637
596,1.200042
597,1.201768
598,1.205462
599,1.20645
600,1.214853
601,1.216441
602,1.219365
603,1.221144
604,1.222618
605,1.223768
606,1.223817
607,1.231675
608,1.233758
609,1.239278
610,1.247366
611,1.250465
612,1.251423
613,1.252691
614,1.252891
615,1.257631
616,1.259982
617,1.265477
618,1.270324
619,1.270406
620,1.273935
621,1.274227
622,1.27438
623,1.276653
624,1.27787
625,1.281022
626,1.287563
627,1.288664
628,1.290511
629,1.290517
630,1.29098
631,1.293222
632,1.293247
633,1.295343
634,1.297328
635,1.297523
636,1.302723
637,1.305626
638,1.31042
639,1.310753
640,1.313559
641,1.3144
642,1.320491
643,1.32182
644,1.323748
645,1.324399
646,1.325686
647,1.328474
648,1.3306
649,1.330628
650,1.330699
651,1.331924
652,1.334937
653,1.336805
654,1.337206
655,1.340453
656,1.347198
657,1.348019
658,1.34932
659,1.350499
660,1.351193
661,1.352044
662,1.352759
663,1.353164
664,1.353284
665,1.353959
666,1.3583
667,1.359077
668,1.359617
669,1.362726
670,1.363761
671,1.366624
672,1.368948
673,1.371272
674,1.372
675,1.373709
676,1.379515
677,1.382231
678,1.384674
679,1.385885
