task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,344,17.2,17486.048,17348.276,27593.974,33292.264,50.399,48.271,0.004,1.066,17433.487,0.0,17435.649
gestureclass,fifo,647,32.35,23809.186,27656.54,33688.105,34050.362,50.086,47.987,0.004,1.046,23758.029,0.0,23759.1
