req_id,send_time_rel,latency_ms,start_time_ns,end_time_ns
0,2e-06,335.4244,1775257804846333206,1775257805168196590
1,0.012486,444.0174,1775257805174773812,1775257805287938183
2,0.024102,432.5063,1775257805174773812,1775257805287938183
3,0.036714,419.9021,1775257805174773812,1775257805287938183
4,0.03719,422.5633,1775257805174773812,1775257805287938183
5,0.037618,422.1509,1775257805174773812,1775257805287938183
6,0.045027,414.7511,1775257805174773812,1775257805287938183
7,0.051965,407.8214,1775257805174773812,1775257805287938183
8,0.068507,391.2904,1775257805174773812,1775257805287938183
9,0.068539,391.2675,1775257805174773812,1775257805287938183
10,0.07327,386.5454,1775257805174773812,1775257805287938183
11,0.073613,386.2114,1775257805174773812,1775257805287938183
12,0.078948,380.8854,1775257805174773812,1775257805287938183
13,0.089456,370.3856,1775257805174773812,1775257805287938183
14,0.089483,370.3663,1775257805174773812,1775257805287938183
15,0.096231,363.6267,1775257805174773812,1775257805287938183
16,0.096546,363.3206,1775257805174773812,1775257805287938183
17,0.096829,363.0452,1775257805174773812,1775257805287938183
18,0.099172,360.7106,1775257805174773812,1775257805287938183
19,0.103449,356.4425,1775257805174773812,1775257805287938183
20,0.105896,354.0039,1775257805174773812,1775257805287938183
21,0.112294,347.6148,1775257805174773812,1775257805287938183
22,0.112311,347.605,1775257805174773812,1775257805287938183
27,0.136236,323.7841,1775257805174773812,1775257805287938183
23,0.122923,337.1105,1775257805174773812,1775257805287938183
24,0.12784,332.2027,1775257805174773812,1775257805287938183
25,0.131413,328.6381,1775257805174773812,1775257805287938183
26,0.133863,326.196,1775257805174773812,1775257805287938183
28,0.13625,323.817,1775257805174773812,1775257805287938183
29,0.136744,323.3299,1775257805174773812,1775257805287938183
30,0.141059,319.0472,1775257805174773812,1775257805287938183
31,0.142385,320.2426,1775257805174773812,1775257805287938183
32,0.148787,313.8533,1775257805174773812,1775257805287938183
33,0.152131,310.5171,1775257805174773812,1775257805287938183
34,0.153676,308.9786,1775257805174773812,1775257805287938183
35,0.156071,306.591,1775257805174773812,1775257805287938183
36,0.159425,303.2434,1775257805174773812,1775257805287938183
37,0.160734,301.9419,1775257805174773812,1775257805287938183
38,0.162072,300.6122,1775257805174773812,1775257805287938183
39,0.166368,296.3235,1775257805174773812,1775257805287938183
40,0.167845,294.8539,1775257805174773812,1775257805287938183
41,0.17516,287.5478,1775257805174773812,1775257805287938183
42,0.181541,281.1735,1775257805174773812,1775257805287938183
43,0.186975,275.7461,1775257805174773812,1775257805287938183
44,0.187384,275.3453,1775257805174773812,1775257805287938183
45,0.193802,268.9357,1775257805174773812,1775257805287938183
46,0.200292,262.4538,1775257805174773812,1775257805287938183
47,0.205723,257.0305,1775257805174773812,1775257805287938183
48,0.207121,255.6393,1775257805174773812,1775257805287938183
49,0.208454,254.3135,1775257805174773812,1775257805287938183
50,0.209807,252.9674,1775257805174773812,1775257805287938183
51,0.211157,251.6246,1775257805174773812,1775257805287938183
52,0.21117,251.6189,1775257805174773812,1775257805287938183
53,0.212626,250.1714,1775257805174773812,1775257805287938183
54,0.218975,243.8288,1775257805174773812,1775257805287938183
55,0.238474,224.3366,1775257805174773812,1775257805287938183
56,0.24205,220.7677,1775257805174773812,1775257805287938183
57,0.243558,219.2674,1775257805174773812,1775257805287938183
58,0.244989,217.8435,1775257805174773812,1775257805287938183
59,0.247362,215.477,1775257805174773812,1775257805287938183
60,0.247375,215.5597,1775257805174773812,1775257805287938183
61,0.25298,209.9648,1775257805174773812,1775257805287938183
62,0.259463,203.4888,1775257805174773812,1775257805287938183
63,0.266925,196.0349,1775257805174773812,1775257805287938183
64,0.294468,168.4988,1775257805174773812,1775257805287938183
65,0.305114,227.6399,1775257805303031350,1775257805364091240
66,0.312691,220.0794,1775257805303031350,1775257805364091240
67,0.318202,215.3714,1775257805303031350,1775257805364091240
68,0.320648,212.9374,1775257805303031350,1775257805364091240
69,0.320663,212.93,1775257805303031350,1775257805364091240
70,0.326241,207.3584,1775257805303031350,1775257805364091240
71,0.328647,204.9594,1775257805303031350,1775257805364091240
72,0.336548,197.0661,1775257805303031350,1775257805364091240
73,0.346936,186.6839,1775257805303031350,1775257805364091240
74,0.348343,185.2853,1775257805303031350,1775257805364091240
75,0.34836,186.6355,1775257805303031350,1775257805364091240
76,0.352867,182.1415,1775257805303031350,1775257805364091240
77,0.367327,167.6939,1775257805303031350,1775257805364091240
78,0.369865,165.1628,1775257805303031350,1775257805364091240
79,0.380296,154.7389,1775257805303031350,1775257805364091240
80,0.384865,150.1777,1775257805303031350,1775257805364091240
81,0.391298,143.7511,1775257805303031350,1775257805364091240
82,0.392793,142.2632,1775257805303031350,1775257805364091240
83,0.392807,142.2567,1775257805303031350,1775257805364091240
84,0.394279,140.7921,1775257805303031350,1775257805364091240
85,0.394292,140.7852,1775257805303031350,1775257805364091240
86,0.394297,140.7881,1775257805303031350,1775257805364091240
87,0.402982,132.1242,1775257805303031350,1775257805364091240
88,0.405434,129.6792,1775257805303031350,1775257805364091240
89,0.407782,127.3389,1775257805303031350,1775257805364091240
90,0.41219,122.9384,1775257805303031350,1775257805364091240
91,0.413542,122.4627,1775257805303031350,1775257805364091240
92,0.42392,112.0961,1775257805303031350,1775257805364091240
93,0.429474,106.5493,1775257805303031350,1775257805364091240
94,0.430989,105.0396,1775257805303031350,1775257805364091240
95,0.431254,104.7792,1775257805303031350,1775257805364091240
96,0.434596,101.4421,1775257805303031350,1775257805364091240
97,0.435947,100.0967,1775257805303031350,1775257805364091240
98,0.435962,100.0855,1775257805303031350,1775257805364091240
99,0.438429,97.6255,1775257805303031350,1775257805364091240
100,0.449797,86.2634,1775257805303031350,1775257805364091240
101,0.455225,80.8396,1775257805303031350,1775257805364091240
102,0.470455,103.9934,1775257805381813200,1775257805403281324
103,0.481198,93.2651,1775257805381813200,1775257805403281324
104,0.486703,88.4788,1775257805381813200,1775257805403281324
105,0.497156,78.0356,1775257805381813200,1775257805403281324
106,0.499704,75.4926,1775257805381813200,1775257805403281324
107,0.505085,70.1163,1775257805381813200,1775257805403281324
108,0.506529,68.6777,1775257805381813200,1775257805403281324
109,0.507911,67.3041,1775257805381813200,1775257805403281324
110,0.518316,56.9191,1775257805381813200,1775257805403281324
111,0.518695,56.8531,1775257805381813200,1775257805403281324
112,0.520069,55.4895,1775257805381813200,1775257805403281324
113,0.521427,54.141,1775257805381813200,1775257805403281324
114,0.526798,48.7788,1775257805381813200,1775257805403281324
115,0.528244,47.3397,1775257805381813200,1775257805403281324
116,0.531635,73.2906,1775257805417710333,1775257805435323150
117,0.54228,62.6585,1775257805417710333,1775257805435323150
118,0.550716,54.4786,1775257805417710333,1775257805435323150
119,0.556099,49.1056,1775257805417710333,1775257805435323150
120,0.557513,47.7827,1775257805417710333,1775257805435323150
121,0.562839,42.4643,1775257805417710333,1775257805435323150
122,0.56522,40.0889,1775257805417710333,1775257805435323150
123,0.565531,39.8002,1775257805417710333,1775257805435323150
124,0.567857,37.4811,1775257805417710333,1775257805435323150
125,0.567872,37.4715,1775257805417710333,1775257805435323150
126,0.573361,61.9009,1775257805452391293,1775257805467960923
127,0.577696,57.5871,1775257805452391293,1775257805467960923
128,0.578996,56.2997,1775257805452391293,1775257805467960923
129,0.579009,56.6671,1775257805452391293,1775257805467960923
130,0.593452,42.2373,1775257805452391293,1775257805467960923
131,0.596936,38.8298,1775257805452391293,1775257805467960923
132,0.60427,57.3704,1775257805479107922,1775257805494192169
133,0.606431,55.2299,1775257805479107922,1775257805494192169
134,0.614737,46.9775,1775257805479107922,1775257805494192169
135,0.623168,38.8699,1775257805479107922,1775257805494192169
136,0.623195,39.2432,1775257805479107922,1775257805494192169
137,0.650927,40.1876,1775257805505728498,1775257805521755072
138,0.653426,38.5604,1775257805505728498,1775257805521755072
139,0.66084,31.1604,1775257805505728498,1775257805521755072
140,0.661674,30.3345,1775257805505728498,1775257805521755072
141,0.666541,62.0222,1775257805542294770,1775257805557349846
142,0.668836,59.7401,1775257805542294770,1775257805557349846
143,0.676191,52.4583,1775257805542294770,1775257805557349846
144,0.678826,49.8307,1775257805542294770,1775257805557349846
145,0.682283,46.391,1775257805542294770,1775257805557349846
146,0.685792,42.8882,1775257805542294770,1775257805557349846
147,0.689219,63.8702,1775257805571057045,1775257805585954078
148,0.691036,62.1376,1775257805571057045,1775257805585954078
149,0.694118,59.2115,1775257805571057045,1775257805585954078
150,0.694131,59.2065,1775257805571057045,1775257805585954078
151,0.702621,53.4418,1775257805571057045,1775257805585954078
152,0.715178,40.9646,1775257805571057045,1775257805585954078
153,0.717628,38.8858,1775257805571057045,1775257805585954078
154,0.734813,47.41,1775257805599135282,1775257805614411475
155,0.736233,46.0017,1775257805599135282,1775257805614411475
156,0.750607,31.7063,1775257805599135282,1775257805614411475
157,0.752098,30.2305,1775257805599135282,1775257805614411475
158,0.755442,26.8934,1775257805599135282,1775257805614411475
159,0.767668,44.1442,1775257805628990088,1775257805644010254
160,0.767697,44.2665,1775257805628990088,1775257805644010254
161,0.768272,43.7007,1775257805628990088,1775257805644010254
162,0.775706,36.2811,1775257805628990088,1775257805644010254
163,0.780196,70.4165,1775257805662116195,1775257805677340436
164,0.781605,69.0312,1775257805662116195,1775257805677340436
165,0.784444,66.5233,1775257805662116195,1775257805677340436
166,0.787764,63.2126,1775257805662116195,1775257805677340436
167,0.798198,52.8266,1775257805662116195,1775257805677340436
168,0.799643,51.3875,1775257805662116195,1775257805677340436
169,0.803013,48.0285,1775257805662116195,1775257805677340436
170,0.80434,78.4886,1775257805698547803,1775257805714653688
171,0.80665,76.194,1775257805698547803,1775257805714653688
172,0.817128,65.8865,1775257805698547803,1775257805714653688
173,0.819636,63.5149,1775257805698547803,1775257805714653688
174,0.825997,57.1637,1775257805698547803,1775257805714653688
175,0.82842,54.7707,1775257805698547803,1775257805714653688
176,0.828442,54.7585,1775257805698547803,1775257805714653688
177,0.835053,48.1551,1775257805698547803,1775257805714653688
178,0.841493,70.3626,1775257805727793932,1775257805742758946
179,0.84691,64.9598,1775257805727793932,1775257805742758946
180,0.852139,59.8297,1775257805727793932,1775257805742758946
181,0.857459,54.5321,1775257805727793932,1775257805742758946
182,0.86282,49.1769,1775257805727793932,1775257805742758946
183,0.874195,37.807,1775257805727793932,1775257805742758946
184,0.888358,57.724,1775257805758436820,1775257805775623605
185,0.891895,54.2042,1775257805758436820,1775257805775623605
186,0.89191,54.1954,1775257805758436820,1775257805775623605
187,0.899453,46.7045,1775257805758436820,1775257805775623605
188,0.902946,43.225,1775257805758436820,1775257805775623605
189,0.915122,64.0681,1775257805792939704,1775257805809582684
190,0.920576,58.6276,1775257805792939704,1775257805809582684
191,0.920907,58.393,1775257805792939704,1775257805809582684
192,0.926288,53.0834,1775257805792939704,1775257805809582684
193,0.929686,49.6919,1775257805792939704,1775257805809582684
194,0.929705,49.7172,1775257805792939704,1775257805809582684
195,0.931288,48.1446,1775257805792939704,1775257805809582684
196,0.949292,66.3877,1775257805830226736,1775257805846118425
197,0.950731,65.2313,1775257805830226736,1775257805846118425
198,0.952068,63.9069,1775257805830226736,1775257805846118425
199,0.954479,61.501,1775257805830226736,1775257805846118425
200,0.964866,51.1203,1775257805830226736,1775257805846118425
201,0.970481,45.5859,1775257805830226736,1775257805846118425
202,0.970855,45.233,1775257805830226736,1775257805846118425
203,0.970881,45.2132,1775257805830226736,1775257805846118425
204,0.973338,78.4948,1775257805867058555,1775257805882787140
205,0.973595,78.2568,1775257805867058555,1775257805882787140
206,0.984544,67.8365,1775257805867058555,1775257805882787140
207,0.984564,67.8458,1775257805867058555,1775257805882787140
208,0.988064,64.3535,1775257805867058555,1775257805882787140
