task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,197,19.7,36.266,34.805,64.079,70.937,11.743,6.63,0.001,2.57,18.526,24.523
vocseg,sharing,197,19.7,36.903,36.4,64.624,82.04,12.037,6.549,0.001,2.974,18.805,24.866
