task,n_requests,throughput_rps,avg_latency_ms
heartrate,368,36.8,27.22089318938189
eclfore,368,36.8,27.220777687667262
etth1fore,368,36.8,27.220665378516298
ecgclass,368,36.8,27.22366948222296
diasbp,368,36.8,27.222355863119923
gestureclass,368,36.8,27.223563430395544
sysbp,368,36.8,27.22342868598745
exchangefore,368,36.8,27.221866377183925
