backbone,decoder,encoder,adapter,dataset_name,device,tpc_count,task_name,inference_batch_size,n_requests,backbone_load_time_ms,backbone_load_mem_mb,decoder_load_time_ms,decoder_load_mem_mb,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,backbone_mean_ms,decoder_mean_ms,backbone_ms_per_sample,peak_gpu_mem_mb,avg_gpu_mem_mb,throughput_rps
papageissvri,mlp,,,PPG-data,NVIDIA A2,5,sysbp,1,200,242.3673700541258,20.068352,46.47749895229936,0.26368,15.6428,12.6796,15.0216,15.8336,14.8296,0.4582,14.8296,27.517,27.517,63.927
papageissvri,mlp,,,PPG-data,NVIDIA A2,5,sysbp,2,200,242.3673700541258,20.068352,46.47749895229936,0.26368,12.4466,11.6017,12.0229,12.549,11.771,0.3652,5.8855,27.519,27.519,160.686
papageissvri,mlp,,,PPG-data,NVIDIA A2,5,sysbp,4,200,242.3673700541258,20.068352,46.47749895229936,0.26368,12.4734,11.6599,12.0721,12.9554,11.8037,0.3472,2.9509,27.523,27.523,320.683
papageissvri,mlp,,,PPG-data,NVIDIA A2,5,sysbp,8,200,242.3673700541258,20.068352,46.47749895229936,0.26368,13.3294,12.4617,12.9583,13.4387,12.622,0.3784,1.5777,27.531,27.531,600.175
papageissvri,mlp,,,PPG-data,NVIDIA A2,5,sysbp,16,200,242.3673700541258,20.068352,46.47749895229936,0.26368,13.1027,12.2685,12.7324,13.1715,12.3627,0.3652,0.7727,27.546,27.546,1221.124
papageissvri,mlp,,,PPG-data,NVIDIA A2,5,sysbp,32,200,242.3673700541258,20.068352,46.47749895229936,0.26368,13.252,12.3652,12.8358,13.2714,12.4353,0.3894,0.3886,27.578,27.578,2414.722
papageissvri,mlp,,,PPG-data,NVIDIA A2,2,sysbp,1,200,143.63085618242621,20.068352,2.3342790082097054,0.26368,13.8235,11.953,12.2936,12.8791,13.1256,0.3897,13.1256,27.517,27.517,72.341
papageissvri,mlp,,,PPG-data,NVIDIA A2,2,sysbp,2,200,143.63085618242621,20.068352,2.3342790082097054,0.26368,12.9331,11.9511,12.3942,12.8935,12.2603,0.3583,6.1302,27.519,27.519,154.642
papageissvri,mlp,,,PPG-data,NVIDIA A2,2,sysbp,4,200,143.63085618242621,20.068352,2.3342790082097054,0.26368,13.0173,12.0715,12.4966,13.045,12.3426,0.3489,3.0857,27.523,27.523,307.282
papageissvri,mlp,,,PPG-data,NVIDIA A2,2,sysbp,8,200,143.63085618242621,20.068352,2.3342790082097054,0.26368,20.3975,18.5244,28.6909,35.0466,19.3518,0.566,2.419,27.531,27.531,392.205
papageissvri,mlp,,,PPG-data,NVIDIA A2,2,sysbp,16,200,143.63085618242621,20.068352,2.3342790082097054,0.26368,19.6797,18.7741,19.6065,20.1693,18.6347,0.5264,1.1647,27.546,27.546,813.023
papageissvri,mlp,,,PPG-data,NVIDIA A2,2,sysbp,32,200,143.63085618242621,20.068352,2.3342790082097054,0.26368,18.6845,16.3777,19.9703,20.9815,17.6065,0.506,0.5502,27.578,27.578,1712.651
papageissvri,mlp,,,PPG-data,NVIDIA A2,1,sysbp,1,200,206.42879558727145,20.068352,4.209345672279596,0.26368,18.0482,15.2816,18.8473,19.0359,17.2729,0.4545,17.2729,27.517,27.517,55.407
papageissvri,mlp,,,PPG-data,NVIDIA A2,1,sysbp,2,200,206.42879558727145,20.068352,4.209345672279596,0.26368,16.5631,15.3449,15.694,16.0231,15.8388,0.404,7.9194,27.519,27.519,120.75
papageissvri,mlp,,,PPG-data,NVIDIA A2,1,sysbp,4,200,206.42879558727145,20.068352,4.209345672279596,0.26368,16.8737,15.6398,16.1092,16.5944,16.1473,0.3896,4.0368,27.523,27.523,237.056
papageissvri,mlp,,,PPG-data,NVIDIA A2,1,sysbp,8,200,206.42879558727145,20.068352,4.209345672279596,0.26368,17.9033,16.4407,16.9207,17.7248,17.1541,0.4103,2.1443,27.531,27.531,446.845
papageissvri,mlp,,,PPG-data,NVIDIA A2,1,sysbp,16,200,206.42879558727145,20.068352,4.209345672279596,0.26368,18.257,16.8997,17.3876,17.8875,17.4565,0.4041,1.091,27.546,27.546,876.376
papageissvri,mlp,,,PPG-data,NVIDIA A2,1,sysbp,32,200,206.42879558727145,20.068352,4.209345672279596,0.26368,20.2107,18.7538,19.1857,19.6807,19.2811,0.4448,0.6025,27.578,27.578,1583.319
momentlarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,1,200,6181.0476197861135,1461.95456,4.311912227421999,0.525824,32.6404,31.9948,32.8793,33.0156,31.8908,0.4268,31.8908,1403.106,1403.106,30.637
momentlarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,2,200,6181.0476197861135,1461.95456,4.311912227421999,0.525824,44.9282,44.91,45.4794,45.8644,44.2238,0.3847,22.1119,1403.356,1403.356,44.516
momentlarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,4,200,6181.0476197861135,1461.95456,4.311912227421999,0.525824,82.4462,82.4105,83.237,83.4867,81.7347,0.3798,20.4337,1403.856,1403.856,48.517
momentlarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,8,200,6181.0476197861135,1461.95456,4.311912227421999,0.525824,165.8544,165.7728,167.2154,167.8228,164.9604,0.4667,20.6201,1404.856,1404.856,48.235
momentlarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,16,200,6181.0476197861135,1461.95456,4.311912227421999,0.525824,321.4468,321.3766,323.2977,323.7554,320.4722,0.4966,20.0295,1406.856,1406.856,49.775
momentlarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,32,200,6181.0476197861135,1461.95456,4.311912227421999,0.525824,659.5388,659.4187,661.7878,662.8133,658.658,0.44,20.5831,1410.856,1410.856,48.519
momentlarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,1,200,6137.354984879494,1461.95456,4.800606053322554,0.525824,54.9881,54.1016,55.1257,55.7533,54.2186,0.4372,54.2186,1403.106,1403.106,18.186
momentlarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,2,200,6137.354984879494,1461.95456,4.800606053322554,0.525824,88.8705,88.8054,89.1622,89.6997,88.1595,0.3862,44.0797,1403.356,1403.356,22.505
momentlarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,4,200,6137.354984879494,1461.95456,4.800606053322554,0.525824,170.2609,170.2386,170.6396,170.73,169.5564,0.3705,42.3891,1403.856,1403.856,23.493
momentlarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,8,200,6137.354984879494,1461.95456,4.800606053322554,0.525824,335.8118,335.8061,336.2891,337.2409,335.0543,0.395,41.8818,1404.856,1404.856,23.823
momentlarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,16,200,6137.354984879494,1461.95456,4.800606053322554,0.525824,662.214,662.1874,662.5988,662.7376,661.3926,0.4301,41.337,1406.856,1406.856,24.161
momentlarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,32,200,6137.354984879494,1461.95456,4.800606053322554,0.525824,1323.6258,1323.7596,1324.1407,1324.2742,1322.742,0.439,41.3357,1410.856,1410.856,24.176
momentlarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,1,200,5644.145180936903,1461.95456,5.294983275234699,0.525824,102.9611,102.3777,102.7115,103.2812,102.1518,0.4802,102.1518,1403.106,1403.106,9.712
momentlarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,2,200,5644.145180936903,1461.95456,5.294983275234699,0.525824,170.4624,170.3936,170.7854,171.3363,169.6739,0.4537,84.8369,1403.356,1403.356,11.733
momentlarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,4,200,5644.145180936903,1461.95456,5.294983275234699,0.525824,330.6327,330.594,330.9953,331.1484,329.8495,0.4308,82.4624,1403.856,1403.856,12.098
momentlarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,8,200,5644.145180936903,1461.95456,5.294983275234699,0.525824,655.4609,655.2795,656.1844,657.0363,654.582,0.4697,81.8227,1404.856,1404.856,12.205
momentlarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,16,200,5644.145180936903,1461.95456,5.294983275234699,0.525824,1298.0044,1297.9575,1298.3656,1298.5049,1297.0825,0.4886,81.0677,1406.856,1406.856,12.327
momentlarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,32,200,5644.145180936903,1461.95456,5.294983275234699,0.525824,2598.6106,2598.5535,2598.9592,2599.2364,2597.5845,0.5005,81.1745,1410.856,1410.856,12.314
chronoslarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,1,200,1649.3580560199916,1417.926656,43.39060466736555,0.525824,93.9092,92.7513,95.1749,96.8746,92.027,1.3754,92.027,1360.867,1360.867,10.649
chronoslarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,2,200,1649.3580560199916,1417.926656,43.39060466736555,0.525824,165.4399,165.2583,166.6553,169.307,163.7449,1.3226,81.8724,1360.867,1360.867,12.089
chronoslarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,4,200,1649.3580560199916,1417.926656,43.39060466736555,0.525824,317.8488,317.7115,318.731,319.0672,315.8169,1.6869,78.9542,1360.867,1360.867,12.585
chronoslarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,8,200,1649.3580560199916,1417.926656,43.39060466736555,0.525824,618.9311,618.8541,620.4723,621.5196,615.8282,2.6796,76.9785,1360.867,1360.867,12.926
chronoslarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,16,200,1649.3580560199916,1417.926656,43.39060466736555,0.525824,1216.7451,1216.7319,1217.9874,1223.4681,1211.3978,4.8353,75.7124,1360.867,1360.867,13.15
chronoslarge,mlp,,,PPG-data,NVIDIA A2,5,heartrate,32,200,1649.3580560199916,1417.926656,43.39060466736555,0.525824,2444.2391,2444.1106,2445.5433,2453.1228,2424.5544,16.5612,75.7673,1360.867,1360.867,13.092
chronoslarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,1,200,1498.354084789753,1417.926656,5.097477231174707,0.525824,153.2987,152.2973,152.8886,153.518,151.9314,1.0435,151.9314,1360.867,1360.867,6.523
chronoslarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,2,200,1498.354084789753,1417.926656,5.097477231174707,0.525824,295.0794,295.0225,295.4701,295.8664,293.5403,1.2204,146.7702,1360.867,1360.867,6.778
chronoslarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,4,200,1498.354084789753,1417.926656,5.097477231174707,0.525824,571.8745,571.7915,572.2735,573.1076,569.9045,1.6366,142.4761,1360.867,1360.867,6.995
chronoslarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,8,200,1498.354084789753,1417.926656,5.097477231174707,0.525824,1121.1779,1120.9533,1122.4183,1125.126,1117.8766,2.9149,139.7346,1360.867,1360.867,7.135
chronoslarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,16,200,1498.354084789753,1417.926656,5.097477231174707,0.525824,2194.6458,2194.4419,2195.2231,2199.7893,2189.0017,5.2109,136.8126,1360.867,1360.867,7.29
chronoslarge,mlp,,,PPG-data,NVIDIA A2,2,heartrate,32,200,1498.354084789753,1417.926656,5.097477231174707,0.525824,4449.0229,4448.9464,4449.8756,4450.0045,4429.6195,16.7418,138.4256,1360.867,1360.867,7.193
chronoslarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,1,200,1569.3113440647721,1417.926656,4.204999189823866,0.525824,285.2296,284.2551,284.8332,297.4076,283.8865,1.0255,283.8865,1360.867,1360.867,3.506
chronoslarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,2,200,1569.3113440647721,1417.926656,4.204999189823866,0.525824,554.2242,554.1571,554.5939,554.9579,552.6716,1.2322,276.3358,1360.867,1360.867,3.609
chronoslarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,4,200,1569.3113440647721,1417.926656,4.204999189823866,0.525824,1077.3226,1077.2533,1077.6899,1078.6424,1075.1082,1.8783,268.7771,1360.867,1360.867,3.713
chronoslarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,8,200,1569.3113440647721,1417.926656,4.204999189823866,0.525824,2119.0602,2118.7757,2120.8588,2123.6782,2115.3031,3.3625,264.4129,1360.867,1360.867,3.775
chronoslarge,mlp,,,PPG-data,NVIDIA A2,1,heartrate,16,200,1569.3113440647721,1417.926656,4.204999189823866,0.525824,4149.8174,4149.5072,4150.3192,4156.5475,4143.2524,6.1053,258.9533,1360.867,1360.867,3.856
