task,t_center,count,throughput_rps,p50_ms,p99_ms,mean_ms
trafficfore,0.5,12,12.0,85.64531803131104,141.35749578475952,88.2535179456075
trafficfore,1.5,25,25.0,72.14546203613281,139.60062980651855,83.67684364318848
trafficfore,2.5,14,14.0,71.17021083831787,105.147066116333,71.7564310346331
trafficfore,3.5,15,15.0,78.6736011505127,107.7027654647827,73.53229522705078
trafficfore,4.5,15,15.0,103.9292812347412,146.54669284820557,98.67760340372722
trafficfore,5.5,9,9.0,79.04648780822754,104.76025581359863,76.74452993604872
trafficfore,6.5,13,13.0,105.47924041748048,147.69864082336423,101.84660324683556
trafficfore,7.5,13,13.0,97.81503677368164,125.98824501037596,87.13307747474083
trafficfore,8.5,15,15.0,91.278076171875,144.83036041259766,97.39576975504558
trafficfore,9.5,16,16.0,58.603525161743164,97.71873950958252,66.13306701183319
trafficfore,10.5,13,13.0,57.00850486755371,90.65709114074706,61.21661112858699
trafficfore,11.5,16,16.0,53.952693939208984,86.48148775100708,62.494874000549316
trafficfore,12.5,15,15.0,70.7709789276123,123.47474098205568,77.95014381408691
trafficfore,13.5,14,14.0,63.20679187774658,95.97282648086548,64.67090334211078
trafficfore,14.5,14,14.0,88.41502666473389,158.27791452407837,94.92261069161552
trafficfore,15.5,8,8.0,68.79007816314697,114.33237314224242,69.67508792877197
trafficfore,16.5,15,15.0,91.02869033813477,158.6828565597534,95.9971268971761
trafficfore,17.5,23,23.0,87.85128593444824,120.37161827087404,81.2690776327382
trafficfore,18.5,14,14.0,78.34100723266602,142.42584705352783,86.94521018436977
trafficfore,19.5,16,16.0,71.55048847198486,113.46136331558226,71.41424715518951
trafficfore,20.5,21,21.0,52.75511741638184,101.83954238891602,62.3260566166469
trafficfore,21.5,18,18.0,50.71234703063965,103.15327167510985,59.61389011806912
trafficfore,22.5,20,20.0,50.57823657989502,91.18584871292113,59.50186252593994
trafficfore,23.5,14,14.0,45.827269554138184,65.7892894744873,49.932752336774556
trafficfore,24.5,15,15.0,67.74115562438965,92.69245147705078,65.4062271118164
trafficfore,25.5,20,20.0,64.18836116790771,101.94491147994995,65.18464088439941
trafficfore,26.5,17,17.0,62.98351287841797,100.42750358581543,66.46497109357048
trafficfore,27.5,19,19.0,61.60211563110352,110.86931705474854,69.70857319078948
trafficfore,28.5,12,12.0,51.245689392089844,80.88041305541992,54.661413033803306
trafficfore,29.5,15,15.0,52.94179916381836,92.7462100982666,60.09669303894043
trafficfore,30.5,10,10.0,49.45266246795654,72.62819290161133,52.11150646209717
trafficfore,31.5,14,14.0,109.29548740386963,136.70818567276,103.27715533120292
trafficfore,32.5,24,24.0,75.9575366973877,114.01105880737305,78.0903697013855
trafficfore,33.5,11,11.0,61.278581619262695,88.10465335845947,61.907291412353516
