task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,20,1,0.0001,0.332,331.9278,331.9278,316.0922,260.6232,0.0034,54.98,6.5415,15.8355,1775531746876887323,0
nyudepth,20,1,0.332,0.355,23.005,23.005,10.4342,9.3003,0.003,0.7343,5.8708,12.5708,1775531747208157949,0
nyudepth,20,1,0.355,0.3764,21.3561,21.3561,8.8403,7.7594,0.0025,0.6884,5.9757,12.5158,1775531747231280914,0
nyudepth,20,1,0.3764,0.3979,21.5087,21.5087,9.154,7.8823,0.0025,0.8798,5.9071,12.3547,1775531747252581648,0
nyudepth,20,1,0.3979,0.4185,20.6103,20.6103,9.0858,7.9674,0.0025,0.7203,4.9226,11.5246,1775531747273134574,0
nyudepth,20,1,0.4185,0.4406,22.0301,22.0301,9.6708,8.3405,0.0026,0.7479,5.8286,12.3594,1775531747294664315,0
nyudepth,20,1,0.4406,0.4605,19.8786,19.8786,8.9426,7.8598,0.0028,0.7208,4.4787,10.936,1775531747315357542,0
nyudepth,20,1,0.4605,0.482,21.5089,21.5089,8.9675,7.8818,0.0026,0.7236,6.0391,12.5414,1775531747336808211,0
nyudepth,20,1,0.482,0.5035,21.5008,21.5008,8.8041,7.7263,0.0021,0.6719,5.8727,12.6967,1775531747358164239,0
nyudepth,20,1,0.5035,0.5271,23.6266,23.6266,9.2511,8.2078,0.0024,0.6656,7.9644,14.3755,1775531747381769964,0
nyudepth,20,1,0.5272,0.5485,21.3542,21.3542,9.3085,8.2036,0.0025,0.7054,5.626,12.0457,1775531747403069649,0
nyudepth,20,1,0.5485,0.5681,19.5735,19.5735,8.6208,7.5828,0.0027,0.7039,4.5147,10.9526,1775531747423325276,0
nyudepth,20,1,0.5681,0.5889,20.7911,20.7911,9.9494,8.1274,0.0021,1.4727,4.4022,10.8416,1775531747442798868,0
nyudepth,20,1,0.5889,0.6086,19.6528,19.6528,9.1769,8.1091,0.0022,0.7378,4.0755,10.476,1775531747463292116,0
nyudepth,20,1,0.6086,0.6307,22.1319,22.1319,9.0503,8.051,0.0021,0.6747,6.743,13.0816,1775531747485624101,0
nyudepth,20,1,0.6307,0.65,19.2387,19.2387,8.6035,7.599,0.0023,0.6685,4.2357,10.6352,1775531747505261125,0
nyudepth,20,1,0.65,0.6693,19.2754,19.2754,8.5852,7.5662,0.0021,0.6847,4.3862,10.6902,1775531747524661438,0
