task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,589,0.9983,52.608,51.246,60.522,78.101,30.774,28.353,0.004,1.194,6.922,21.834
vocseg,sharing,593,1.0051,53.534,51.672,63.617,83.389,30.959,28.364,0.004,1.372,7.48,22.575
