task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,374.416,369.749,0
ecgclass__app1,0.0004,457.742,106.867,0
ecgclass__app2,0.0004,460.531,109.888,0
ecgclass__app3,0.0005,463.660,113.100,0
ecgclass__app4,0.0006,469.405,118.959,0
ecgclass__app5,0.0006,472.696,122.296,0
ecgclass__app6,0.0007,475.836,125.496,0
ecgclass__app7,0.0008,480.166,129.893,0
ecgclass__app8,0.0020,482.114,133.088,0
ecgclass__app9,0.0021,486.588,137.670,0
ecgclass__app8,0.4841,108.774,105.056,0
ecgclass__app7,0.4809,112.464,105.444,0
ecgclass__app2,0.4610,133.420,106.037,0
ecgclass__app5,0.4733,121.186,106.188,0
ecgclass__app6,0.4765,118.320,106.398,0
ecgclass__app4,0.4700,125.110,106.425,0
ecgclass__app3,0.4642,130.984,106.494,0
ecgclass__app1,0.4581,137.075,106.534,0
ecgclass,0.3746,220.582,106.603,0
ecgclass__app9,0.4887,132.140,31.843,0
ecgclass,0.5952,133.412,108.343,0
ecgclass__app1,0.5952,134.201,108.796,0
ecgclass__app4,0.5951,134.425,108.865,0
ecgclass__app2,0.5944,135.445,109.297,0
ecgclass__app5,0.5945,136.433,110.506,0
ecgclass__app8,0.5929,138.290,110.633,0
ecgclass__app6,0.5949,137.239,111.753,0
ecgclass__app3,0.5952,137.244,112.159,0
ecgclass__app7,0.5934,139.560,112.790,0
ecgclass__app9,0.6209,136.787,30.933,0
ecgclass__app7,0.7330,132.414,107.948,0
ecgclass__app6,0.7321,133.857,108.649,0
ecgclass__app8,0.7312,136.257,109.679,0
ecgclass__app4,0.7295,138.035,109.849,0
ecgclass,0.7287,139.143,110.020,0
ecgclass__app5,0.7310,137.483,110.823,0
ecgclass__app1,0.7294,139.337,111.131,0
ecgclass__app2,0.7299,138.951,111.298,0
ecgclass__app3,0.7324,136.873,111.902,0
ecgclass__app9,0.7577,137.176,31.636,0
ecgclass__app1,0.8688,133.527,107.512,0
ecgclass__app6,0.8660,136.448,107.799,0
ecgclass__app4,0.8676,135.120,107.828,0
ecgclass__app3,0.8693,133.676,108.352,0
ecgclass__app8,0.8675,135.781,108.504,0
ecgclass__app2,0.8688,134.711,108.788,0
ecgclass__app7,0.8654,138.190,108.814,0
ecgclass,0.8678,135.965,109.138,0
ecgclass__app5,0.8685,136.468,110.722,0
ecgclass__app9,0.8949,135.545,30.394,0
ecgclass__app5,1.0049,133.118,108.083,0
ecgclass__app2,1.0035,135.825,108.949,0
ecgclass__app4,1.0027,136.901,109.185,0
ecgclass__app7,1.0036,136.484,109.563,0
ecgclass,1.0038,136.631,109.978,0
ecgclass__app6,1.0024,138.052,110.065,0
ecgclass__app1,1.0023,138.388,110.139,0
ecgclass__app8,1.0033,137.568,110.270,0
ecgclass__app3,1.0030,139.098,112.286,0
ecgclass__app9,1.0304,136.523,32.012,0
ecgclass__app5,1.1381,136.122,107.693,0
ecgclass__app4,1.1396,135.277,108.038,0
ecgclass__app8,1.1408,134.195,108.406,0
ecgclass__app7,1.1401,135.901,109.572,0
ecgclass__app6,1.1405,136.587,110.117,0
ecgclass__app2,1.1394,137.927,110.259,0
ecgclass__app1,1.1407,136.853,110.595,0
ecgclass,1.1404,137.297,110.623,0
ecgclass__app3,1.1421,135.718,110.704,0
ecgclass__app9,1.1670,136.252,32.009,0
ecgclass__app1,1.2776,134.155,109.102,0
ecgclass__app5,1.2742,137.926,109.517,0
ecgclass,1.2777,134.622,109.667,0
ecgclass__app3,1.2778,135.529,110.371,0
ecgclass__app6,1.2771,136.321,110.491,0
ecgclass__app7,1.2760,137.703,110.525,0
ecgclass__app8,1.2751,138.855,110.740,0
ecgclass__app4,1.2749,139.552,111.807,0
ecgclass__app2,1.2773,137.413,112.078,0
ecgclass__app9,1.3033,137.553,33.133,0
ecgclass__app3,1.4133,135.129,107.279,0
ecgclass__app6,1.4134,135.203,107.678,0
ecgclass__app8,1.4139,135.107,107.947,0
ecgclass__app4,1.4145,134.651,108.083,0
ecgclass,1.4124,136.814,108.128,0
ecgclass__app2,1.4147,134.494,108.184,0
ecgclass__app1,1.4117,137.799,108.645,0
ecgclass__app7,1.4137,135.893,109.122,0
ecgclass__app5,1.4122,137.813,109.812,0
ecgclass__app9,1.4408,134.785,31.188,0
ecgclass,1.5492,134.632,108.391,0
ecgclass__app8,1.5491,135.205,108.830,0
ecgclass__app6,1.5486,136.457,109.654,0
ecgclass__app4,1.5491,136.213,109.786,0
ecgclass__app7,1.5496,136.160,110.467,0
ecgclass__app1,1.5496,136.915,111.156,0
ecgclass__app3,1.5485,138.234,111.359,0
ecgclass__app5,1.5500,137.200,111.918,0
ecgclass__app2,1.5492,138.639,112.729,0
ecgclass__app9,1.5756,139.615,34.986,0
ecgclass__app3,1.6867,136.756,108.000,0
ecgclass__app7,1.6858,137.863,108.418,0
ecgclass__app5,1.6872,137.346,109.414,0
ecgclass__app6,1.6851,139.668,109.465,0
ecgclass__app4,1.6854,139.655,109.493,0
ecgclass__app8,1.6843,140.838,109.522,0
ecgclass,1.6838,141.576,109.735,0
ecgclass__app2,1.6879,137.599,109.824,0
ecgclass__app1,1.6865,139.841,111.523,0
ecgclass__app9,1.7152,136.340,31.106,0
ecgclass__app1,1.8263,132.769,107.489,0
ecgclass__app4,1.8250,134.224,107.531,0
ecgclass__app3,1.8235,136.126,108.242,0
ecgclass__app8,1.8251,135.056,108.913,0
ecgclass__app7,1.8237,136.698,108.999,0
ecgclass__app5,1.8246,137.061,110.558,0
ecgclass__app6,1.8248,137.015,110.590,0
ecgclass__app2,1.8255,136.719,111.111,0
ecgclass,1.8254,137.750,112.283,0
ecgclass__app9,1.8516,137.658,32.543,0
ecgclass__app5,1.9616,134.728,107.714,0
ecgclass__app2,1.9622,135.910,108.614,0
ecgclass__app6,1.9618,136.437,108.752,0
ecgclass__app7,1.9604,138.145,108.854,0
ecgclass__app3,1.9596,139.227,109.057,0
ecgclass__app4,1.9593,139.714,109.493,0
ecgclass,1.9632,136.258,109.956,0
ecgclass__app1,1.9591,140.427,110.069,0
ecgclass__app8,1.9602,139.628,110.527,0
ecgclass__app9,1.9893,136.099,31.355,0
ecgclass__app7,2.0985,134.974,108.555,0
ecgclass__app3,2.0989,134.776,108.728,0
ecgclass,2.0995,136.222,110.369,0
ecgclass__app5,2.0964,139.570,110.512,0
ecgclass__app4,2.0990,137.031,110.548,0
ecgclass__app1,2.0996,136.873,110.748,0
ecgclass__app6,2.0983,138.237,110.786,0
ecgclass__app8,2.0998,136.866,111.065,0
ecgclass__app2,2.0981,138.637,111.126,0
ecgclass__app9,2.1254,137.723,31.039,0
ecgclass__app4,2.2360,135.235,108.649,0
ecgclass__app2,2.2368,135.451,108.900,0
ecgclass,2.2357,136.908,109.239,0
ecgclass__app7,2.2335,139.387,109.459,0
ecgclass__app1,2.2364,136.565,109.662,0
ecgclass__app6,2.2365,136.729,109.754,0
ecgclass__app8,2.2367,136.709,109.796,0
ecgclass__app5,2.2360,137.769,110.917,0
ecgclass__app3,2.2337,140.405,111.244,0
ecgclass__app9,2.2631,136.789,31.830,0
ecgclass__app7,2.3729,133.628,107.238,0
ecgclass__app6,2.3732,134.999,108.945,0
ecgclass__app4,2.3713,137.996,109.319,0
ecgclass__app1,2.3730,136.483,109.576,0
ecgclass,2.3726,136.946,109.648,0
ecgclass__app5,2.3737,136.033,109.740,0
ecgclass__app3,2.3741,136.094,109.822,0
ecgclass__app2,2.3723,138.096,109.916,0
ecgclass__app8,2.3734,137.967,112.211,0
ecgclass__app9,2.3999,136.960,31.516,0
ecgclass__app5,2.5098,135.896,108.533,0
ecgclass__app6,2.5083,137.549,108.727,0
ecgclass__app3,2.5102,135.875,108.918,0
ecgclass__app8,2.5114,134.798,108.942,0
ecgclass__app1,2.5095,137.298,109.989,0
ecgclass__app7,2.5066,140.304,110.054,0
ecgclass__app2,2.5104,136.570,110.171,0
ecgclass__app4,2.5093,137.916,110.318,0
ecgclass,2.5096,139.511,112.869,0
ecgclass__app9,2.5369,137.774,32.179,0
ecgclass__app4,2.6472,135.408,108.566,0
ecgclass__app6,2.6458,137.185,108.977,0
ecgclass__app8,2.6462,137.476,109.384,0
ecgclass__app2,2.6469,137.733,110.337,0
ecgclass__app3,2.6461,138.843,110.588,0
ecgclass__app7,2.6469,138.134,110.617,0
ecgclass__app5,2.6457,139.874,111.356,0
ecgclass__app1,2.6468,138.832,111.440,0
ecgclass,2.6491,137.026,112.063,0
ecgclass__app9,2.6747,136.062,30.953,0
ecgclass__app4,2.7826,135.758,108.050,0
ecgclass,2.7861,133.523,108.689,0
ecgclass__app5,2.7856,134.364,108.758,0
ecgclass__app1,2.7857,134.628,109.027,0
ecgclass__app3,2.7849,135.417,109.110,0
ecgclass__app7,2.7850,136.062,110.540,0
ecgclass__app6,2.7830,138.327,110.674,0
ecgclass__app2,2.7847,136.758,110.700,0
ecgclass__app8,2.7837,138.094,111.281,0
ecgclass__app9,2.8108,136.459,30.820,0
ecgclass__app2,2.9214,132.522,107.245,0
ecgclass__app7,2.9211,134.459,108.223,0
ecgclass__app6,2.9214,134.304,108.533,0
ecgclass,2.9197,136.294,108.621,0
ecgclass__app5,2.9199,136.123,108.741,0
ecgclass__app4,2.9184,137.954,109.465,0
ecgclass__app1,2.9203,136.509,110.073,0
ecgclass__app8,2.9218,136.186,111.467,0
ecgclass__app3,2.9204,138.059,111.904,0
ecgclass__app9,2.9472,136.622,31.603,0
ecgclass__app6,3.0557,137.087,109.260,0
ecgclass__app5,3.0561,137.509,109.552,0
ecgclass__app8,3.0580,135.690,109.742,0
ecgclass__app2,3.0540,140.113,110.006,0
ecgclass__app3,3.0584,135.870,110.089,0
ecgclass__app4,3.0564,137.997,110.130,0
ecgclass__app1,3.0568,137.621,110.244,0
ecgclass,3.0560,138.877,111.463,0
ecgclass__app7,3.0556,140.738,113.057,0
ecgclass__app9,3.0839,136.878,31.180,0
ecgclass__app1,3.1944,133.345,107.419,0
ecgclass__app2,3.1941,134.344,107.896,0
ecgclass__app3,3.1943,134.674,108.221,0
ecgclass__app7,3.1963,133.113,108.567,0
ecgclass__app4,3.1944,135.344,108.705,0
ecgclass,3.1949,134.960,108.823,0
ecgclass__app6,3.1928,137.356,109.170,0
ecgclass__app8,3.1937,136.483,109.266,0
ecgclass__app5,3.1936,137.965,111.366,0
ecgclass__app9,3.2207,135.022,31.110,0
ecgclass__app8,3.3302,133.964,108.749,0
ecgclass__app6,3.3301,134.648,109.180,0
ecgclass__app3,3.3290,136.400,109.884,0
ecgclass__app5,3.3316,134.381,110.143,0
ecgclass,3.3298,136.331,110.512,0
ecgclass__app1,3.3278,138.549,110.703,0
ecgclass__app2,3.3285,138.277,111.445,0
ecgclass__app4,3.3297,137.289,111.594,0
ecgclass__app7,3.3294,138.534,112.809,0
ecgclass__app9,3.3558,137.007,31.147,0
ecgclass__app6,3.4648,134.855,107.213,0
ecgclass__app8,3.4642,136.311,107.832,0
ecgclass,3.4662,134.537,107.933,0
ecgclass__app4,3.4670,133.974,108.161,0
ecgclass__app7,3.4680,133.271,108.560,0
ecgclass__app5,3.4660,135.355,108.632,0
ecgclass__app3,3.4654,136.236,109.245,0
ecgclass__app1,3.4664,136.575,110.533,0
ecgclass__app2,3.4667,136.878,111.441,0
ecgclass__app9,3.4928,136.218,31.952,0
ecgclass__app8,3.6005,136.336,108.171,0
ecgclass,3.6007,137.127,108.879,0
ecgclass__app7,3.6013,136.770,108.938,0
ecgclass__app3,3.6017,137.729,110.169,0
ecgclass__app4,3.6010,138.425,110.265,0
ecgclass__app1,3.6029,136.830,110.339,0
ecgclass__app6,3.5997,140.331,110.652,0
ecgclass__app5,3.6013,138.753,110.867,0
ecgclass__app2,3.6036,136.711,111.586,0
ecgclass__app9,3.6290,136.055,30.349,0
ecgclass,3.7378,134.887,108.045,0
ecgclass__app2,3.7404,132.885,108.357,0
ecgclass__app1,3.7398,134.167,108.998,0
ecgclass__app5,3.7401,134.147,109.262,0
ecgclass__app3,3.7394,135.485,109.866,0
ecgclass__app6,3.7400,135.582,110.941,0
ecgclass__app4,3.7395,136.354,111.132,0
ecgclass__app8,3.7369,139.432,111.690,0
ecgclass__app7,3.7381,138.434,111.827,0
ecgclass__app9,3.7651,136.045,30.873,0
ecgclass__app2,3.8733,136.058,108.109,0
ecgclass__app4,3.8758,133.634,108.271,0
ecgclass__app7,3.8765,133.343,108.897,0
ecgclass__app8,3.8763,134.299,109.369,0
ecgclass__app1,3.8740,136.721,109.461,0
ecgclass__app3,3.8749,136.006,109.488,0
ecgclass__app6,3.8756,135.483,109.648,0
ecgclass__app5,3.8742,137.227,110.730,0
ecgclass,3.8728,139.697,111.803,0
ecgclass__app9,3.9012,136.707,30.899,0
ecgclass__app6,4.0111,133.536,107.205,0
ecgclass__app3,4.0109,135.053,108.183,0
ecgclass__app4,4.0095,136.717,108.246,0
ecgclass,4.0125,133.821,108.499,0
ecgclass__app5,4.0115,135.045,109.084,0
ecgclass__app2,4.0093,137.422,109.192,0
ecgclass__app7,4.0099,138.255,110.776,0
ecgclass__app8,4.0106,137.693,110.887,0
ecgclass__app1,4.0107,137.850,111.296,0
ecgclass__app9,4.0379,135.735,30.384,0
ecgclass__app7,4.1481,132.936,107.943,0
ecgclass__app8,4.1483,133.227,108.260,0
ecgclass__app1,4.1486,133.268,108.542,0
ecgclass__app4,4.1462,137.137,109.982,0
ecgclass__app2,4.1468,136.864,110.045,0
ecgclass,4.1463,137.417,110.076,0
ecgclass__app3,4.1460,138.251,111.142,0
ecgclass__app6,4.1446,139.877,111.314,0
