task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,3,1,0.0,0.3736,373.538,373.538,368.7683,359.0012,0.0029,4.0784,4.7697,1775515975424985608,0
ecgclass,3,1,0.3736,0.4668,93.2302,93.2302,85.6845,83.8205,0.0024,7.0891,7.5457,1775515975801544664,0
ecgclass,3,1,0.4668,0.5576,90.7185,90.7185,84.2534,83.1288,0.0024,5.9605,6.4651,1775515975893656186,0
ecgclass,3,1,0.5576,0.6474,89.817,89.817,84.5051,83.2535,0.0024,4.7607,5.312,1775515975983184839,0
ecgclass,3,1,0.6474,0.7374,89.9692,89.9692,84.7317,83.1118,0.0021,4.7865,5.2375,1775515976073036824,0
ecgclass,3,1,0.7374,0.8286,91.1982,91.1982,84.8983,83.1036,0.0028,5.8398,6.2999,1775515976164066841,0
ecgclass,3,1,0.8286,0.9178,89.2563,89.2563,84.297,83.1953,0.0024,4.4954,4.9593,1775515976253928678,0
ecgclass,3,1,0.9178,1.0089,91.0857,91.0857,84.3818,83.2282,0.0018,6.2706,6.7039,1775515976344968964,0
ecgclass,3,1,1.0089,1.1008,91.8932,91.8932,84.3561,83.2001,0.002,7.1018,7.5371,1775515976436894259,0
ecgclass,3,1,1.1008,1.1922,91.4128,91.4128,84.6806,83.098,0.0036,6.0985,6.7321,1775515976527790770,0
ecgclass,3,1,1.1923,1.2855,93.2491,93.2491,85.178,83.5626,0.0045,7.3755,8.0711,1775515976620491347,0
ecgclass,3,1,1.2855,1.3757,90.2147,90.2147,85.0244,83.4421,0.0048,4.5347,5.1903,1775515976710910227,0
ecgclass,3,1,1.3757,1.466,90.2684,90.2684,84.7741,83.446,0.0023,5.0457,5.4942,1775515976801646721,0
ecgclass,3,1,1.466,1.5555,89.4969,89.4969,84.1808,83.1192,0.0021,4.8616,5.3161,1775515976891740708,0
ecgclass,3,1,1.5555,1.6472,91.691,91.691,84.834,83.6135,0.0029,6.3787,6.8571,1775515976982761443,0
ecgclass,3,1,1.6472,1.7363,89.0481,89.0481,84.2342,83.205,0.0019,4.4119,4.8139,1775515977072493565,0
ecgclass,3,1,1.7363,1.8271,90.8184,90.8184,84.2422,83.1759,0.0023,6.1324,6.5762,1775515977163268390,0
ecgclass,3,1,1.8271,1.9168,89.6928,89.6928,84.22,83.2067,0.0023,5.0356,5.4728,1775515977252996801,0
ecgclass,3,1,1.9168,2.0103,93.4999,93.4999,84.1859,83.173,0.0022,8.8902,9.314,1775515977346550935,0
ecgclass,3,1,2.0103,2.1028,92.5269,92.5269,84.6463,83.4174,0.0026,7.4353,7.8806,1775515977438602895,0
ecgclass,3,1,2.1028,2.1974,94.532,94.532,84.5608,83.1901,0.0037,9.3129,9.9712,1775515977533015595,0
ecgclass,3,1,2.1974,2.2883,90.8697,90.8697,84.4218,83.2604,0.0027,5.9376,6.4478,1775515977624182578,0
ecgclass,3,1,2.2883,2.3783,90.0223,90.0223,84.5472,83.1503,0.0033,4.8521,5.4751,1775515977713976671,0
ecgclass,3,1,2.3783,2.4695,91.2449,91.2449,84.4244,83.2573,0.0025,6.2702,6.8205,1775515977805428306,0
ecgclass,3,1,2.4695,2.5628,93.2024,93.2024,84.9213,83.4154,0.0043,7.5831,8.2811,1775515977897995548,0
ecgclass,3,1,2.5628,2.6538,91.0287,91.0287,84.4307,83.3067,0.0026,6.0956,6.598,1775515977989721093,0
ecgclass,3,1,2.6538,2.7448,90.9777,90.9777,84.6633,83.2048,0.0024,5.8386,6.3143,1775515978080503309,0
ecgclass,3,1,2.7448,2.8341,89.2735,89.2735,84.2457,83.1294,0.0022,4.5187,5.0277,1775515978170170298,0
ecgclass,3,1,2.8341,2.9248,90.7178,90.7178,84.2762,83.1473,0.0026,5.9164,6.4416,1775515978260851429,0
ecgclass,3,1,2.9248,3.0169,92.1376,92.1376,84.4372,83.2597,0.003,7.2672,7.7004,1775515978352930140,0
ecgclass,3,1,3.0169,3.1073,90.3413,90.3413,84.1246,83.0434,0.0024,5.8098,6.2167,1775515978443618672,0
ecgclass,3,1,3.1073,3.1989,91.567,91.567,84.7246,83.4405,0.0031,6.3343,6.8424,1775515978534492362,0
ecgclass,3,1,3.1989,3.2925,93.6754,93.6754,84.6454,83.275,0.0041,8.4121,9.0299,1775515978628146870,0
ecgclass,3,1,3.2926,3.3854,92.8683,92.8683,84.7055,83.3852,0.0022,7.6375,8.1629,1775515978721057807,0
ecgclass,3,1,3.3854,3.4811,95.6557,95.6557,84.3305,83.1701,0.0022,10.8521,11.3252,1775515978817151009,0
ecgclass,3,1,3.4811,3.5752,94.1148,94.1148,84.3348,83.1882,0.0021,9.3243,9.78,1775515978911288938,0
ecgclass,3,1,3.5752,3.6643,89.0853,89.0853,84.1711,83.1381,0.0022,4.4339,4.9142,1775515979000522298,0
ecgclass,3,1,3.6643,3.7559,91.5658,91.5658,84.9482,83.895,0.0023,6.1233,6.6177,1775515979091305763,0
ecgclass,3,1,3.7559,3.8456,89.7331,89.7331,84.3255,83.1061,0.0031,4.8597,5.4076,1775515979181615729,0
ecgclass,3,1,3.8456,3.9411,95.5012,95.5012,84.7494,83.4493,0.0031,10.2046,10.7517,1775515979276702009,0
ecgclass,3,1,3.9411,4.0324,91.2218,91.2218,84.2547,83.1783,0.002,6.5358,6.9671,1775515979368543750,0
ecgclass,3,1,4.0324,4.1232,90.8678,90.8678,84.5884,83.2931,0.0022,5.7299,6.2793,1775515979458968270,0
ecgclass,3,1,4.1233,4.2128,89.5016,89.5016,84.2477,83.1466,0.0018,4.739,5.2539,1775515979548855748,0
ecgclass,3,1,4.2128,4.3039,91.166,91.166,84.6555,83.2724,0.0037,5.8546,6.5105,1775515979639481127,0
ecgclass,3,1,4.3039,4.3954,91.4452,91.4452,84.8192,83.4697,0.0024,6.0754,6.6261,1775515979730879419,0
ecgclass,3,1,4.3954,4.4886,93.189,93.189,84.2468,83.1585,0.0021,8.4879,8.9422,1775515979824747696,0
ecgclass,3,1,4.4886,4.578,89.3757,89.3757,84.2582,83.1516,0.002,4.5619,5.1176,1775515979914020488,0
ecgclass,3,1,4.578,4.6691,91.1081,91.1081,84.6647,83.1244,0.0022,5.9006,6.4434,1775515980004744831,0
ecgclass,3,1,4.6691,4.7587,89.5572,89.5572,84.2347,83.1379,0.0023,4.8273,5.3225,1775515980094788595,0
ecgclass,3,1,4.7587,4.8497,91.0597,91.0597,84.5776,83.3867,0.0026,5.9783,6.4821,1775515980185504678,0
ecgclass,3,1,4.8497,4.9392,89.504,89.504,84.276,83.1661,0.0026,4.7209,5.228,1775515980275315783,0
ecgclass,3,1,4.9392,5.0302,90.9824,90.9824,84.2793,83.2348,0.002,6.2571,6.7031,1775515980366366030,0
ecgclass,3,1,5.0302,5.1247,94.4667,94.4667,84.7529,83.6839,0.0025,9.2468,9.7137,1775515980460346492,0
ecgclass,3,1,5.1247,5.2151,90.4257,90.4257,84.2815,83.1337,0.0029,5.62,6.1443,1775515980551195311,0
ecgclass,3,1,5.2151,5.305,89.8924,89.8924,84.5121,83.2064,0.0039,4.765,5.3803,1775515980640776185,0
ecgclass,3,1,5.3051,5.3971,92.0823,92.0823,84.5459,83.3521,0.0029,6.9394,7.5364,1775515980732853486,0
ecgclass,3,1,5.3971,5.4867,89.5314,89.5314,84.2866,83.1932,0.0021,4.7615,5.2448,1775515980822766925,0
ecgclass,3,1,5.4867,5.5764,89.7174,89.7174,84.6486,83.1032,0.0022,4.6458,5.0688,1775515980912190603,0
ecgclass,3,1,5.5764,5.6685,92.0551,92.0551,84.3041,83.1885,0.0028,7.2825,7.751,1775515981004553316,0
ecgclass,3,1,5.6685,5.762,93.5547,93.5547,84.3488,83.2291,0.0024,8.6093,9.206,1775515981097943883,0
ecgclass,3,1,5.762,5.8532,91.1601,91.1601,84.2815,83.1396,0.0024,6.3598,6.8786,1775515981189260452,0
ecgclass,3,1,5.8532,5.9443,91.1098,91.1098,84.4073,83.1749,0.0039,6.145,6.7025,1775515981280214354,0
ecgclass,3,1,5.9443,6.0395,95.2122,95.2122,84.3942,83.2345,0.0022,10.3266,10.8181,1775515981375515183,0
ecgclass,3,1,6.0395,6.1305,90.9188,90.9188,84.3503,83.2173,0.0025,6.0861,6.5685,1775515981466496398,0
ecgclass,3,1,6.1305,6.2213,90.8604,90.8604,84.3233,83.2424,0.0027,6.1042,6.537,1775515981557442530,0
ecgclass,3,1,6.2213,6.314,92.6681,92.6681,84.7338,83.4462,0.0023,7.4723,7.9343,1775515981649679528,0
ecgclass,3,1,6.314,6.4074,93.3697,93.3697,84.9116,83.3757,0.0042,7.7362,8.4581,1775515981742620656,0
ecgclass,3,1,6.4074,6.4999,92.545,92.545,84.4988,83.3697,0.0025,7.5312,8.0462,1775515981835796524,0
ecgclass,3,1,6.5,6.5963,96.3821,96.3821,84.9651,83.7811,0.0023,10.9816,11.417,1775515981931802703,0
ecgclass,3,1,6.5964,6.688,91.687,91.687,84.3379,83.1901,0.0027,6.8042,7.349,1775515982024016900,0
ecgclass,3,1,6.688,6.782,93.9829,93.9829,84.7106,83.4629,0.0025,8.7943,9.2723,1775515982117703700,0
ecgclass,3,1,6.782,6.88,97.934,97.934,85.0848,83.3661,0.0045,12.1582,12.8492,1775515982215059966,0
ecgclass,3,1,6.88,6.9742,94.1861,94.1861,85.0857,83.4879,0.0039,8.4298,9.1004,1775515982309278029,0
ecgclass,3,1,6.9742,7.0643,90.1046,90.1046,84.6056,83.3843,0.0027,4.8592,5.499,1775515982399907228,0
ecgclass,3,1,7.0643,7.1596,95.2721,95.2721,84.6004,83.2669,0.0037,10.042,10.6717,1775515982495207106,0
ecgclass,3,1,7.1596,7.2564,96.7944,96.7944,84.9092,83.5008,0.0043,11.2336,11.8851,1775515982591683965,0
ecgclass,3,1,7.2564,7.3507,94.3198,94.3198,85.0084,83.4262,0.0046,8.652,9.3115,1775515982685906758,0
ecgclass,3,1,7.3507,7.4428,92.0961,92.0961,85.0754,83.4887,0.0047,6.2993,7.0207,1775515982777886285,0
ecgclass,3,1,7.4428,7.5356,92.7637,92.7637,85.0593,83.3195,0.0019,7.257,7.7043,1775515982870950748,0
ecgclass,3,1,7.5356,7.6261,90.5375,90.5375,84.4849,83.3399,0.0022,5.5707,6.0526,1775515982962037867,0
