task,send_elapsed_s,latency_ms,server_exec_ms,worker_id,has_adapter
ecgclass,0.0002,460.440,456.508,0,1
ecgclass__app1,0.0003,565.327,123.360,0,1
ecgclass__app2,0.0004,568.697,126.911,0,0
ecgclass__app3,0.0005,572.948,131.277,0,0
ecgclass__app4,0.0006,576.088,134.517,0,0
ecgclass__app5,0.0006,579.468,137.982,0,0
ecgclass__app6,0.0007,583.663,142.212,0,0
ecgclass__app7,0.0007,592.478,151.024,0,0
ecgclass__app8,0.0020,593.999,153.934,0,0
ecgclass__app9,0.0022,599.406,159.449,0,0
ecgclass__app7,0.5932,135.328,129.815,0,0
ecgclass__app1,0.5657,163.042,129.917,0,1
ecgclass__app6,0.5844,144.680,130.117,0,0
ecgclass__app4,0.5767,152.811,130.825,0,0
ecgclass__app3,0.5735,156.231,131.016,0,0
ecgclass__app8,0.5961,133.912,131.119,0,0
ecgclass__app5,0.5801,149.933,131.208,0,0
ecgclass,0.4607,270.603,133.026,0,1
ecgclass__app2,0.5691,162.623,133.690,0,0
ecgclass__app9,0.6016,159.338,37.089,0,0
ecgclass__app6,0.7291,158.168,129.310,0,0
ecgclass,0.7313,157.982,130.284,0,1
ecgclass__app5,0.7300,159.512,130.411,0,0
ecgclass__app4,0.7295,160.163,130.682,0,0
ecgclass__app3,0.7297,160.229,131.160,0,0
ecgclass__app8,0.7300,160.051,131.464,0,0
ecgclass__app7,0.7286,161.990,132.733,0,0
ecgclass__app2,0.7318,158.899,132.803,0,0
ecgclass__app1,0.7287,162.356,133.412,0,1
ecgclass__app9,0.7610,159.450,36.781,0,0
ecgclass__app2,0.8907,155.297,128.483,0,0
ecgclass__app7,0.8906,156.988,129.327,0,0
ecgclass__app1,0.8911,156.943,129.813,0,1
ecgclass__app3,0.8900,158.181,129.908,0,0
ecgclass__app8,0.8900,158.304,129.934,0,0
ecgclass__app4,0.8896,158.781,130.115,0,0
ecgclass__app6,0.8872,161.231,130.251,0,0
ecgclass,0.8893,159.741,131.545,0,1
ecgclass__app5,0.8896,160.278,132.413,0,0
ecgclass__app9,0.9204,158.599,37.664,0,0
ecgclass__app7,1.0476,158.588,129.983,0,0
ecgclass__app2,1.0460,161.521,130.626,0,0
ecgclass__app5,1.0498,157.919,130.705,0,0
ecgclass__app8,1.0484,159.507,131.067,0,0
ecgclass,1.0490,159.137,131.507,0,1
ecgclass__app1,1.0481,160.345,132.001,0,1
ecgclass__app6,1.0485,160.233,132.264,0,0
ecgclass__app3,1.0481,160.643,132.332,0,0
ecgclass__app4,1.0484,161.299,133.743,0,0
ecgclass__app9,1.0791,159.698,37.690,0,0
ecgclass,1.2082,158.575,130.543,0,1
ecgclass__app3,1.2088,158.102,130.720,0,0
ecgclass__app2,1.2075,159.648,130.880,0,0
ecgclass__app6,1.2087,159.026,131.531,0,0
ecgclass__app5,1.2078,160.247,131.573,0,0
ecgclass__app1,1.2084,159.894,131.917,0,1
ecgclass__app4,1.2097,158.640,131.974,0,0
ecgclass__app8,1.2079,160.556,132.030,0,0
ecgclass__app7,1.2062,162.565,132.972,0,0
ecgclass__app9,1.2388,159.805,37.993,0,0
ecgclass,1.3668,158.139,128.531,0,1
ecgclass__app1,1.3683,156.759,128.971,0,1
ecgclass__app4,1.3684,157.121,129.691,0,0
ecgclass__app6,1.3678,157.849,129.808,0,0
ecgclass__app7,1.3688,157.221,130.448,0,0
ecgclass__app5,1.3680,158.991,131.407,0,0
ecgclass__app2,1.3672,160.097,131.643,0,0
ecgclass__app8,1.3684,159.810,132.721,0,0
ecgclass__app3,1.3669,161.418,132.821,0,0
ecgclass__app9,1.3986,158.813,38.201,0,0
ecgclass,1.5249,159.710,130.330,0,1
ecgclass__app3,1.5283,157.718,130.974,0,0
ecgclass__app1,1.5251,161.051,131.014,0,1
ecgclass__app2,1.5273,159.011,131.207,0,0
ecgclass__app4,1.5255,161.181,131.608,0,0
ecgclass__app7,1.5260,160.762,131.680,0,0
ecgclass__app8,1.5282,158.569,131.770,0,0
ecgclass__app6,1.5256,161.432,131.816,0,0
ecgclass__app5,1.5270,160.249,133.135,0,0
ecgclass__app9,1.5574,159.468,37.742,0,0
ecgclass__app6,1.6871,157.492,130.099,0,0
ecgclass__app1,1.6861,158.577,130.314,0,1
ecgclass__app4,1.6867,158.618,131.424,0,0
ecgclass__app3,1.6861,159.755,131.849,0,0
ecgclass,1.6847,162.517,132.931,0,1
ecgclass__app5,1.6873,160.235,133.024,0,0
ecgclass__app8,1.6868,160.780,133.224,0,0
ecgclass__app2,1.6863,161.493,133.254,0,0
ecgclass__app7,1.6868,161.303,133.411,0,0
ecgclass__app9,1.7169,160.271,37.573,0,0
ecgclass__app6,1.8446,159.726,129.886,0,0
ecgclass__app1,1.8447,161.141,131.004,0,1
ecgclass__app7,1.8481,158.172,131.578,0,0
ecgclass__app4,1.8453,161.005,131.702,0,0
ecgclass__app5,1.8475,159.297,132.434,0,0
ecgclass,1.8472,159.926,132.506,0,1
ecgclass__app8,1.8476,159.580,132.617,0,0
ecgclass__app3,1.8458,162.011,133.458,0,0
ecgclass__app2,1.8478,160.293,133.678,0,0
ecgclass__app9,1.8772,160.103,38.881,0,0
ecgclass__app8,2.0072,156.352,129.125,0,0
ecgclass__app3,2.0078,156.647,129.526,0,0
ecgclass,2.0071,157.485,129.614,0,1
ecgclass__app4,2.0064,158.667,129.765,0,0
ecgclass__app7,2.0063,158.995,129.953,0,0
ecgclass__app2,2.0081,157.238,129.977,0,0
ecgclass__app6,2.0043,161.114,130.156,0,0
ecgclass__app1,2.0059,159.606,130.245,0,1
ecgclass__app5,2.0069,159.702,132.357,0,0
ecgclass__app9,2.0373,158.263,35.153,0,0
ecgclass__app7,2.1653,158.025,130.595,0,0
ecgclass__app8,2.1636,161.217,131.509,0,0
ecgclass__app1,2.1655,159.407,131.792,0,1
ecgclass__app4,2.1650,160.242,132.071,0,0
ecgclass__app5,2.1666,158.971,132.776,0,0
ecgclass__app3,2.1645,162.098,133.783,0,0
ecgclass__app6,2.1654,161.468,134.054,0,0
ecgclass,2.1646,162.478,134.089,0,1
ecgclass__app2,2.1654,162.010,134.819,0,0
ecgclass__app9,2.1956,161.098,37.766,0,0
ecgclass__app7,2.3233,160.636,130.183,0,0
ecgclass__app2,2.3274,157.661,130.587,0,0
ecgclass__app1,2.3249,160.427,130.922,0,1
ecgclass__app3,2.3266,158.926,131.204,0,0
ecgclass__app6,2.3269,159.075,132.028,0,0
ecgclass__app5,2.3255,160.830,132.252,0,0
ecgclass,2.3271,159.480,132.340,0,1
ecgclass__app4,2.3253,161.360,132.418,0,0
ecgclass__app8,2.3248,162.816,133.953,0,0
ecgclass__app9,2.3567,160.019,38.635,0,0
ecgclass__app8,2.4876,156.474,129.529,0,0
ecgclass__app4,2.4867,157.584,129.724,0,0
ecgclass__app6,2.4860,158.642,130.227,0,0
ecgclass__app7,2.4840,160.912,130.655,0,0
ecgclass__app2,2.4851,160.068,130.824,0,0
ecgclass__app1,2.4854,160.045,131.062,0,1
ecgclass,2.4866,159.014,131.373,0,1
ecgclass__app3,2.4855,160.127,131.406,0,0
ecgclass__app5,2.4864,159.334,131.492,0,0
ecgclass__app9,2.5167,158.861,37.119,0,0
ecgclass__app8,2.6441,158.068,129.666,0,0
ecgclass,2.6456,157.435,130.115,0,1
ecgclass__app3,2.6457,157.509,130.145,0,0
ecgclass__app5,2.6457,157.747,130.233,0,0
ecgclass__app4,2.6442,159.584,130.397,0,0
ecgclass__app7,2.6449,158.987,130.453,0,0
ecgclass__app1,2.6454,158.542,130.531,0,1
ecgclass__app6,2.6447,159.544,131.112,0,0
ecgclass__app2,2.6451,159.963,132.653,0,0
ecgclass__app9,2.6756,158.615,36.737,0,0
ecgclass__app6,2.8042,157.926,130.391,0,0
ecgclass__app2,2.8051,158.057,131.120,0,0
ecgclass__app3,2.8032,160.313,131.399,0,0
ecgclass__app7,2.8039,159.982,131.710,0,0
ecgclass__app1,2.8040,160.028,131.847,0,1
ecgclass__app8,2.8022,161.860,131.885,0,0
ecgclass,2.8031,161.586,133.167,0,1
ecgclass__app4,2.8038,161.047,133.586,0,0
ecgclass__app5,2.8035,162.526,134.841,0,0
ecgclass__app9,2.8342,160.858,37.980,0,0
ecgclass__app1,2.9640,156.821,128.536,0,1
ecgclass__app8,2.9641,157.377,128.787,0,0
ecgclass__app6,2.9622,159.387,128.934,0,0
ecgclass__app4,2.9649,157.136,129.208,0,0
ecgclass,2.9647,158.096,130.171,0,1
ecgclass__app7,2.9639,158.972,130.275,0,0
ecgclass__app2,2.9632,159.941,130.315,0,0
ecgclass__app3,2.9635,159.966,130.469,0,0
ecgclass__app5,2.9660,157.575,130.551,0,0
ecgclass__app9,2.9951,158.391,38.650,0,0
ecgclass__app1,3.1208,159.304,129.721,0,1
ecgclass__app2,3.1231,157.833,130.122,0,0
ecgclass__app7,3.1229,158.206,130.326,0,0
ecgclass__app8,3.1215,159.665,130.394,0,0
ecgclass,3.1228,158.821,131.051,0,1
ecgclass__app3,3.1235,158.868,131.617,0,0
ecgclass__app6,3.1216,161.072,132.107,0,0
ecgclass__app4,3.1220,161.344,133.024,0,0
ecgclass__app5,3.1236,160.594,133.911,0,0
ecgclass__app9,3.1535,159.401,38.004,0,0
ecgclass__app3,3.2824,155.611,127.710,0,0
ecgclass__app6,3.2826,155.807,128.467,0,0
ecgclass__app7,3.2811,157.886,129.009,0,0
ecgclass__app1,3.2802,159.755,129.479,0,1
ecgclass__app2,3.2810,159.036,129.572,0,0
