task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_mps,4398,15.1655,10508.591,10537.695,13593.184,14180.458,6086.707,214.657,0.005,61.9,4083.178,4421.883
vocseg,no_sharing_mps,4446,15.331,10711.31,11116.061,14643.57,16450.027,5927.364,136.85,0.004,62.756,4453.198,4783.945
