task,send_time_s,latency_ms
gestureclass,0.0002,372.277
gestureclass,0.0437,410.680
gestureclass,0.0634,391.067
gestureclass,0.0864,368.103
gestureclass,0.0897,443.920
gestureclass,0.1002,433.557
gestureclass,0.1246,409.145
gestureclass,0.1451,478.997
gestureclass,0.1496,474.473
gestureclass,0.2117,412.369
gestureclass,0.2124,502.556
gestureclass,0.2349,480.065
gestureclass,0.2375,477.451
gestureclass,0.2865,518.701
gestureclass,0.2880,517.156
gestureclass,0.3191,486.138
gestureclass,0.3227,572.677
gestureclass,0.4137,481.664
gestureclass,0.4252,470.222
gestureclass,0.4487,537.395
gestureclass,0.4755,510.577
gestureclass,0.4817,504.471
gestureclass,0.5098,566.954
gestureclass,0.5252,551.563
gestureclass,0.5795,497.296
gestureclass,0.5810,586.321
gestureclass,0.6886,478.717
gestureclass,0.7053,462.041
gestureclass,0.7106,549.751
gestureclass,0.7222,538.158
gestureclass,0.7474,512.957
gestureclass,0.7682,582.802
gestureclass,0.8094,541.603
gestureclass,0.8542,496.839
gestureclass,0.8737,567.737
gestureclass,0.9051,536.371
gestureclass,0.9188,522.710
gestureclass,0.9211,610.641
gestureclass,0.9317,600.006
gestureclass,0.9373,594.446
gestureclass,0.9770,644.620
gestureclass,0.9814,640.244
gestureclass,1.0066,615.034
gestureclass,1.0527,658.831
gestureclass,1.0550,656.525
gestureclass,1.0739,637.671
gestureclass,1.1263,675.005
gestureclass,1.1366,664.704
gestureclass,1.1470,654.397
gestureclass,1.1593,732.114
gestureclass,1.1640,727.402
gestureclass,1.1670,724.473
gestureclass,1.2300,750.982
gestureclass,1.2776,703.446
gestureclass,1.2898,691.228
gestureclass,1.2962,775.330
gestureclass,1.3237,747.913
gestureclass,1.4092,662.421
gestureclass,1.4527,709.212
gestureclass,1.4625,699.426
gestureclass,1.4756,686.400
gestureclass,1.4980,754.936
gestureclass,1.5126,740.416
gestureclass,1.5190,733.994
gestureclass,1.5254,817.525
gestureclass,1.5469,795.965
gestureclass,1.6173,725.643
gestureclass,1.6206,813.572
gestureclass,1.6445,789.712
gestureclass,1.6977,736.489
gestureclass,1.6979,826.519
gestureclass,1.7083,816.082
gestureclass,1.7351,789.281
gestureclass,1.7807,833.818
gestureclass,1.8383,776.266
gestureclass,1.8436,770.934
gestureclass,1.8459,857.878
gestureclass,1.8522,851.634
gestureclass,1.8684,835.365
gestureclass,1.8737,920.753
gestureclass,1.8820,912.564
gestureclass,1.9106,883.934
gestureclass,1.9107,974.007
gestureclass,1.9471,937.648
gestureclass,1.9472,937.556
gestureclass,1.9659,1008.738
gestureclass,1.9671,1007.458
gestureclass,1.9734,1001.216
gestureclass,1.9852,1079.708
gestureclass,2.0292,1035.689
gestureclass,2.0335,1031.415
gestureclass,2.1123,1043.013
gestureclass,2.1546,1000.767
gestureclass,2.1559,999.493
gestureclass,2.1559,1089.376
gestureclass,2.1602,1085.094
gestureclass,2.1794,1065.901
gestureclass,2.3029,1032.639
gestureclass,2.3099,1025.679
gestureclass,2.3378,997.729
gestureclass,2.3392,1086.154
gestureclass,2.3705,1054.775
gestureclass,2.4099,1015.451
gestureclass,2.4558,1059.347
gestureclass,2.4994,1015.820
gestureclass,2.5326,982.625
gestureclass,2.5339,1071.317
gestureclass,2.5506,1054.668
gestureclass,2.5591,1046.182
gestureclass,2.5696,1126.347
gestureclass,2.6143,1081.698
gestureclass,2.6569,1039.138
gestureclass,2.6803,1106.095
gestureclass,2.6847,1101.722
gestureclass,2.7070,1079.466
gestureclass,2.7133,1162.594
gestureclass,2.7430,1132.945
gestureclass,2.7469,1129.126
gestureclass,2.7706,1195.385
gestureclass,2.7811,1185.004
gestureclass,2.7812,1184.898
gestureclass,2.8088,1248.214
gestureclass,2.8112,1245.766
gestureclass,2.8974,1159.619
gestureclass,2.9106,1237.200
gestureclass,2.9173,1230.470
gestureclass,2.9217,1226.155
gestureclass,2.9362,1301.119
gestureclass,2.9636,1273.808
gestureclass,2.9991,1238.320
gestureclass,3.0164,1311.239
gestureclass,3.0851,1242.660
gestureclass,3.1157,1212.054
gestureclass,3.1191,1298.451
gestureclass,3.1841,1233.485
gestureclass,3.1924,1225.169
gestureclass,3.2605,1247.637
gestureclass,3.2658,1242.375
gestureclass,3.2770,1231.243
gestureclass,3.2993,1298.842
gestureclass,3.3008,1297.421
gestureclass,3.3547,1243.471
gestureclass,3.3623,1325.879
gestureclass,3.3675,1320.675
gestureclass,3.3688,1319.401
gestureclass,3.3701,1408.365
gestureclass,3.3701,1408.319
gestureclass,3.3777,1400.818
gestureclass,3.3851,1483.645
gestureclass,3.4058,1462.975
gestureclass,3.4523,1416.504
gestureclass,3.4750,1483.814
gestureclass,3.4963,1462.479
gestureclass,3.5081,1450.738
gestureclass,3.5268,1523.540
gestureclass,3.5432,1507.196
gestureclass,3.5444,1505.941
gestureclass,3.5497,1595.244
gestureclass,3.5550,1589.975
gestureclass,3.5563,1588.671
gestureclass,3.5666,1670.501
gestureclass,3.5667,1670.450
gestureclass,3.5971,1640.067
gestureclass,3.6279,1701.893
gestureclass,3.6292,1700.564
gestureclass,3.6315,1698.291
gestureclass,3.6939,1728.875
gestureclass,3.7002,1722.639
gestureclass,3.7141,1708.758
gestureclass,3.7268,1786.643
gestureclass,3.7526,1760.854
gestureclass,3.7730,1740.513
gestureclass,3.8183,1787.637
gestureclass,3.8226,1783.409
gestureclass,3.8429,1763.129
gestureclass,3.8515,1846.248
gestureclass,3.8663,1831.482
gestureclass,3.9489,1748.889
gestureclass,3.9606,1829.516
gestureclass,3.9835,1806.686
gestureclass,3.9958,1794.399
gestureclass,4.0001,1880.662
gestureclass,4.0002,1880.602
gestureclass,4.0319,1848.914
gestureclass,4.0333,1931.774
gestureclass,4.0375,1927.519
gestureclass,4.0562,1908.901
gestureclass,4.0632,1983.905
gestureclass,4.0755,1971.603
gestureclass,4.0884,1958.868
gestureclass,4.0884,2046.459
gestureclass,4.1322,2002.769
gestureclass,4.2136,1921.311
gestureclass,4.2280,1995.986
gestureclass,4.2354,1988.615
gestureclass,4.2808,1943.212
gestureclass,4.2913,2025.387
gestureclass,4.3108,2005.987
gestureclass,4.3535,1963.222
gestureclass,4.3610,2038.880
gestureclass,4.3994,2000.415
gestureclass,4.4227,1977.152
gestureclass,4.4432,2046.365
gestureclass,4.4788,2010.826
gestureclass,4.4789,2010.745
gestureclass,4.4863,2094.258
gestureclass,4.4907,2089.937
gestureclass,4.4970,2083.639
gestureclass,4.5053,2165.181
gestureclass,4.5104,2160.151
gestureclass,4.5231,2147.419
gestureclass,4.5295,2230.743
gestureclass,4.5408,2219.484
gestureclass,4.5544,2205.889
gestureclass,4.5597,2291.909
gestureclass,4.5803,2271.382
gestureclass,4.6023,2249.354
gestureclass,4.6334,2307.839
gestureclass,4.6377,2303.594
gestureclass,4.6580,2283.293
gestureclass,4.6852,2346.691
gestureclass,4.6865,2345.416
gestureclass,4.6984,2333.587
gestureclass,4.7169,2405.924
gestureclass,4.7223,2400.651
gestureclass,4.7596,2363.304
gestureclass,4.7850,2428.461
gestureclass,4.7893,2424.173
gestureclass,4.8016,2411.899
gestureclass,4.8683,2435.541
gestureclass,4.8840,2419.873
gestureclass,4.9130,2390.819
gestureclass,4.9620,2431.684
gestureclass,4.9743,2419.352
gestureclass,4.9756,2418.041
gestureclass,4.9809,2502.451
gestureclass,4.9946,2488.870
gestureclass,5.0063,2477.104
gestureclass,5.0221,2548.263
gestureclass,5.0499,2520.747
gestureclass,5.0801,2490.535
gestureclass,5.1006,2534.715
gestureclass,5.1575,2477.782
gestureclass,5.2293,2405.988
gestureclass,5.2560,2430.883
gestureclass,5.2944,2392.519
gestureclass,5.3048,2382.126
gestureclass,5.3081,2468.078
gestureclass,5.3249,2451.310
gestureclass,5.3767,2399.529
gestureclass,5.3800,2491.882
gestureclass,5.3882,2483.628
gestureclass,5.4086,2463.361
gestureclass,5.4200,2534.256
gestureclass,5.4213,2532.910
gestureclass,5.5045,2449.799
gestureclass,5.5199,2509.678
gestureclass,5.5256,2504.109
gestureclass,5.5359,2493.828
gestureclass,5.5360,2576.778
gestureclass,5.5524,2560.403
gestureclass,5.5851,2527.722
gestureclass,5.6015,2600.969
gestureclass,5.6305,2572.057
gestureclass,5.6442,2558.365
gestureclass,5.6735,2596.354
gestureclass,5.6872,2582.700
gestureclass,5.7080,2561.986
gestureclass,5.7468,2592.219
gestureclass,5.8348,2504.216
gestureclass,5.8452,2493.847
gestureclass,5.9140,2510.788
gestureclass,5.9165,2508.435
gestureclass,5.9343,2490.613
gestureclass,5.9482,2566.194
gestureclass,5.9662,2548.230
gestureclass,6.0030,2511.415
gestureclass,6.0134,2590.758
gestureclass,6.0964,2507.786
gestureclass,6.1123,2491.944
gestureclass,6.1415,2552.885
gestureclass,6.1609,2533.569
gestureclass,6.1754,2519.047
gestureclass,6.1861,2600.078
gestureclass,6.1862,2599.967
gestureclass,6.2648,2521.398
gestureclass,6.2853,2591.056
gestureclass,6.3414,2535.085
gestureclass,6.4221,2454.432
gestureclass,6.4530,2513.255
gestureclass,6.4627,2503.500
gestureclass,6.4749,2491.352
gestureclass,6.4772,2579.623
gestureclass,6.5248,2532.080
gestureclass,6.5483,2508.606
gestureclass,6.6032,2543.778
gestureclass,6.6516,2495.435
gestureclass,6.6519,2495.096
gestureclass,6.6877,2550.742
gestureclass,6.6902,2548.301
gestureclass,6.6915,2546.974
gestureclass,6.7162,2612.619
gestureclass,6.7271,2601.738
gestureclass,6.7586,2570.200
gestureclass,6.8238,2596.094
gestureclass,6.8351,2584.713
gestureclass,6.8528,2567.054
gestureclass,6.8529,2656.795
gestureclass,6.8582,2651.504
gestureclass,6.8807,2629.058
gestureclass,6.8807,2719.316
gestureclass,6.9014,2698.641
gestureclass,6.9217,2678.385
gestureclass,6.9230,2770.610
gestureclass,6.9750,2718.614
gestureclass,7.0046,2688.993
gestureclass,7.0521,2731.905
gestureclass,7.0555,2728.546
gestureclass,7.0841,2699.971
gestureclass,7.0925,2781.403
gestureclass,7.1528,2721.101
gestureclass,7.1667,2707.235
gestureclass,7.1860,2778.769
gestureclass,7.1924,2772.482
gestureclass,7.2049,2759.929
gestureclass,7.2326,2824.090
gestureclass,7.2551,2801.684
gestureclass,7.2552,2801.549
gestureclass,7.2553,2892.550
gestureclass,7.2674,2880.468
gestureclass,7.2972,2850.664
gestureclass,7.3160,2922.181
gestureclass,7.3203,2917.870
gestureclass,7.3540,2884.171
gestureclass,7.4203,2908.208
gestureclass,7.4288,2899.708
gestureclass,7.4411,2887.361
gestureclass,7.4535,2965.539
gestureclass,7.4599,2959.202
gestureclass,7.4685,2950.537
gestureclass,7.4759,3024.950
gestureclass,7.4802,3020.651
gestureclass,7.4804,3020.468
gestureclass,7.4876,3054.180
gestureclass,7.5307,3011.116
gestureclass,7.5390,3002.807
gestureclass,7.5443,3040.561
gestureclass,7.5758,3009.128
gestureclass,7.5861,2998.782
gestureclass,7.6145,3015.007
gestureclass,7.6375,2992.060
gestureclass,7.6609,2968.698
gestureclass,7.6684,3005.909
gestureclass,7.6866,2987.749
gestureclass,7.7443,2930.052
gestureclass,7.7701,2948.902
gestureclass,7.7956,2923.446
gestureclass,7.8071,2911.933
gestureclass,7.8306,2932.670
gestureclass,7.8455,2917.803
gestureclass,7.8488,2914.471
gestureclass,7.8561,2950.887
gestureclass,7.8595,2947.585
gestureclass,7.8808,2926.294
gestureclass,7.8831,2966.295
gestureclass,7.8845,2964.905
gestureclass,7.8889,2960.566
gestureclass,7.8993,2992.772
gestureclass,7.9026,2989.457
gestureclass,7.9288,2963.298
gestureclass,7.9442,2992.009
gestureclass,8.0459,2890.319
gestureclass,8.1149,2821.262
gestureclass,8.1286,2852.201
gestureclass,8.1419,2838.918
gestureclass,8.1442,2836.620
gestureclass,8.1765,2848.184
gestureclass,8.2470,2777.696
gestureclass,8.2604,2764.347
gestureclass,8.2925,2775.666
gestureclass,8.2926,2775.594
gestureclass,8.4407,2627.555
gestureclass,8.4430,2668.309
gestureclass,8.4741,2637.220
gestureclass,8.4742,2637.148
gestureclass,8.4805,2673.066
gestureclass,8.4889,2664.708
gestureclass,8.5104,2643.273
gestureclass,8.5107,2685.381
gestureclass,8.5206,2675.465
gestureclass,8.5250,2671.123
gestureclass,8.5273,2712.121
gestureclass,8.5608,2678.694
gestureclass,8.5705,2669.017
gestureclass,8.5728,2711.219
gestureclass,8.5846,2699.382
gestureclass,8.5889,2695.117
gestureclass,8.5890,2739.607
gestureclass,8.5903,2738.327
gestureclass,8.6144,2714.193
gestureclass,8.6146,2758.063
gestureclass,8.6236,2749.026
gestureclass,8.6379,2734.770
gestureclass,8.6442,2771.496
gestureclass,8.6602,2755.533
gestureclass,8.6966,2719.141
gestureclass,8.7093,2748.520
gestureclass,8.7211,2736.797
gestureclass,8.7241,2733.801
gestureclass,8.7366,2764.227
gestureclass,8.7831,2717.680
gestureclass,8.7944,2706.426
gestureclass,8.8088,2736.408
gestureclass,8.8671,2678.115
gestureclass,8.8749,2670.337
gestureclass,8.8749,2714.791
gestureclass,8.9171,2672.682
gestureclass,8.9310,2658.813
gestureclass,8.9344,2700.020
gestureclass,8.9357,2698.675
gestureclass,8.9502,2684.246
gestureclass,8.9804,2698.221
gestureclass,8.9817,2696.887
gestureclass,8.9830,2695.643
gestureclass,8.9853,2737.231
gestureclass,8.9886,2733.985
gestureclass,9.0088,2713.781
gestureclass,9.0092,2756.230
gestureclass,9.0481,2717.366
gestureclass,9.0977,2667.760
gestureclass,9.1982,2610.450
gestureclass,9.1983,2610.361
gestureclass,9.2028,2605.906
gestureclass,9.2172,2634.674
gestureclass,9.2186,2633.293
gestureclass,9.3008,2551.103
gestureclass,9.3684,2527.986
gestureclass,9.3811,2515.250
gestureclass,9.4221,2474.353
gestureclass,9.4635,2477.419
gestureclass,9.4779,2463.064
gestureclass,9.4875,2453.447
gestureclass,9.5285,2456.321
gestureclass,9.5405,2444.395
gestureclass,9.5895,2395.327
gestureclass,9.6102,2417.748
gestureclass,9.6246,2403.347
gestureclass,9.6337,2394.327
gestureclass,9.6406,2429.871
gestureclass,9.6449,2425.536
gestureclass,9.6450,2425.510
gestureclass,9.6514,2461.773
gestureclass,9.6515,2461.686
gestureclass,9.6569,2456.345
gestureclass,9.7232,2434.791
gestureclass,9.7728,2385.197
gestureclass,9.8205,2337.531
gestureclass,9.8278,2375.031
gestureclass,9.8881,2314.729
gestureclass,9.9107,2292.208
gestureclass,9.9121,2334.644
gestureclass,9.9175,2329.253
gestureclass,9.9391,2307.716
gestureclass,9.9425,2347.974
gestureclass,9.9448,2345.663
gestureclass,9.9734,2317.101
gestureclass,9.9735,2348.586
gestureclass,9.9753,2346.824
