task,send_time_s,latency_ms
ecgclass,0.0001,383.425
ecgclass,0.0809,395.602
ecgclass,0.1602,316.343
ecgclass,0.2379,238.629
ecgclass,0.2483,316.948
ecgclass,0.2509,314.408
ecgclass,0.2985,266.798
ecgclass,0.3463,309.327
ecgclass,0.4502,205.449
ecgclass,0.4526,203.061
ecgclass,0.4870,258.179
ecgclass,0.4894,255.798
ecgclass,0.5266,218.685
ecgclass,0.5843,252.275
ecgclass,0.5966,239.978
ecgclass,0.6383,198.304
ecgclass,0.6427,283.846
ecgclass,0.6461,280.514
ecgclass,0.6568,269.835
ecgclass,0.6862,331.501
ecgclass,0.6999,317.769
ecgclass,0.7416,276.086
ecgclass,0.7488,359.932
ecgclass,0.8108,297.972
ecgclass,0.8518,256.976
ecgclass,0.8736,323.663
ecgclass,0.8881,309.202
ecgclass,0.9026,294.740
ecgclass,0.9050,382.471
ecgclass,0.9104,377.097
ecgclass,0.9340,353.593
ecgclass,0.9476,430.240
ecgclass,0.9893,388.645
ecgclass,1.0120,365.952
ecgclass,1.0209,447.344
ecgclass,1.0353,433.016
ecgclass,1.0573,411.074
ecgclass,1.0686,489.404
ecgclass,1.0789,479.078
ecgclass,1.1084,449.639
ecgclass,1.1189,529.097
ecgclass,1.1627,485.399
ecgclass,1.2096,438.509
ecgclass,1.2454,492.574
ecgclass,1.2478,490.300
ecgclass,1.2860,452.085
ecgclass,1.3312,496.843
ecgclass,1.3682,459.824
ecgclass,1.3776,450.503
ecgclass,1.3881,529.690
ecgclass,1.3935,524.403
ecgclass,1.4058,512.150
ecgclass,1.4058,601.764
ecgclass,1.4114,596.243
ecgclass,1.4561,551.598
ecgclass,1.5893,508.799
ecgclass,1.6087,489.452
ecgclass,1.6172,480.984
ecgclass,1.6318,557.983
ecgclass,1.6422,547.633
ecgclass,1.6468,543.037
ecgclass,1.6833,596.305
ecgclass,1.7287,550.893
ecgclass,1.7793,500.300
ecgclass,1.9555,413.806
ecgclass,2.0269,342.525
ecgclass,2.0818,287.632
ecgclass,2.1156,345.210
ecgclass,2.1359,324.923
ecgclass,2.1373,323.601
ecgclass,2.1691,381.854
ecgclass,2.1896,361.388
ecgclass,2.2400,310.964
ecgclass,2.3075,333.133
ecgclass,2.3182,322.508
ecgclass,2.3205,320.220
ecgclass,2.3511,379.745
ecgclass,2.4364,294.489
ecgclass,2.4640,266.864
ecgclass,2.5342,286.885
ecgclass,2.5593,261.857
ecgclass,2.6040,217.268
ecgclass,2.6142,296.931
ecgclass,2.6177,293.490
ecgclass,2.6220,289.216
ecgclass,2.6262,375.008
ecgclass,2.6285,372.807
ecgclass,2.6854,315.907
ecgclass,2.7008,390.721
ecgclass,2.7134,378.079
ecgclass,2.7445,347.063
ecgclass,2.7502,431.644
ecgclass,2.8146,367.276
ecgclass,2.8584,323.542
ecgclass,2.8688,402.993
ecgclass,2.8751,396.661
ecgclass,2.8929,378.877
ecgclass,2.9028,459.383
ecgclass,2.9052,456.986
ecgclass,2.9219,440.343
ecgclass,2.9978,455.027
ecgclass,3.0308,421.983
ecgclass,3.1334,319.389
ecgclass,3.2027,339.075
ecgclass,3.2401,301.737
ecgclass,3.3007,241.170
ecgclass,3.3251,307.188
ecgclass,3.3611,271.238
ecgclass,3.3734,258.908
ecgclass,3.3809,341.734
ecgclass,3.4524,270.211
ecgclass,3.4570,265.662
