req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
0,0.0,site2,10.100.20.45:8040,chronostiny,diasbp,1770581013.9888508,1770581014.0130947,605.5467128753662,565.6671,0.015017,72.25891876220703,56.0
1,0.10002778549597109,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.0896976,1770581014.1254125,593.6298370361328,552.1113439999999,0.010604,0.0,0.0
2,0.20005557099194218,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.1889207,1770581014.6843603,515.4197216033936,14.861365,0.0026249999999999997,0.0,0.0
3,0.30008335648791334,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581014.289405,1770581014.3280985,650.00319480896,604.804986,0.014787999999999999,4.0,4.0
4,0.40011114198388437,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.3894465,1770581014.705618,338.03653717041016,12.142887,0.002572,0.0,0.0
5,0.5001389274798556,site2,10.100.20.45:8040,chronostiny,diasbp,1770581014.4899445,1770581014.606049,128.99494171142578,11.180183,0.004202,72.25891876220703,56.0
6,0.6001667129758267,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.5894163,1770581014.7282994,158.52594375610352,15.363481,0.002554,0.0,0.0
7,0.7001944984717977,site2,10.100.20.45:8030,chronosbase,heartrate,1770581014.6895094,1770581014.718067,522.8321552276611,489.894226,0.011217,73.77041625976562,69.0
8,0.8002222839677687,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.789147,1770581014.7950406,34.16609764099121,20.255295999999998,0.003786,0.0,0.0
9,0.9002500694637399,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.889528,1770581014.8965936,34.073591232299805,17.327457000000003,0.004075,0.0,0.0
10,1.000277854959711,site2,10.100.20.45:8000,momentbase,ecgclass,1770581014.9896,1770581014.9912367,15.245199203491211,8.445881,0.003457,0.0,0.0
11,1.1003056404556821,site2,10.100.20.45:8010,chronosbase,sysbp,1770581015.0891511,1770581015.113551,421.2663173675537,393.938909,0.010619,126.73700714111328,98.0
12,1.2003334259516534,site2,10.100.20.45:8030,chronosbase,heartrate,1770581015.1894016,1770581015.2170527,46.27537727355957,16.752009,0.0045460000000000006,73.77041625976562,69.0
13,1.3003612114476244,site2,10.100.20.45:8030,chronosbase,heartrate,1770581015.2899106,1770581015.2916663,24.044036865234375,16.122373,0.003909999999999999,73.77041625976562,69.0
14,1.4003889969435954,site2,10.100.20.45:8040,chronostiny,diasbp,1770581015.3892186,1770581015.3911417,11.589765548706055,6.121792,0.004008,72.25891876220703,56.0
15,1.5004167824395667,site2,10.100.20.45:8000,momentbase,ecgclass,1770581015.4900336,1770581015.4918356,17.087459564208984,12.404675000000001,0.003899,0.0,0.0
16,1.6004445679355375,site2,10.100.20.45:8000,momentbase,ecgclass,1770581015.5896845,1770581015.592046,14.396905899047852,9.924899,0.004854,0.0,0.0
17,1.7004723534315087,site2,10.100.20.45:8000,momentbase,ecgclass,1770581015.6893473,1770581015.693105,17.566442489624023,11.716792,0.007583,0.0,0.0
18,1.8005001389274797,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581015.790172,1770581015.7937412,24.522066116333008,18.603202999999997,0.006725999999999999,4.0,4.0
19,1.900527924423451,site2,10.100.20.45:8000,momentbase,ecgclass,1770581015.8899052,1770581015.893838,19.475221633911133,12.995838,0.008702999999999999,0.0,0.0
20,2.000555709919422,site2,10.100.20.45:8010,chronosbase,sysbp,1770581015.9896228,1770581015.9938967,18.062829971313477,11.800198,0.018167,126.73700714111328,98.0
21,2.100583495415393,site2,10.100.20.45:8000,momentbase,ecgclass,1770581016.0899198,1770581016.0937314,19.97995376586914,13.469099,0.00793,0.0,0.0
22,2.2006112809113643,site2,10.100.20.45:8000,momentbase,ecgclass,1770581016.1902444,1770581016.1937277,19.92654800415039,13.504837,0.007880000000000002,0.0,0.0
23,2.3006390664073355,site2,10.100.20.45:8030,chronosbase,heartrate,1770581016.2904627,1770581016.2948189,17.450809478759766,10.996455000000001,0.010397,73.77041625976562,69.0
24,2.4006668519033068,site2,10.100.20.45:8010,chronosbase,sysbp,1770581016.3901634,1770581016.3943343,16.285181045532227,10.411944,0.00795,126.73700714111328,98.0
25,2.5006946373992776,site2,10.100.20.45:8010,chronosbase,sysbp,1770581016.4898167,1770581016.4936738,15.218257904052734,9.629945000000001,0.009099999999999999,126.73700714111328,98.0
26,2.600722422895249,site2,10.100.20.45:8010,chronosbase,sysbp,1770581016.5903137,1770581016.5939102,17.1201229095459,11.444007000000001,0.008216999999999999,126.73700714111328,98.0
27,2.7007502083912196,site2,10.100.20.45:8000,momentbase,ecgclass,1770581016.6897676,1770581016.693593,23.6966609954834,16.491585999999998,0.00851,0.0,0.0
28,2.800777993887191,site2,10.100.20.45:8010,chronosbase,sysbp,1770581016.7898486,1770581016.7936823,17.734050750732422,11.383785,0.007764999999999999,126.73700714111328,98.0
29,2.900805779383162,site2,10.100.20.45:8030,chronosbase,heartrate,1770581016.889887,1770581016.8936806,18.278837203979492,12.552776999999999,0.008773000000000001,73.77041625976562,69.0
30,3.0008335648791333,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581016.9904597,1770581016.9944925,26.642322540283203,20.09167,0.008449,4.0,4.0
31,3.100861350375104,site2,10.100.20.45:8040,chronostiny,diasbp,1770581017.090397,1770581017.094577,15.083074569702148,8.071195999999999,0.009573,72.25891876220703,56.0
32,3.200889135871075,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.1897535,1770581017.193786,27.500391006469727,19.011343,0.008459,0.0,0.0
33,3.3009169213670466,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.2904875,1770581017.2942145,29.186248779296875,20.903966,0.00833,0.0,0.0
34,3.4009447068630174,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.3899076,1770581017.3935657,29.575824737548828,21.962031,0.008986,0.0,0.0
35,3.5009724923589887,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.4916918,1770581017.495519,33.57982635498047,24.646206,0.009399,0.0,0.0
36,3.6010002778549595,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.5904787,1770581017.5941918,33.074140548706055,24.451216000000002,0.008542000000000001,0.0,0.0
37,3.701028063350931,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581017.691752,1770581017.695966,23.67091178894043,16.93921,0.008347,4.0,4.0
38,3.801055848846902,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.7906651,1770581017.7937274,20.63441276550293,14.707703,0.006443,0.0,0.0
39,3.9010836343428728,site2,10.100.20.45:8000,momentbase,ecgclass,1770581017.8905249,1770581017.8945673,32.13763236999512,24.143397,0.008851999999999999,0.0,0.0
40,4.001111419838844,site2,10.100.20.45:8030,chronosbase,heartrate,1770581017.9909358,1770581017.9948149,19.39845085144043,13.322799,0.009089,73.77041625976562,69.0
41,4.101139205334816,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581018.0906017,1770581018.094326,27.460336685180664,21.408061999999997,0.007940000000000001,4.0,4.0
42,4.201166990830786,site2,10.100.20.45:8000,momentbase,ecgclass,1770581018.1912875,1770581018.1947598,29.39605712890625,22.184576,0.008104,0.0,0.0
43,4.301194776326757,site2,10.100.20.45:8000,momentbase,ecgclass,1770581018.2909422,1770581018.2943635,31.070947647094727,22.979691,0.008445,0.0,0.0
44,4.4012225618227285,site2,10.100.20.45:8040,chronostiny,diasbp,1770581018.390233,1770581018.3942468,17.458200454711914,10.06375,0.009545,72.25891876220703,56.0
45,4.5012503473187,site2,10.100.20.45:8010,chronosbase,sysbp,1770581018.4909208,1770581018.494651,19.55413818359375,13.089328,0.004173,126.73700714111328,98.0
46,4.601278132814671,site2,10.100.20.45:8000,momentbase,ecgclass,1770581018.590726,1770581018.5942333,30.18474578857422,22.96921,0.00852,0.0,0.0
47,4.701305918310641,site2,10.100.20.45:8040,chronostiny,diasbp,1770581018.6901772,1770581018.6940844,14.465093612670898,7.164766,0.005702,72.25891876220703,56.0
48,4.8013337038066135,site2,10.100.20.45:8000,momentbase,ecgclass,1770581018.7909184,1770581018.7946944,31.28838539123535,23.336123999999998,0.007927,0.0,0.0
49,4.901361489302584,site2,10.100.20.45:8030,chronosbase,heartrate,1770581018.8904119,1770581018.8943458,22.08709716796875,15.363430000000001,0.009656,73.77041625976562,69.0
50,5.001389274798555,site2,10.100.20.45:8000,momentbase,ecgclass,1770581018.9906673,1770581018.9943907,32.172441482543945,23.875784,0.008035,0.0,0.0
51,5.101417060294526,site2,10.100.20.45:8010,chronosbase,sysbp,1770581019.0910594,1770581019.0954592,24.796724319458008,17.080340999999997,0.009054,126.73700714111328,98.0
52,5.201444845790498,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581019.19118,1770581019.1952705,28.75232696533203,21.423357,0.004453,4.0,4.0
53,5.301472631286469,site2,10.100.20.45:8000,momentbase,ecgclass,1770581019.29234,1770581019.2961948,31.321287155151367,23.566899,0.008417,0.0,0.0
54,5.401500416782439,site2,10.100.20.45:8010,chronosbase,sysbp,1770581019.3919559,1770581019.3955903,25.236129760742188,18.517091,0.00815,126.73700714111328,98.0
55,5.50152820227841,site2,10.100.20.45:8010,chronosbase,sysbp,1770581019.4904044,1770581019.4940164,29.671669006347656,22.28491,0.007974,126.73700714111328,98.0
56,5.601555987774382,site2,10.100.20.45:8000,momentbase,ecgclass,1770581019.5923014,1770581019.5960507,31.65578842163086,23.450077,0.00824,0.0,0.0
57,5.701583773270352,site2,10.100.20.45:8020,momentlarge,gestureclass,1770581019.692183,1770581019.6964543,34.619808197021484,26.776678,0.008341,4.0,4.0
