task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,single_nyudepth,0.0,251.2798,240.6757,183.8363,0.0021,56.5401,2.3956,10.6041
nyudepth,single_nyudepth,0.0607,377.8923,184.5421,20.6275,0.0014,32.7459,187.851,193.3501
nyudepth,single_nyudepth,0.1196,321.5303,184.5421,20.6275,0.0014,32.7459,128.9546,136.9882
nyudepth,single_nyudepth,0.1791,267.4854,184.5421,20.6275,0.0014,32.7459,69.4234,82.9432
nyudepth,single_nyudepth,0.1861,260.5624,184.5421,20.6275,0.0014,32.7459,62.494,76.0203
nyudepth,single_nyudepth,0.1878,261.1401,184.5421,20.6275,0.0014,32.7459,60.7681,76.598
nyudepth,single_nyudepth,0.2241,343.6847,117.2677,5.9573,0.0014,22.2212,220.114,226.417
nyudepth,single_nyudepth,0.2594,310.6411,117.2677,5.9573,0.0014,22.2212,184.7708,193.3733
nyudepth,single_nyudepth,0.3373,235.0402,117.2677,5.9573,0.0014,22.2212,106.8466,117.7725
nyudepth,single_nyudepth,0.3396,237.3958,117.2677,5.9573,0.0014,22.2212,104.5818,120.128
nyudepth,single_nyudepth,0.3655,211.5114,117.2677,5.9573,0.0014,22.2212,78.6927,94.2437
nyudepth,single_nyudepth,0.3672,332.4873,119.9092,4.515,0.0012,23.0365,206.3351,212.5781
nyudepth,single_nyudepth,0.3961,306.2375,119.9092,4.515,0.0012,23.0365,177.424,186.3282
nyudepth,single_nyudepth,0.4386,268.9271,119.9092,4.515,0.0012,23.0365,134.9173,149.0179
nyudepth,single_nyudepth,0.4489,258.651,119.9092,4.515,0.0012,23.0365,124.6345,138.7418
nyudepth,single_nyudepth,0.4788,231.107,119.9092,4.515,0.0012,23.0365,94.7647,111.1978
nyudepth,single_nyudepth,0.4824,347.2247,119.9081,4.4767,0.0013,23.0456,223.1784,227.3167
nyudepth,single_nyudepth,0.485,358.7182,119.9081,4.4767,0.0013,23.0456,220.5122,238.8101
nyudepth,single_nyudepth,0.4928,350.9965,119.9081,4.4767,0.0013,23.0456,212.7826,231.0884
nyudepth,single_nyudepth,0.5152,333.9977,119.9081,4.4767,0.0013,23.0456,190.3028,214.0897
nyudepth,single_nyudepth,0.5251,324.1203,119.9081,4.4767,0.0013,23.0456,180.4197,204.2122
nyudepth,single_nyudepth,0.557,412.6654,119.1774,6.5435,0.0029,22.4769,281.4476,293.488
nyudepth,single_nyudepth,0.5623,407.326,119.1774,6.5435,0.0029,22.4769,276.0947,288.1486
nyudepth,single_nyudepth,0.6081,366.6575,119.1774,6.5435,0.0029,22.4769,230.288,247.4801
nyudepth,single_nyudepth,0.6388,336.0126,119.1774,6.5435,0.0029,22.4769,199.6369,216.8352
nyudepth,single_nyudepth,0.6554,322.4151,119.1774,6.5435,0.0029,22.4769,183.0566,203.2377
nyudepth,single_nyudepth,0.6664,428.7159,119.4739,4.9851,0.0013,22.8553,304.5182,309.2421
nyudepth,single_nyudepth,0.6773,420.9383,119.4739,4.9851,0.0013,22.8553,293.7109,301.4644
nyudepth,single_nyudepth,0.6788,424.0289,119.4739,4.9851,0.0013,22.8553,292.12,304.555
nyudepth,single_nyudepth,0.6837,419.1759,119.4739,4.9851,0.0013,22.8553,287.2617,299.702
nyudepth,single_nyudepth,0.7023,402.8571,119.4739,4.9851,0.0013,22.8553,268.6474,283.3832
nyudepth,single_nyudepth,0.7099,519.0558,120.0428,4.6207,0.0016,23.0417,390.9211,399.0131
nyudepth,single_nyudepth,0.7414,487.5474,120.0428,4.6207,0.0016,23.0417,359.4036,367.5046
nyudepth,single_nyudepth,0.7596,476.6006,120.0428,4.6207,0.0016,23.0417,341.2378,356.5579
nyudepth,single_nyudepth,0.7653,470.8731,120.0428,4.6207,0.0016,23.0417,335.5045,350.8304
nyudepth,single_nyudepth,0.7768,459.3706,120.0428,4.6207,0.0016,23.0417,323.998,339.3279
nyudepth,single_nyudepth,0.7928,561.2383,121.18,4.8486,0.0014,23.2224,435.9212,440.0582
nyudepth,single_nyudepth,0.8016,555.0044,121.18,4.8486,0.0014,23.2224,427.1131,433.8243
nyudepth,single_nyudepth,0.8093,551.9185,121.18,4.8486,0.0014,23.2224,419.3683,430.7385
nyudepth,single_nyudepth,0.8337,527.5688,121.18,4.8486,0.0014,23.2224,395.0126,406.3888
nyudepth,single_nyudepth,0.8447,518.898,121.18,4.8486,0.0014,23.2224,384.0351,397.718
nyudepth,single_nyudepth,0.8719,611.0077,120.9228,4.5494,0.0012,23.2315,486.0475,490.0849
nyudepth,single_nyudepth,0.9068,579.7215,120.9228,4.5494,0.0012,23.2315,451.1733,458.7986
nyudepth,single_nyudepth,0.9345,554.6076,120.9228,4.5494,0.0012,23.2315,423.4922,433.6848
