task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
vocseg,single_vocseg,1467,5.0586,51.83,47.03,78.863,99.054,29.246,24.263,0.003,4.067,7.462,22.584
