req_id,req_time,site_manager,device,backbone,task,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
57,0.2148060920999008,site2,10.100.20.49:8001,chronostiny,ecgclass,6.06,3.85,0.00,0.0,0.0
58,0.217421202837592,site2,10.100.20.49:8001,chronostiny,ecgclass,6.04,3.85,0.00,0.0,0.0
59,0.2260049372407804,site2,10.100.20.49:8001,chronostiny,ecgclass,6.11,3.83,0.00,0.0,0.0
60,0.22933715668254026,site2,10.100.20.49:8001,chronostiny,ecgclass,6.01,3.83,0.00,0.0,0.0
61,0.23276658562193106,site2,10.100.20.49:8001,chronostiny,ecgclass,6.07,3.86,0.00,0.0,0.0
62,0.23788442804398063,site2,10.100.20.48:8001,chronostiny,gestureclass,6.85,4.15,0.00,4.0,4.0
63,0.2382924931304485,site2,10.100.20.49:8001,chronostiny,ecgclass,6.32,3.94,0.00,0.0,0.0
64,0.24075914727161682,site2,10.100.20.49:8001,chronostiny,ecgclass,6.22,3.92,0.00,0.0,0.0
65,0.25144171127027704,site2,10.100.20.48:8001,chronostiny,gestureclass,6.35,3.94,0.00,4.0,4.0
66,0.2529379940589259,site2,10.100.20.49:8001,chronostiny,ecgclass,6.20,3.92,0.00,0.0,0.0
67,0.25410283647495385,site2,10.100.20.48:8001,chronostiny,gestureclass,6.23,3.90,0.00,4.0,4.0
68,0.257167220525046,site2,10.100.20.49:8001,chronostiny,ecgclass,6.54,3.95,0.00,0.0,0.0
69,0.25800021235779824,site2,10.100.20.48:8001,chronostiny,gestureclass,6.09,3.87,0.00,4.0,4.0
70,0.26070623636724793,site2,10.100.20.48:8001,chronostiny,gestureclass,6.15,3.82,0.00,4.0,4.0
71,0.2612702049004212,site2,10.100.20.49:8001,chronostiny,ecgclass,6.30,3.99,0.00,0.0,0.0
72,0.2641602346615415,site2,10.100.20.49:8001,chronostiny,ecgclass,6.15,3.85,0.00,0.0,0.0
73,0.2672344228300516,site2,10.100.20.48:8001,chronostiny,gestureclass,6.24,3.94,0.00,4.0,4.0
74,0.2690410000846328,site2,10.100.20.48:8001,chronostiny,gestureclass,6.03,3.82,0.00,4.0,4.0
75,0.2706492512835187,site2,10.100.20.48:8001,chronostiny,gestureclass,6.00,3.83,0.00,4.0,4.0
76,0.2715880669678046,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.82,0.00,4.0,4.0
77,0.2729275839471657,site2,10.100.20.49:8001,chronostiny,ecgclass,7.02,4.13,0.00,0.0,0.0
78,0.2752270658623475,site2,10.100.20.49:8001,chronostiny,ecgclass,6.01,3.84,0.00,0.0,0.0
79,0.2761756174250664,site2,10.100.20.49:8001,chronostiny,ecgclass,6.12,3.85,0.00,0.0,0.0
80,0.2812659353405768,site2,10.100.20.48:8001,chronostiny,gestureclass,6.59,4.00,0.00,4.0,4.0
81,0.2853811124184322,site2,10.100.20.48:8001,chronostiny,gestureclass,6.08,3.82,0.00,4.0,4.0
82,0.28642698018411217,site2,10.100.20.49:8001,chronostiny,ecgclass,6.36,3.99,0.00,0.0,0.0
83,0.2867686960171683,site2,10.100.20.49:8001,chronostiny,ecgclass,6.02,3.84,0.00,0.0,0.0
84,0.2867692962011447,site2,10.100.20.49:8001,chronostiny,ecgclass,6.06,3.86,0.00,0.0,0.0
85,0.28979636727947927,site2,10.100.20.49:8001,chronostiny,ecgclass,6.09,3.84,0.00,0.0,0.0
86,0.29058786756801547,site2,10.100.20.48:8001,chronostiny,gestureclass,6.62,4.04,0.00,4.0,4.0
87,0.2906300752337529,site2,10.100.20.48:8001,chronostiny,gestureclass,6.48,3.85,0.00,4.0,4.0
88,0.29211293809493644,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.82,0.00,4.0,4.0
89,0.30301336694408226,site2,10.100.20.49:8001,chronostiny,ecgclass,6.59,4.05,0.00,0.0,0.0
90,0.30691669530075794,site2,10.100.20.49:8001,chronostiny,ecgclass,6.05,3.84,0.00,0.0,0.0
91,0.313417580435674,site2,10.100.20.48:8001,chronostiny,gestureclass,6.30,3.97,0.00,4.0,4.0
92,0.3139387427968759,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.82,0.00,4.0,4.0
93,0.3141924514906966,site2,10.100.20.48:8001,chronostiny,gestureclass,6.28,3.82,0.00,4.0,4.0
94,0.31423110731268616,site2,10.100.20.48:8001,chronostiny,gestureclass,6.06,3.82,0.00,4.0,4.0
95,0.32461750638914005,site2,10.100.20.49:8001,chronostiny,ecgclass,6.78,4.14,0.00,0.0,0.0
96,0.32580738841520973,site2,10.100.20.48:8001,chronostiny,gestureclass,6.32,3.90,0.00,4.0,4.0
97,0.32785828770174663,site2,10.100.20.49:8001,chronostiny,ecgclass,6.75,3.93,0.00,0.0,0.0
98,0.32953075347435307,site2,10.100.20.49:8001,chronostiny,ecgclass,6.06,3.85,0.00,0.0,0.0
99,0.3339008438308138,site2,10.100.20.49:8001,chronostiny,ecgclass,6.03,3.85,0.00,0.0,0.0
100,0.3351375531206982,site2,10.100.20.49:8001,chronostiny,ecgclass,5.97,3.83,0.00,0.0,0.0
101,0.33769319408432846,site2,10.100.20.48:8001,chronostiny,gestureclass,6.59,4.05,0.00,4.0,4.0
102,0.355766954576312,site2,10.100.20.49:8001,chronostiny,ecgclass,6.26,3.90,0.00,0.0,0.0
103,0.35772395888378955,site2,10.100.20.48:8001,chronostiny,gestureclass,6.19,3.89,0.00,4.0,4.0
104,0.3603950833567599,site2,10.100.20.48:8001,chronostiny,gestureclass,6.00,3.81,0.00,4.0,4.0
105,0.36272247045885775,site2,10.100.20.49:8001,chronostiny,ecgclass,6.36,4.02,0.00,0.0,0.0
106,0.36814079366606683,site2,10.100.20.49:8001,chronostiny,ecgclass,6.11,3.89,0.00,0.0,0.0
107,0.36917542982604906,site2,10.100.20.48:8001,chronostiny,gestureclass,6.27,3.91,0.00,4.0,4.0
108,0.3697982879853246,site2,10.100.20.49:8001,chronostiny,ecgclass,6.14,3.92,0.00,0.0,0.0
109,0.3744742963416757,site2,10.100.20.49:8001,chronostiny,ecgclass,6.36,3.86,0.00,0.0,0.0
110,0.37626496540606624,site2,10.100.20.49:8001,chronostiny,ecgclass,6.23,3.85,0.00,0.0,0.0
111,0.3844323890892565,site2,10.100.20.49:8001,chronostiny,ecgclass,6.16,3.85,0.00,0.0,0.0
112,0.3878766293567951,site2,10.100.20.48:8001,chronostiny,gestureclass,6.78,4.03,0.00,4.0,4.0
113,0.3906462970198312,site2,10.100.20.48:8001,chronostiny,gestureclass,7.05,4.15,0.00,4.0,4.0
114,0.39088983792130233,site2,10.100.20.48:8001,chronostiny,gestureclass,6.03,3.83,0.00,4.0,4.0
115,0.3952593714527756,site2,10.100.20.48:8001,chronostiny,gestureclass,6.12,3.81,0.00,4.0,4.0
116,0.39912100763253067,site2,10.100.20.48:8001,chronostiny,gestureclass,6.02,3.82,0.00,4.0,4.0
117,0.40252717782498004,site2,10.100.20.49:8001,chronostiny,ecgclass,7.77,4.57,0.00,0.0,0.0
118,0.40356668172824506,site2,10.100.20.48:8001,chronostiny,gestureclass,6.08,3.88,0.00,4.0,4.0
119,0.4133418716034488,site2,10.100.20.48:8001,chronostiny,gestureclass,6.15,3.83,0.00,4.0,4.0
120,0.41463553646402557,site2,10.100.20.48:8001,chronostiny,gestureclass,6.13,3.84,0.00,4.0,4.0
121,0.41518602658051945,site2,10.100.20.48:8001,chronostiny,gestureclass,6.10,3.82,0.00,4.0,4.0
122,0.42971402771860423,site2,10.100.20.49:8001,chronostiny,ecgclass,6.92,4.14,0.00,0.0,0.0
123,0.43428533133587754,site2,10.100.20.49:8001,chronostiny,ecgclass,6.18,3.83,0.00,0.0,0.0
124,0.43607126198380036,site2,10.100.20.49:8001,chronostiny,ecgclass,5.99,3.84,0.00,0.0,0.0
125,0.44522981958390473,site2,10.100.20.49:8001,chronostiny,ecgclass,6.07,3.86,0.00,0.0,0.0
126,0.44554828397676227,site2,10.100.20.48:8001,chronostiny,gestureclass,6.54,4.06,0.00,4.0,4.0
127,0.44585409692566363,site2,10.100.20.48:8001,chronostiny,gestureclass,6.06,3.84,0.00,4.0,4.0
128,0.4496778409273708,site2,10.100.20.49:8001,chronostiny,ecgclass,6.31,4.00,0.00,0.0,0.0
129,0.4503311105277001,site2,10.100.20.48:8001,chronostiny,gestureclass,6.15,3.88,0.00,4.0,4.0
130,0.4586331004991541,site2,10.100.20.49:8001,chronostiny,ecgclass,6.59,3.91,0.00,0.0,0.0
131,0.4647491965876385,site2,10.100.20.49:8001,chronostiny,ecgclass,6.04,3.84,0.00,0.0,0.0
132,0.4659685719205592,site2,10.100.20.49:8001,chronostiny,ecgclass,6.12,3.83,0.00,0.0,0.0
133,0.4732911749745349,site2,10.100.20.49:8001,chronostiny,ecgclass,5.97,3.82,0.00,0.0,0.0
134,0.47343729009108915,site2,10.100.20.48:8001,chronostiny,gestureclass,6.59,4.04,0.00,4.0,4.0
135,0.47608890767249906,site2,10.100.20.49:8001,chronostiny,ecgclass,6.31,3.91,0.00,0.0,0.0
136,0.4852291202220915,site2,10.100.20.48:8001,chronostiny,gestureclass,6.31,3.92,0.00,4.0,4.0
137,0.4916746744381366,site2,10.100.20.48:8001,chronostiny,gestureclass,6.16,3.85,0.00,4.0,4.0
138,0.49314190915878264,site2,10.100.20.49:8001,chronostiny,ecgclass,6.52,3.99,0.00,0.0,0.0
139,0.4938151011944208,site2,10.100.20.48:8001,chronostiny,gestureclass,6.20,3.92,0.00,4.0,4.0
140,0.4946031240506621,site2,10.100.20.48:8001,chronostiny,gestureclass,6.11,3.82,0.00,4.0,4.0
141,0.49701176477771025,site2,10.100.20.49:8001,chronostiny,ecgclass,6.41,3.99,0.00,0.0,0.0
142,0.5000392829806974,site2,10.100.20.49:8001,chronostiny,ecgclass,6.14,3.91,0.00,0.0,0.0
143,0.5001504989204465,site2,10.100.20.49:8001,chronostiny,ecgclass,6.04,3.83,0.00,0.0,0.0
144,0.5019294006697359,site2,10.100.20.49:8001,chronostiny,ecgclass,6.00,3.82,0.00,0.0,0.0
145,0.5078435226344995,site2,10.100.20.49:8001,chronostiny,ecgclass,5.95,3.85,0.00,0.0,0.0
146,0.5098021186242748,site2,10.100.20.48:8001,chronostiny,gestureclass,6.66,4.06,0.00,4.0,4.0
147,0.5104199071793102,site2,10.100.20.48:8001,chronostiny,gestureclass,6.11,3.84,0.00,4.0,4.0
148,0.520746550509157,site2,10.100.20.49:8001,chronostiny,ecgclass,6.26,4.00,0.00,0.0,0.0
149,0.5217786228952941,site2,10.100.20.49:8001,chronostiny,ecgclass,6.15,3.83,0.00,0.0,0.0
150,0.5271173227590705,site2,10.100.20.48:8001,chronostiny,gestureclass,6.26,3.97,0.00,4.0,4.0
151,0.5278353767334969,site2,10.100.20.49:8001,chronostiny,ecgclass,6.24,3.90,0.00,0.0,0.0
152,0.5296694181158086,site2,10.100.20.49:8001,chronostiny,ecgclass,6.15,3.84,0.00,0.0,0.0
153,0.5319166628025743,site2,10.100.20.49:8001,chronostiny,ecgclass,6.12,3.86,0.00,0.0,0.0
154,0.5342313914037167,site2,10.100.20.48:8001,chronostiny,gestureclass,6.53,4.00,0.00,4.0,4.0
155,0.5366535577976759,site2,10.100.20.49:8001,chronostiny,ecgclass,6.25,3.95,0.00,0.0,0.0
156,0.5375029730059661,site2,10.100.20.48:8001,chronostiny,gestureclass,6.22,3.88,0.00,4.0,4.0
157,0.5399212924929422,site2,10.100.20.48:8001,chronostiny,gestureclass,6.06,3.85,0.00,4.0,4.0
158,0.5421120446970209,site2,10.100.20.49:8001,chronostiny,ecgclass,6.48,4.02,0.00,0.0,0.0
159,0.5428923872171256,site2,10.100.20.48:8001,chronostiny,gestureclass,6.10,3.88,0.00,4.0,4.0
160,0.5576888562401833,site2,10.100.20.49:8001,chronostiny,ecgclass,6.18,3.91,0.00,0.0,0.0
161,0.5643777312831179,site2,10.100.20.48:8001,chronostiny,gestureclass,6.11,3.90,0.00,4.0,4.0
162,0.5716626678281103,site2,10.100.20.48:8001,chronostiny,gestureclass,6.05,3.83,0.00,4.0,4.0
163,0.5755193249738811,site2,10.100.20.48:8001,chronostiny,gestureclass,6.07,3.89,0.00,4.0,4.0
164,0.5761000943477065,site2,10.100.20.49:8001,chronostiny,ecgclass,6.49,4.03,0.00,0.0,0.0
165,0.5788985704288012,site2,10.100.20.48:8001,chronostiny,gestureclass,6.14,3.89,0.00,4.0,4.0
166,0.5846413322180434,site2,10.100.20.49:8001,chronostiny,ecgclass,6.20,3.93,0.00,0.0,0.0
167,0.584773021225645,site2,10.100.20.49:8001,chronostiny,ecgclass,6.13,3.83,0.00,0.0,0.0
168,0.5870559137468274,site2,10.100.20.49:8001,chronostiny,ecgclass,6.09,3.86,0.00,0.0,0.0
169,0.5887371955649774,site2,10.100.20.48:8001,chronostiny,gestureclass,6.53,3.97,0.00,4.0,4.0
170,0.5895319138583859,site2,10.100.20.48:8001,chronostiny,gestureclass,6.09,3.84,0.00,4.0,4.0
171,0.5911159711995679,site2,10.100.20.49:8001,chronostiny,ecgclass,6.68,4.02,0.00,0.0,0.0
172,0.6047967847097562,site2,10.100.20.48:8001,chronostiny,gestureclass,6.20,3.89,0.00,4.0,4.0
173,0.609078840020968,site2,10.100.20.49:8001,chronostiny,ecgclass,6.46,3.91,0.00,0.0,0.0
174,0.6102655528484556,site2,10.100.20.48:8001,chronostiny,gestureclass,6.24,3.89,0.00,4.0,4.0
175,0.6133647821244903,site2,10.100.20.49:8001,chronostiny,ecgclass,6.47,3.92,0.00,0.0,0.0
176,0.6143088942416601,site2,10.100.20.48:8001,chronostiny,gestureclass,6.23,3.97,0.00,4.0,4.0
177,0.6174548100873248,site2,10.100.20.49:8001,chronostiny,ecgclass,6.45,3.91,0.00,0.0,0.0
178,0.6250047049179293,site2,10.100.20.48:8001,chronostiny,gestureclass,6.12,3.88,0.00,4.0,4.0
179,0.6277177297300413,site2,10.100.20.49:8001,chronostiny,ecgclass,6.12,3.94,0.00,0.0,0.0
180,0.6321236655575082,site2,10.100.20.49:8001,chronostiny,ecgclass,6.01,3.83,0.00,0.0,0.0
181,0.6341367535921453,site2,10.100.20.49:8001,chronostiny,ecgclass,6.00,3.83,0.00,0.0,0.0
182,0.6366120795583775,site2,10.100.20.48:8001,chronostiny,gestureclass,6.47,4.00,0.00,4.0,4.0
183,0.6405710452001412,site2,10.100.20.48:8001,chronostiny,gestureclass,6.09,3.83,0.00,4.0,4.0
184,0.6461492782739557,site2,10.100.20.49:8001,chronostiny,ecgclass,6.50,4.00,0.00,0.0,0.0
185,0.6497399362497324,site2,10.100.20.48:8001,chronostiny,gestureclass,6.23,3.90,0.00,4.0,4.0
186,0.6623862169362531,site2,10.100.20.48:8001,chronostiny,gestureclass,6.01,3.82,0.00,4.0,4.0
187,0.6680989279034425,site2,10.100.20.48:8001,chronostiny,gestureclass,6.10,3.88,0.00,4.0,4.0
188,0.6731032684768186,site2,10.100.20.48:8001,chronostiny,gestureclass,6.03,3.85,0.00,4.0,4.0
189,0.6793198875606923,site2,10.100.20.49:8001,chronostiny,ecgclass,6.65,4.12,0.00,0.0,0.0
190,0.6804205120194708,site2,10.100.20.49:8001,chronostiny,ecgclass,6.14,3.88,0.00,0.0,0.0
191,0.6823062349568771,site2,10.100.20.48:8001,chronostiny,gestureclass,6.21,3.95,0.00,4.0,4.0
192,0.6850768194205933,site2,10.100.20.48:8001,chronostiny,gestureclass,6.07,3.83,0.00,4.0,4.0
193,0.6871455362231655,site2,10.100.20.48:8001,chronostiny,gestureclass,5.99,3.81,0.00,4.0,4.0
194,0.6934132499544075,site2,10.100.20.49:8001,chronostiny,ecgclass,6.42,4.05,0.00,0.0,0.0
195,0.6935047220152998,site2,10.100.20.49:8001,chronostiny,ecgclass,6.11,3.84,0.00,0.0,0.0
196,0.6942869856893713,site2,10.100.20.48:8001,chronostiny,gestureclass,6.28,3.94,0.00,4.0,4.0
197,0.7014022750266165,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.83,0.00,4.0,4.0
198,0.7016053368975971,site2,10.100.20.48:8001,chronostiny,gestureclass,6.00,3.85,0.00,4.0,4.0
199,0.7024635405620748,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.83,0.00,4.0,4.0
200,0.7039059017412516,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.82,0.00,4.0,4.0
201,0.7085367717428946,site2,10.100.20.49:8001,chronostiny,ecgclass,6.99,4.19,0.00,0.0,0.0
202,0.7112747427746466,site2,10.100.20.49:8001,chronostiny,ecgclass,6.24,3.85,0.00,0.0,0.0
203,0.7215825653238801,site2,10.100.20.48:8001,chronostiny,gestureclass,6.43,3.99,0.00,4.0,4.0
204,0.722444594805505,site2,10.100.20.48:8001,chronostiny,gestureclass,6.06,3.85,0.00,4.0,4.0
205,0.729300148544635,site2,10.100.20.49:8001,chronostiny,ecgclass,6.40,3.96,0.00,0.0,0.0
206,0.7304086778439752,site2,10.100.20.49:8001,chronostiny,ecgclass,6.08,3.83,0.00,0.0,0.0
207,0.731347670155496,site2,10.100.20.48:8001,chronostiny,gestureclass,6.27,3.95,0.00,4.0,4.0
208,0.7336473463065305,site2,10.100.20.49:8001,chronostiny,ecgclass,6.12,3.94,0.00,0.0,0.0
209,0.7338935686373002,site2,10.100.20.49:8001,chronostiny,ecgclass,6.07,3.84,0.00,0.0,0.0
210,0.7355102580953216,site2,10.100.20.48:8001,chronostiny,gestureclass,6.24,3.92,0.00,4.0,4.0
211,0.7369754365096841,site2,10.100.20.48:8001,chronostiny,gestureclass,6.06,3.82,0.00,4.0,4.0
212,0.7375570174900131,site2,10.100.20.48:8001,chronostiny,gestureclass,6.02,3.83,0.00,4.0,4.0
213,0.7441297058256678,site2,10.100.20.49:8001,chronostiny,ecgclass,6.45,4.06,0.00,0.0,0.0
214,0.745754974604377,site2,10.100.20.48:8001,chronostiny,gestureclass,6.07,3.89,0.00,4.0,4.0
215,0.7591315041141155,site2,10.100.20.49:8001,chronostiny,ecgclass,6.25,3.89,0.00,0.0,0.0
216,0.7667970669133647,site2,10.100.20.49:8001,chronostiny,ecgclass,6.12,3.85,0.00,0.0,0.0
217,0.7675193264913467,site2,10.100.20.48:8001,chronostiny,gestureclass,6.47,3.97,0.00,4.0,4.0
218,0.7698641410236156,site2,10.100.20.48:8001,chronostiny,gestureclass,6.13,3.84,0.00,4.0,4.0
219,0.7729335119572472,site2,10.100.20.48:8001,chronostiny,gestureclass,6.06,3.86,0.00,4.0,4.0
220,0.77863031214305,site2,10.100.20.48:8001,chronostiny,gestureclass,6.07,3.84,0.00,4.0,4.0
221,0.785858405328511,site2,10.100.20.48:8001,chronostiny,gestureclass,6.03,3.84,0.00,4.0,4.0
222,0.789119118879664,site2,10.100.20.49:8001,chronostiny,ecgclass,6.85,4.20,0.00,0.0,0.0
223,0.7892383397394243,site2,10.100.20.49:8001,chronostiny,ecgclass,6.24,3.97,0.00,0.0,0.0
224,0.7914262870586243,site2,10.100.20.49:8001,chronostiny,ecgclass,6.00,3.84,0.00,0.0,0.0
225,0.7986300078161356,site2,10.100.20.49:8001,chronostiny,ecgclass,6.02,3.85,0.00,0.0,0.0
226,0.802803597192332,site2,10.100.20.48:8001,chronostiny,gestureclass,6.73,4.04,0.00,4.0,4.0
227,0.8096079747991068,site2,10.100.20.49:8001,chronostiny,ecgclass,6.21,3.92,0.00,0.0,0.0
228,0.8133449837368507,site2,10.100.20.48:8001,chronostiny,gestureclass,6.16,3.89,0.00,4.0,4.0
229,0.8134950970293396,site2,10.100.20.48:8001,chronostiny,gestureclass,6.07,3.84,0.00,4.0,4.0
230,0.8249691883769241,site2,10.100.20.48:8001,chronostiny,gestureclass,5.99,3.82,0.00,4.0,4.0
231,0.8333067289162296,site2,10.100.20.48:8001,chronostiny,gestureclass,6.13,3.82,0.00,4.0,4.0
232,0.8337578562909373,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.81,0.00,4.0,4.0
233,0.8341563968912536,site2,10.100.20.49:8001,chronostiny,ecgclass,7.02,4.16,0.00,0.0,0.0
234,0.836738155336306,site2,10.100.20.49:8001,chronostiny,ecgclass,6.16,3.85,0.00,0.0,0.0
235,0.841454498847084,site2,10.100.20.48:8001,chronostiny,gestureclass,6.38,3.94,0.00,4.0,4.0
236,0.8430596559771739,site2,10.100.20.49:8001,chronostiny,ecgclass,6.24,3.93,0.00,0.0,0.0
237,0.8435484057336597,site2,10.100.20.49:8001,chronostiny,ecgclass,6.02,3.83,0.00,0.0,0.0
238,0.8459300238264302,site2,10.100.20.48:8001,chronostiny,gestureclass,6.38,3.95,0.00,4.0,4.0
239,0.8473028056742968,site2,10.100.20.49:8001,chronostiny,ecgclass,6.30,4.01,0.00,0.0,0.0
240,0.848747848087943,site2,10.100.20.48:8001,chronostiny,gestureclass,6.12,3.88,0.00,4.0,4.0
241,0.8521998372514161,site2,10.100.20.48:8001,chronostiny,gestureclass,6.04,3.83,0.00,4.0,4.0
242,0.8594269205847608,site2,10.100.20.48:8001,chronostiny,gestureclass,6.00,3.84,0.00,4.0,4.0
243,0.862152870756204,site2,10.100.20.49:8001,chronostiny,ecgclass,6.67,4.07,0.00,0.0,0.0
