task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,15291,89.9471,177699.688,178188.005,342293.707,356805.997,812.442,809.487,0.004,0.095,176880.881,0.0,176887.245
gestureclass,fifo,8436,49.6235,165642.313,162075.7,340518.209,356392.997,1860.917,1858.158,0.004,0.057,163778.761,0.0,163781.397
