task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,1,1,0.0001,0.3409,340.8022,340.8022,337.6674,256.8161,0.0036,1.94,3.1348,1775525227826201475,0
ecgclass,1,1,0.3409,0.3821,41.2071,41.2071,38.6901,37.5518,0.0018,1.5855,2.517,1775525228166663133,0
ecgclass,1,1,0.3822,0.4845,102.3064,102.3064,99.8916,98.9449,0.0017,1.5075,2.4147,1775525228207806880,0
ecgclass,1,1,0.4845,0.5893,104.8622,104.8622,102.3943,101.4216,0.0019,1.5428,2.4679,1775525228310163150,0
ecgclass,1,1,0.5894,0.6944,105.0255,105.0255,102.5321,101.5246,0.002,1.5619,2.4934,1775525228415059509,0
ecgclass,1,1,0.6944,0.7978,103.4026,103.4026,100.5309,99.5337,0.0019,1.9419,2.8717,1775525228520480596,0
ecgclass,1,1,0.7978,0.9013,103.4646,103.4646,100.9933,100.0112,0.0018,1.502,2.4713,1775525228623458047,0
ecgclass,1,1,0.9013,1.0048,103.5173,103.5173,101.0755,100.0909,0.0019,1.5564,2.4418,1775525228726992137,0
ecgclass,1,1,1.0048,1.1081,103.3254,103.3254,100.8529,99.8672,0.0019,1.534,2.4725,1775525228830502634,0
ecgclass,1,1,1.1082,1.2115,103.3764,103.3764,100.8814,99.9112,0.0018,1.5664,2.495,1775525228933875577,0
ecgclass,1,1,1.2116,1.3152,103.6251,103.6251,101.1246,100.1176,0.0019,1.5526,2.5005,1775525229037253346,0
ecgclass,1,1,1.3152,1.4192,104.0256,104.0256,101.5356,100.4756,0.0019,1.5657,2.49,1775525229140906502,0
ecgclass,1,1,1.4192,1.5226,103.3669,103.3669,100.9385,99.633,0.002,1.4837,2.4283,1775525229244865239,0
ecgclass,1,1,1.5226,1.6258,103.1601,103.1601,100.7195,99.7195,0.0019,1.5163,2.4406,1775525229348279985,0
ecgclass,1,1,1.6258,1.7293,103.4904,103.4904,101.0516,100.075,0.0019,1.5025,2.4388,1775525229451441548,0
ecgclass,1,1,1.7293,1.8326,103.3399,103.3399,100.8468,99.8688,0.002,1.5719,2.4931,1775525229555016983,0
ecgclass,1,1,1.8327,1.9367,104.0125,104.0125,101.5119,100.5204,0.0019,1.5507,2.5006,1775525229658350795,0
ecgclass,1,1,1.9367,2.0396,102.9263,102.9263,100.4624,99.4753,0.002,1.5323,2.4639,1775525229762360841,0
ecgclass,1,1,2.0396,2.1432,103.5302,103.5302,101.0607,100.0776,0.002,1.5402,2.4695,1775525229865310109,0
ecgclass,1,1,2.1432,2.2466,103.3933,103.3933,100.9563,99.9261,0.002,1.5087,2.437,1775525229968824168,0
ecgclass,1,1,2.2466,2.351,104.44,104.44,102.0469,101.0273,0.0021,1.5278,2.3931,1775525230072251813,0
ecgclass,1,1,2.351,2.4539,102.8686,102.8686,100.3729,98.9655,0.0019,1.5652,2.4957,1775525230176744106,0
