task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,875,4.8611,79.27,62.866,136.914,193.975,60.596,58.929,0.002,1.015,17.605,18.674
nyudepth,no_sharing,875,4.8611,87.764,75.214,144.586,207.645,54.629,52.867,0.002,1.205,18.6,33.135
