elapsed_s,allocated_mb,reserved_mb
0.00,4406.8,4662.0
0.50,4436.6,4710.0
1.00,4434.7,4710.0
1.50,4440.6,4710.0
2.00,4436.3,4710.0
2.50,4438.5,4710.0
3.00,4442.5,4710.0
3.51,4436.2,4710.0
4.01,4439.8,4710.0
4.51,4434.5,4710.0
5.01,4437.7,4710.0
5.51,4437.5,4710.0
6.01,4436.9,4710.0
6.51,4436.5,4710.0
7.01,4435.5,4710.0
7.51,4436.5,4710.0
8.01,4439.0,4710.0
8.51,4442.4,4710.0
9.01,4437.9,4710.0
9.52,4438.2,4710.0
10.02,4438.1,4710.0
10.52,4438.4,4710.0
11.02,4436.5,4710.0
11.52,4437.9,4710.0
12.02,4433.3,4710.0
12.52,4438.4,4710.0
13.02,4438.5,4710.0
13.52,4435.5,4710.0
14.02,4436.8,4710.0
14.52,4437.8,4710.0
15.02,4436.7,4710.0
15.52,4440.5,4710.0
16.02,4437.7,4710.0
16.52,4436.6,4710.0
17.03,4437.6,4710.0
17.53,4440.3,4710.0
18.03,4438.0,4710.0
18.53,4437.2,4710.0
19.03,4434.8,4710.0
19.53,4436.0,4710.0
20.03,4436.5,4710.0
20.53,4436.8,4710.0
21.03,4435.6,4710.0
21.53,4436.3,4710.0
22.03,4436.9,4710.0
22.53,4436.2,4710.0
23.04,4435.3,4710.0
23.54,4435.3,4710.0
24.04,4434.9,4710.0
24.54,4437.4,4710.0
25.04,4439.6,4710.0
25.54,4438.7,4710.0
26.04,4438.8,4710.0
26.54,4438.7,4710.0
27.04,4437.2,4710.0
27.54,4436.0,4710.0
28.04,4437.6,4710.0
28.54,4435.6,4710.0
29.04,4434.2,4710.0
29.55,4437.3,4710.0
30.05,4434.3,4710.0
30.55,4433.5,4710.0
31.05,4438.0,4710.0
31.55,4435.6,4710.0
32.05,4442.3,4710.0
32.55,4440.2,4710.0
33.05,4438.9,4710.0
33.55,4437.6,4710.0
34.05,4436.9,4710.0
34.55,4431.8,4710.0
35.05,4437.1,4710.0
35.55,4437.6,4710.0
36.06,4432.9,4710.0
36.56,4439.5,4710.0
37.06,4434.7,4710.0
37.56,4437.0,4710.0
38.06,4435.6,4710.0
38.56,4438.9,4710.0
39.06,4436.5,4710.0
39.56,4442.5,4712.0
40.06,4438.5,4712.0
40.56,4440.0,4712.0
41.06,4438.5,4712.0
41.56,4434.8,4712.0
42.06,4433.1,4712.0
42.56,4435.1,4712.0
43.06,4438.5,4712.0
43.57,4436.9,4712.0
44.07,4436.6,4712.0
44.57,4436.0,4712.0
45.07,4433.2,4712.0
45.57,4439.4,4712.0
46.07,4435.2,4712.0
46.57,4438.2,4712.0
47.07,4439.8,4712.0
47.57,4442.3,4712.0
48.07,4437.8,4712.0
48.57,4435.7,4712.0
49.07,4438.9,4712.0
49.57,4437.6,4712.0
50.07,4435.5,4712.0
50.57,4439.7,4712.0
51.08,4434.7,4712.0
51.58,4437.1,4712.0
52.08,4434.1,4712.0
52.58,4434.1,4712.0
53.08,4438.9,4712.0
53.58,4437.6,4712.0
54.08,4434.6,4712.0
54.58,4436.8,4712.0
55.08,4436.1,4712.0
55.58,4435.2,4712.0
56.08,4440.0,4712.0
56.58,4437.1,4712.0
57.08,4443.4,4712.0
57.58,4435.5,4712.0
58.08,4440.0,4712.0
58.58,4437.8,4712.0
59.08,4440.5,4712.0
59.59,4437.2,4712.0
