req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,client_infer_submit_time,device_start_time,device_end_time,client_receive_time,client_prep_time(ms),client_submit_to_backend_start(ms),backend_exec_time(ms),backend_to_client_return(ms),end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms)
0,0.0,site2,192.168.245.195:8000,papageissvri,diasbp,1776734963.3172557,1776734963.3172622,1776734963.3252783,1776734963.3554032,1776734963.3564594,0.0064373016357421875,5.924224853515625,30.124902725219727,3.1480789184570312,39.203643798828125,28.062632,0.0035429999999999997,1.283174
3,0.0,site2,192.168.245.195:8030,papageissvri,etth1fore__app15,1776734963.3177783,1776734963.3177829,1776734963.325695,1776734963.3556237,1776734963.3566794,0.0045299530029296875,5.926609039306641,29.92868423461914,3.0412673950195312,38.90109062194824,28.455205,0.0038500000000000006,0.653913
1,0.0,site2,192.168.245.195:8020,papageissvri,diasbp__app11,1776734963.3174613,1776734963.3174663,1776734963.325659,1776734963.3567338,1776734963.3574722,0.0050067901611328125,6.203174591064453,31.07476234436035,2.727985382080078,40.010929107666016,29.305568,0.00269,0.963863
2,0.0,site2,192.168.245.195:8010,papageissvri,etth1fore,1776734963.3176274,1776734963.317632,1776734963.32566,1776734963.3569064,1776734963.3578043,0.0045299530029296875,5.9375762939453125,31.246423721313477,2.9883384704589844,40.1768684387207,29.700404,0.004007,0.704673
13,0.0,site2,192.168.245.193:8030,momentbase,sysbp__app13,1776734963.322191,1776734963.3221946,1776734963.3338954,1776734963.369618,1776734963.3713653,0.0035762786865234375,10.578393936157227,35.72249412536621,2.869844436645508,49.17430877685547,32.647861999999996,0.002938,2.3053459999999997
7,0.0,site2,192.168.245.193:8020,momentbase,heartrate__app9,1776734963.3193047,1776734963.319308,1776734963.3274858,1776734963.3695474,1776734963.3714867,0.003337860107421875,6.917238235473633,42.061567306518555,3.1998157501220703,52.18195915222168,37.294574,0.003562,3.858716
6,0.0,site2,192.168.245.193:8000,momentbase,heartrate,1776734963.3191664,1776734963.3191702,1776734963.3274496,1776734963.37127,1776734963.373033,0.003814697265625,7.10296630859375,43.82038116455078,2.939462661743164,53.86662483215332,42.056238,0.00345,0.9870160000000001
12,0.0,site2,192.168.245.193:8010,momentbase,sysbp,1776734963.3220382,1776734963.3220427,1776734963.3368146,1776734963.381844,1776734963.386456,0.0045299530029296875,13.577699661254883,45.029401779174805,5.806207656860352,64.41783905029297,43.245407,0.003329,0.917081
5,0.0,site2,192.168.245.194:8030,swinsmall,eurosatclass__app14,1776734963.3185241,1776734963.3185282,1776734963.3522148,1776734963.4113975,1776734963.4121332,0.0040531158447265625,19.70076560974121,59.18264389038086,14.72163200378418,93.60909461975098,54.609341,0.0024600000000000004,3.9916480000000005
14,0.0,site2,192.168.245.191:8010,dinosmall,vocseg,1776734963.3223426,1776734963.3223464,1776734963.364715,1776734963.4087055,1776734963.4271526,0.003814697265625,28.329133987426758,43.990373611450195,32.486677169799805,104.80999946594238,36.847746,0.0036729999999999996,6.066082000000001
15,0.0,site2,192.168.245.191:8030,dinosmall,vocseg__app12,1776734963.3229375,1776734963.322941,1776734963.3656297,1776734963.4093175,1776734963.4401977,0.0035762786865234375,28.172016143798828,43.68782043457031,45.39680480957031,117.26021766662598,39.866240999999995,0.00531,2.765248
11,0.0,site2,192.168.245.191:8020,dinosmall,nyudepth__app8,1776734963.3213732,1776734963.321377,1776734963.3677385,1776734963.4087486,1776734963.4524438,0.003814697265625,31.84342384338379,41.010141372680664,58.213233947753906,131.07061386108398,35.988916,0.0035499999999999998,4.023026
9,0.0,site2,192.168.245.194:8020,swinsmall,imgclass10__app10,1776734963.3200684,1776734963.320072,1776734963.3578937,1776734963.4209938,1776734963.4572477,0.0035762786865234375,23.587822914123535,63.10009956359863,50.48787593841553,137.17937469482422,61.602191,0.002375,0.862777
10,0.0,site2,192.168.245.191:8000,dinosmall,nyudepth,1776734963.320708,1776734963.3207116,1776734963.3731906,1776734963.4118843,1776734963.4668071,0.0035762786865234375,38.529157638549805,38.69366645812988,68.87269020080566,146.09909057617188,36.690942,0.003515,1.0133519999999998
4,0.0,site2,192.168.245.194:8010,swinsmall,eurosatclass,1776734963.3179202,1776734963.317924,1776734963.34952,1776734963.4328072,1776734963.477266,0.003814697265625,18.20087432861328,83.28723907470703,57.85393714904785,159.3458652496338,81.96276800000001,0.00404,0.627767
8,0.0,site2,192.168.245.194:8000,swinsmall,imgclass10,1776734963.319483,1776734963.3194873,1776734963.3599641,1776734963.441554,1776734963.4774063,0.004291534423828125,26.8251895904541,81.58993721008301,49.50380325317383,157.92322158813477,80.616988,0.0020930000000000002,0.392872
17,0.06327305120725943,site2,192.168.245.191:8020,dinosmall,nyudepth__app8,1776734963.3796833,1776734963.3796887,1776734963.4165592,1776734963.4449167,1776734963.4859333,0.0054836273193359375,22.35245704650879,28.357505798339844,55.53460121154785,106.25004768371582,26.658292,0.002789,0.940271
