task,n_requests,throughput_rps,avg_latency_ms
eclfore,709,70.9,14.118201620603607
sysbp,709,70.9,14.118736671360736
diasbp,709,70.9,14.118706029614506
heartrate,709,70.9,14.118615732007017
ecgclass,709,70.9,14.119247578293091
gestureclass,709,70.9,14.119254272221559
