task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
vocseg,stfq,124,3.1,146.922,98.743,305.736,318.761,100.58,97.511,0.003,1.873,42.822,0.0,46.342
nyudepth,stfq,569,14.225,9134.773,9483.868,17507.951,18189.272,148.98,146.068,0.003,0.713,8980.785,0.0,8985.792
