task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,no_sharing,197,19.7,22.488,19.855,40.403,50.492
gestureclass,no_sharing,197,19.7,21.586,19.852,36.882,44.084
