task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,single_ecgclass,0.0001,46.484,44.2708,42.603,0.0029,0.9373,1.3533,2.2132,1776316464988511090
ecgclass,slot_0:ecgclass,single_ecgclass,2.4071,55.1596,52.3623,50.5263,0.0032,0.9949,1.7438,2.7973,1776316467395904806
ecgclass,slot_0:ecgclass,single_ecgclass,4.7437,54.5187,51.6648,49.8041,0.0031,0.9973,1.8508,2.8539,1776316469732628034
ecgclass,slot_0:ecgclass,single_ecgclass,7.1277,54.3962,51.4735,49.616,0.0032,0.9989,1.9121,2.9227,1776316472116708117
ecgclass,slot_0:ecgclass,single_ecgclass,7.4055,54.5335,51.6995,49.8411,0.0032,0.9889,1.826,2.8339,1776316472394406330
ecgclass,slot_0:ecgclass,single_ecgclass,7.4922,52.561,49.8761,48.133,0.0032,0.9873,1.6932,2.6849,1776316472481022421
ecgclass,slot_0:ecgclass,single_ecgclass,8.9474,93.2221,90.3327,87.8994,0.0039,1.0943,1.8711,2.8894,1776316473936328341
ecgclass,slot_0:ecgclass,single_ecgclass,10.3561,57.1351,54.3748,52.5517,0.0031,1.0096,1.8299,2.7603,1776316475344989962
ecgclass,slot_0:ecgclass,single_ecgclass,13.4834,89.7975,86.882,84.2944,0.0044,1.3707,1.8907,2.9155,1776316478472420547
ecgclass,slot_0:ecgclass,single_ecgclass,13.5583,72.0387,58.462,56.5036,0.0034,1.015,12.6297,13.5767,1776316478557982646
ecgclass,slot_0:ecgclass,single_ecgclass,14.6054,57.2445,54.4986,52.7231,0.0029,0.981,1.8032,2.7459,1776316479594334927
ecgclass,slot_0:ecgclass,single_ecgclass,14.6749,51.2433,48.6311,46.9222,0.0029,0.9506,1.6344,2.6122,1776316479663640115
ecgclass,slot_0:ecgclass,single_ecgclass,15.7654,93.4615,90.6686,88.3773,0.0034,1.0722,1.8003,2.793,1776316480754251416
ecgclass,slot_0:ecgclass,single_ecgclass,17.4976,57.7631,54.9008,51.9496,0.0031,2.0553,1.8332,2.8623,1776316482486555016
ecgclass,slot_0:ecgclass,single_ecgclass,17.8829,55.1775,52.44,50.6627,0.0032,0.9877,1.7679,2.7375,1776316482871775055
ecgclass,slot_0:ecgclass,single_ecgclass,19.1154,56.2088,53.3609,51.4603,0.0031,0.9996,1.8566,2.8479,1776316484104381694
ecgclass,slot_0:ecgclass,single_ecgclass,19.2679,55.9034,53.215,51.4098,0.0032,0.9629,1.7436,2.6884,1776316484256771684
ecgclass,slot_0:ecgclass,single_ecgclass,19.3591,92.7601,89.9679,87.6275,0.0034,1.0656,1.7333,2.7922,1776316484347898428
ecgclass,slot_0:ecgclass,single_ecgclass,19.6752,57.0941,54.3602,52.4966,0.0029,0.9918,1.7679,2.7339,1776316484664100318
ecgclass,slot_0:ecgclass,single_ecgclass,20.5763,92.7386,89.949,87.7067,0.0041,1.0755,1.8098,2.7896,1776316485565207109
ecgclass,slot_0:ecgclass,single_ecgclass,20.9895,62.8424,60.0634,58.1541,0.0029,0.997,1.833,2.7789,1776316485978454997
ecgclass,slot_0:ecgclass,single_ecgclass,22.2377,93.5633,90.6927,88.4526,0.004,1.0867,1.8666,2.8706,1776316487226691881
ecgclass,slot_0:ecgclass,single_ecgclass,22.4596,63.6795,60.9121,59.0443,0.0031,0.9907,1.8361,2.7673,1776316487448517278
ecgclass,slot_0:ecgclass,single_ecgclass,24.2992,94.2268,91.33,89.0128,0.0033,1.0811,1.8635,2.8968,1776316489288166406
ecgclass,slot_0:ecgclass,single_ecgclass,25.5257,60.4765,57.6421,55.7648,0.003,0.9914,1.8587,2.8344,1776316490514695619
ecgclass,slot_0:ecgclass,single_ecgclass,26.181,93.0474,90.1947,87.8557,0.0036,1.0656,1.8251,2.8527,1776316491169898478
ecgclass,slot_0:ecgclass,single_ecgclass,26.5985,59.2148,56.3729,54.5786,0.0029,0.9863,1.8482,2.8419,1776316491587460181
ecgclass,slot_0:ecgclass,single_ecgclass,27.0513,93.7262,90.8818,87.9777,0.0048,1.4382,1.8177,2.8443,1776316492040224622
ecgclass,slot_0:ecgclass,single_ecgclass,27.1281,80.6623,65.2089,63.2142,0.0034,1.007,14.4784,15.4533,1776316492129704222
ecgclass,slot_0:ecgclass,single_ecgclass,27.3081,84.6689,81.9371,79.7085,0.0034,1.0678,1.6794,2.7317,1776316492296850201
ecgclass,slot_0:ecgclass,single_ecgclass,27.9935,57.2863,54.538,52.6358,0.0031,1.004,1.817,2.7483,1776316492982436069
ecgclass,slot_0:ecgclass,single_ecgclass,28.3823,92.6733,89.8512,87.525,0.0039,1.0952,1.8098,2.8221,1776316493371216666
ecgclass,slot_0:ecgclass,single_ecgclass,29.6473,58.1143,55.4446,53.5817,0.0038,1.0071,1.7273,2.6697,1776316494636136672
ecgclass,slot_0:ecgclass,single_ecgclass,30.3552,92.4256,89.7651,87.4573,0.0043,1.0867,1.6866,2.6605,1776316495344033001
ecgclass,slot_0:ecgclass,single_ecgclass,30.593,59.803,56.9979,55.1219,0.003,0.9878,1.8387,2.8051,1776316495581921555
ecgclass,slot_0:ecgclass,single_ecgclass,31.0534,93.1032,90.2595,87.9723,0.0031,1.0687,1.847,2.8437,1776316496042308906
ecgclass,slot_0:ecgclass,single_ecgclass,31.6952,92.932,90.027,87.6864,0.0034,1.0665,1.8082,2.905,1776316496684088907
ecgclass,slot_0:ecgclass,single_ecgclass,32.0395,58.9147,56.1763,54.2894,0.0032,0.9923,1.8373,2.7384,1776316497028471579
ecgclass,slot_0:ecgclass,single_ecgclass,32.3609,92.7637,89.896,87.5498,0.0033,1.0733,1.8117,2.8677,1776316497349830572
ecgclass,slot_0:ecgclass,single_ecgclass,33.2406,59.427,56.6034,54.7148,0.0031,0.982,1.8289,2.8236,1776316498229566671
ecgclass,slot_0:ecgclass,single_ecgclass,33.5375,93.1458,90.2363,87.8986,0.0036,1.0771,1.8542,2.9095,1776316498526423554
ecgclass,slot_0:ecgclass,single_ecgclass,34.872,59.0446,56.2573,54.3562,0.0031,0.9759,1.7817,2.7873,1776316499860905520
ecgclass,slot_0:ecgclass,single_ecgclass,36.2626,57.9586,55.1677,53.3426,0.003,0.9912,1.8129,2.7909,1776316501251480489
ecgclass,slot_0:ecgclass,single_ecgclass,37.3467,57.4996,54.6635,52.7772,0.003,0.9983,1.8349,2.8362,1776316502335652783
ecgclass,slot_0:ecgclass,single_ecgclass,37.4184,52.593,49.8497,48.0198,0.003,0.9632,1.7636,2.7433,1776316502407297097
