task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
vocseg,fifo,253,3.1625,234.516,181.418,567.48,698.368,181.805,178.939,0.003,1.873,49.586,0.0,52.711
nyudepth,fifo,717,8.9625,11830.552,11757.703,23525.49,24826.591,264.097,262.133,0.002,0.481,11561.544,0.0,11566.455
