task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,420.928,418.782,0
ecgclass__app1,0.0004,461.161,57.989,0
ecgclass,0.4212,87.480,50.657,0
ecgclass__app1,0.4616,91.357,48.902,0
ecgclass,0.5087,88.653,47.452,0
ecgclass__app1,0.5530,87.940,46.583,0
ecgclass,0.5973,87.235,46.544,0
ecgclass__app1,0.6409,87.824,47.039,0
ecgclass,0.6846,87.692,46.811,0
ecgclass__app1,0.7288,86.823,46.204,0
ecgclass,0.7723,86.980,46.447,0
ecgclass__app1,0.8156,87.440,46.549,0
ecgclass,0.8593,87.911,47.179,0
ecgclass__app1,0.9031,87.950,46.639,0
ecgclass,0.9472,88.389,47.358,0
ecgclass__app1,0.9910,88.787,47.332,0
ecgclass,1.0356,88.410,47.120,0
ecgclass__app1,1.0798,87.913,46.631,0
ecgclass,1.1240,88.312,47.492,0
ecgclass__app1,1.1678,88.444,46.665,0
ecgclass,1.2124,87.344,46.311,0
ecgclass__app1,1.2562,87.229,46.655,0
ecgclass,1.2997,87.456,46.725,0
ecgclass__app1,1.3435,87.170,46.450,0
ecgclass,1.3872,87.262,46.852,0
ecgclass__app1,1.4306,87.663,46.816,0
ecgclass,1.4745,87.510,46.647,0
ecgclass__app1,1.5183,87.357,46.471,0
ecgclass,1.5620,87.494,46.586,0
ecgclass__app1,1.6057,87.906,47.051,0
ecgclass,1.6495,88.580,47.457,0
ecgclass__app1,1.6936,88.361,46.806,0
ecgclass,1.7381,87.883,46.969,0
ecgclass__app1,1.7820,88.136,47.054,0
ecgclass,1.8260,88.080,47.152,0
ecgclass__app1,1.8702,87.765,46.618,0
ecgclass,1.9141,87.719,46.860,0
ecgclass__app1,1.9579,87.237,46.631,0
ecgclass,2.0019,86.597,46.100,0
ecgclass__app1,2.0452,86.670,46.500,0
ecgclass,2.0885,86.745,46.451,0
ecgclass__app1,2.1319,87.224,47.004,0
ecgclass,2.1753,87.636,46.697,0
ecgclass__app1,2.2191,87.848,46.922,0
ecgclass,2.2629,88.218,47.192,0
ecgclass__app1,2.3070,87.794,46.626,0
ecgclass,2.3512,86.943,46.324,0
ecgclass__app1,2.3948,86.818,46.438,0
ecgclass,2.4381,86.846,46.266,0
ecgclass__app1,2.4816,86.908,46.458,0
ecgclass,2.5250,86.869,46.318,0
ecgclass__app1,2.5685,87.011,46.627,0
ecgclass,2.6119,87.155,46.409,0
ecgclass__app1,2.6556,88.564,48.070,0
ecgclass,2.6990,88.478,47.572,0
ecgclass__app1,2.7442,86.474,46.101,0
ecgclass,2.7875,86.354,46.092,0
ecgclass__app1,2.8306,86.761,46.600,0
ecgclass,2.8739,86.998,46.465,0
ecgclass__app1,2.9174,88.194,47.717,0
ecgclass,2.9609,87.833,46.447,0
ecgclass__app1,3.0056,86.038,45.883,0
ecgclass,3.0488,85.874,45.748,0
ecgclass__app1,3.0917,85.848,45.916,0
ecgclass,3.1346,85.922,45.923,0
ecgclass__app1,3.1775,86.020,45.978,0
ecgclass,3.2206,86.335,46.142,0
ecgclass__app1,3.2636,86.471,45.993,0
ecgclass,3.3069,86.025,45.750,0
ecgclass__app1,3.3501,86.097,46.011,0
ecgclass,3.3930,86.147,45.830,0
ecgclass__app1,3.4362,85.817,45.875,0
ecgclass,3.4791,85.986,45.907,0
ecgclass__app1,3.5220,85.953,45.755,0
ecgclass,3.5651,85.657,45.749,0
ecgclass__app1,3.6080,85.761,45.803,0
ecgclass,3.6508,86.090,45.869,0
ecgclass__app1,3.6938,87.057,46.862,0
ecgclass,3.7369,86.869,46.347,0
ecgclass__app1,3.7808,86.129,46.128,0
ecgclass,3.8238,86.066,45.892,0
ecgclass__app1,3.8670,85.502,45.565,0
ecgclass,3.9099,85.202,45.501,0
ecgclass__app1,3.9525,85.792,46.158,0
ecgclass,3.9951,86.185,46.029,0
ecgclass__app1,4.0383,85.741,45.781,0
ecgclass,4.0813,85.468,45.680,0
ecgclass__app1,4.1241,85.193,45.453,0
ecgclass,4.1668,85.173,45.638,0
ecgclass__app1,4.2093,85.250,45.413,0
ecgclass,4.2520,85.383,45.680,0
ecgclass__app1,4.2945,85.479,45.746,0
ecgclass,4.3374,85.306,45.567,0
ecgclass__app1,4.3800,85.243,45.389,0
ecgclass,4.4227,85.175,45.468,0
ecgclass__app1,4.4653,85.939,46.307,0
ecgclass,4.5079,86.735,46.995,0
ecgclass__app1,4.5513,86.710,46.199,0
ecgclass,4.5947,86.751,46.463,0
ecgclass__app1,4.6380,87.119,46.580,0
ecgclass,4.6814,87.466,46.671,0
ecgclass__app1,4.7251,87.573,46.922,0
ecgclass,4.7689,87.491,46.584,0
ecgclass__app1,4.8127,87.877,47.099,0
ecgclass,4.8564,88.004,46.860,0
ecgclass__app1,4.9006,87.996,47.044,0
ecgclass,4.9444,88.520,47.281,0
ecgclass__app1,4.9886,88.395,47.140,0
ecgclass,5.0330,87.794,46.798,0
ecgclass__app1,5.0770,87.686,46.786,0
ecgclass,5.1208,87.876,46.853,0
ecgclass__app1,5.1647,87.852,46.776,0
ecgclass,5.2087,87.524,46.632,0
ecgclass__app1,5.2526,88.157,47.319,0
ecgclass,5.2962,87.928,47.029,0
ecgclass__app1,5.3408,86.902,46.519,0
ecgclass,5.3841,86.778,46.344,0
ecgclass__app1,5.4277,86.904,46.532,0
ecgclass,5.4710,86.815,46.274,0
ecgclass__app1,5.5146,86.680,46.383,0
ecgclass,5.5578,86.622,46.385,0
ecgclass__app1,5.6013,86.371,46.162,0
ecgclass,5.6444,86.738,46.507,0
ecgclass__app1,5.6877,86.981,46.433,0
ecgclass,5.7312,87.040,46.638,0
ecgclass__app1,5.7747,87.143,46.620,0
ecgclass,5.8182,86.620,46.173,0
ecgclass__app1,5.8618,86.685,46.604,0
ecgclass,5.9049,86.996,46.464,0
ecgclass__app1,5.9485,87.725,47.443,0
ecgclass,5.9919,88.021,46.744,0
ecgclass__app1,6.0363,87.688,47.005,0
ecgclass,6.0799,87.126,46.688,0
ecgclass__app1,6.1240,86.660,46.523,0
ecgclass,6.1671,87.340,46.726,0
ecgclass__app1,6.2107,87.061,46.337,0
ecgclass,6.2544,86.975,46.598,0
ecgclass__app1,6.2977,87.333,46.638,0
ecgclass,6.3414,86.880,46.201,0
ecgclass__app1,6.3851,87.021,46.727,0
ecgclass,6.4283,86.969,46.453,0
ecgclass__app1,6.4721,86.515,46.289,0
ecgclass,6.5153,86.329,45.950,0
ecgclass__app1,6.5587,86.090,45.981,0
ecgclass,6.6016,87.090,46.889,0
