req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.50:8000,momentbase,ecgclass,1772511288.4409587,1772511288.4610713,1772511288.6387515,201.51090621948242,167.88804,0.003665,9.65882,0.0,0.0
1,0.10002083767451553,site2,10.100.20.50:8000,momentbase,ecgclass,1772511288.539298,1772511288.6435423,1772511288.653576,115.26298522949219,7.718864,0.001423,2.286952,0.0,0.0
2,0.20004167534903106,site2,10.100.20.50:8000,momentbase,ecgclass,1772511288.6393428,1772511288.655673,1772511288.6648102,26.31211280822754,6.484445999999999,0.001322,2.6324650000000003,0.0,0.0
3,0.3000625130235466,site2,10.100.20.50:8000,momentbase,ecgclass,1772511288.739325,1772511288.7424989,1772511288.7524815,14.529705047607422,7.55798,0.002293,2.3928920000000002,0.0,0.0
4,0.4000833506980621,site2,10.100.20.50:8000,momentbase,ecgclass,1772511288.8393757,1772511288.8426585,1772511288.852731,14.740467071533203,7.698193,0.002534,2.346262,0.0,0.0
5,0.5001041883725776,site2,10.100.20.50:8000,momentbase,ecgclass,1772511288.9393458,1772511288.9426222,1772511288.9525948,14.506101608276367,7.594716,0.002123,2.349226,0.0,0.0
6,0.6001250260470932,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.0394263,1772511289.0426185,1772511289.052597,14.354705810546875,7.569046999999999,0.0019520000000000002,2.380253,0.0,0.0
7,0.7001458637216087,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.1393242,1772511289.142537,1772511289.152538,14.439582824707031,7.61755,0.001892,2.3533120000000003,0.0,0.0
8,0.8001667013961242,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.239313,1772511289.242521,1772511289.2525275,14.584064483642578,7.723421,0.001893,2.2542030000000004,0.0,0.0
9,0.9001875390706396,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.339518,1772511289.3427098,1772511289.3526947,14.461755752563477,7.587395,0.002504,2.368766,0.0,0.0
10,1.0002083767451553,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.4394195,1772511289.442578,1772511289.4525514,14.597654342651367,7.577139,0.0020829999999999998,2.3646689999999997,0.0,0.0
11,1.1002292144196708,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.539342,1772511289.5424824,1772511289.5524993,14.427900314331055,7.706595,0.002023,2.283106,0.0,0.0
12,1.2002500520941863,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.6393502,1772511289.6424723,1772511289.6524851,14.339923858642578,7.620995000000001,0.001923,2.362977,0.0,0.0
13,1.3002708897687016,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.739465,1772511289.7427092,1772511289.7526839,14.52326774597168,7.572032,0.0021339999999999996,2.371891,0.0,0.0
14,1.4002917274432174,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.8396006,1772511289.8428192,1772511289.8528948,14.703989028930664,7.77595,0.002734,2.2700760000000004,0.0,0.0
15,1.500312565117733,site2,10.100.20.50:8000,momentbase,ecgclass,1772511289.9396486,1772511289.9429204,1772511289.9529233,14.513731002807617,7.594165,0.002564,2.379942,0.0,0.0
16,1.6003334027922484,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.039809,1772511290.0431027,1772511290.0531495,14.694452285766602,7.693595999999999,0.001973,2.323798,0.0,0.0
17,1.700354240466764,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.139985,1772511290.1432986,1772511290.1532793,14.645576477050781,7.577711,0.002154,2.3723910000000004,0.0,0.0
18,1.8003750781412793,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.2397087,1772511290.2429588,1772511290.2530434,14.681577682495117,7.735239,0.0016229999999999999,2.321594,0.0,0.0
19,1.9003959158157948,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.3397257,1772511290.343064,1772511290.3530564,14.755964279174805,7.607926,0.002464,2.3547149999999997,0.0,0.0
20,2.0004167534903106,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.4397829,1772511290.4430425,1772511290.4531143,14.556884765625,7.662007,0.002053,2.3811050000000002,0.0,0.0
21,2.100437591164826,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.5398088,1772511290.5430994,1772511290.553051,14.707803726196289,7.559762999999999,0.002334,2.3629160000000002,0.0,0.0
22,2.2004584288393416,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.6398134,1772511290.6431217,1772511290.6530833,14.630556106567383,7.554364,0.002254,2.3782400000000004,0.0,0.0
23,2.3004792665138574,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.7399175,1772511290.7432022,1772511290.7531567,14.696359634399414,7.553794,0.002414,2.369637,0.0,0.0
24,2.4005001041883727,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.839805,1772511290.843102,1772511290.853138,15.072822570800781,7.641386,0.002334,2.363858,0.0,0.0
25,2.500520941862888,site2,10.100.20.50:8000,momentbase,ecgclass,1772511290.9398224,1772511290.9431593,1772511290.953128,14.70041275024414,7.586133,0.002253,2.35216,0.0,0.0
26,2.6005417795374033,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.0397878,1772511291.0431242,1772511291.053094,14.823675155639648,7.5573999999999995,0.002004,2.382777,0.0,0.0
27,2.700562617211919,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.1397715,1772511291.1430953,1772511291.1531055,14.702320098876953,7.615127,0.002224,2.36521,0.0,0.0
28,2.800583454886435,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.2398946,1772511291.2431724,1772511291.2531555,14.657020568847656,7.635198,0.001732,2.316356,0.0,0.0
29,2.90060429256095,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.339854,1772511291.343188,1772511291.353157,14.828681945800781,7.556658,0.002293,2.381635,0.0,0.0
30,3.000625130235466,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.4397528,1772511291.4431803,1772511291.4531777,14.870405197143555,7.563689,0.002814,2.4019760000000003,0.0,0.0
31,3.100645967909981,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.5400662,1772511291.5434217,1772511291.5533698,14.691352844238281,7.583309,0.001703,2.335466,0.0,0.0
32,3.200666805584497,site2,10.100.20.50:8000,momentbase,ecgclass,1772511291.639871,1772511291.6431744,1772511291.6531887,14.654159545898438,7.576709,0.0023829999999999997,2.409016,0.0,0.0
