wall_time_s,queue_size,num_completed,mean_queue_delay_us,delta_queue_duration_us
10.0,0,2,76.5,153.0
15.0,0,5,48.0,240.0
20.0,0,1,49.0,49.0
25.0,0,4,44.0,176.0
30.0,0,3,45.3,136.0
35.0,0,0,0.0,0.0
40.0,0,8,47.2,378.0
45.0,0,1,47.0,47.0
50.0,0,47,114097.9,5362601.0
55.0,0,103,274.5,28276.0
60.0,0,104,711.0,73945.0
65.0,0,104,709.1,73743.0
70.0,0,107,1288.8,137903.0
75.0,0,108,1249.2,134909.0
80.0,0,103,638.5,65770.0
85.0,0,100,46.8,4684.0
90.0,0,101,223.4,22565.0
95.0,0,104,742.6,77235.0
100.0,0,103,531.4,54734.0
105.0,0,101,185.6,18750.0
110.0,0,133,11580.3,1540174.0
115.0,0,177,1925.3,340778.0
120.0,0,176,1583.9,278760.0
125.0,0,177,1601.8,283520.0
130.0,0,176,1939.7,341394.0
135.0,0,182,2813.6,512068.0
140.0,0,178,2002.2,356385.0
145.0,0,183,2104.4,385100.0
150.0,0,176,1508.1,265427.0
155.0,0,179,2209.8,395551.0
160.0,0,180,2506.1,451092.0
165.0,0,176,1924.6,338724.0
170.0,0,106,1637.7,173593.0
175.0,0,3,70.3,211.0
180.0,0,3,72.3,217.0
185.0,0,5,71.8,359.0
190.0,0,1,62.0,62.0
