task,device,t_center,count,throughput_rps,p50_ms,p99_ms
vocseg,192.168.245.194:8000,32.5,3,3.0,63.425540924072266,79.89904880523682
vocseg,192.168.245.194:8000,33.5,7,7.0,43.775320053100586,82.90138244628906
vocseg,192.168.245.194:8000,34.5,7,7.0,45.3791618347168,72.26570129394531
vocseg,192.168.245.194:8000,35.5,2,2.0,42.254090309143066,46.142146587371826
vocseg,192.168.245.194:8000,36.5,5,5.0,43.949127197265625,46.43362998962402
vocseg,192.168.245.194:8000,37.5,3,3.0,45.62997817993164,47.44964599609375
vocseg,192.168.245.194:8000,38.5,8,8.0,48.972487449645996,88.83380174636841
vocseg,192.168.245.194:8000,39.5,8,8.0,43.1596040725708,52.84533977508545
vocseg,192.168.245.194:8000,40.5,2,2.0,45.72856426239014,46.0959792137146
vocseg,192.168.245.194:8000,41.5,5,5.0,46.32449150085449,55.60577392578125
vocseg,192.168.245.194:8000,42.5,4,4.0,44.77119445800781,46.142728328704834
vocseg,192.168.245.194:8000,43.5,4,4.0,45.503973960876465,45.59957027435303
vocseg,192.168.245.194:8000,44.5,3,3.0,45.77445983886719,48.09600830078125
vocseg,192.168.245.194:8000,45.5,6,6.0,47.49000072479248,68.09237003326416
vocseg,192.168.245.194:8000,46.5,6,6.0,46.0587739944458,47.26685285568237
vocseg,192.168.245.194:8000,47.5,8,8.0,46.13029956817627,63.493874073028564
vocseg,192.168.245.194:8000,48.5,6,6.0,44.63624954223633,66.4090633392334
vocseg,192.168.245.194:8000,49.5,1,1.0,54.19468879699707,54.19468879699707
vocseg,192.168.245.194:8000,50.5,12,12.0,47.467708587646484,66.6815710067749
vocseg,192.168.245.194:8000,51.5,3,3.0,43.50709915161133,43.94869804382324
vocseg,192.168.245.194:8000,52.5,3,3.0,46.346187591552734,46.889657974243164
vocseg,192.168.245.194:8000,54.5,5,5.0,46.630859375,60.338335037231445
vocseg,192.168.245.194:8000,55.5,8,8.0,47.33264446258545,79.11140918731688
vocseg,192.168.245.194:8000,56.5,8,8.0,48.429250717163086,61.409995555877686
vocseg,192.168.245.194:8000,57.5,6,6.0,46.04339599609375,48.58497381210327
vocseg,192.168.245.194:8000,58.5,7,7.0,49.32713508605957,77.09581851959227
vocseg,192.168.245.194:8000,59.5,4,4.0,44.11792755126953,45.99919557571411
vocseg,192.168.245.194:8000,60.5,4,4.0,48.12026023864746,48.49579572677612
vocseg,192.168.245.194:8000,61.5,6,6.0,46.7909574508667,70.41641473770142
vocseg,192.168.245.194:8000,62.5,3,3.0,45.844316482543945,45.939412117004395
vocseg,192.168.245.194:8000,63.5,6,6.0,45.95446586608887,49.90514516830445
vocseg,192.168.245.194:8000,64.5,8,8.0,47.705769538879395,72.0955491065979
vocseg,192.168.245.194:8000,65.5,2,2.0,44.75891590118408,44.89361524581909
vocseg,192.168.245.194:8000,66.5,3,3.0,43.267011642456055,47.05214500427246
vocseg,192.168.245.194:8000,67.5,5,5.0,42.969465255737305,57.20481872558594
vocseg,192.168.245.194:8000,68.5,5,5.0,73.00829887390137,85.61490058898926
vocseg,192.168.245.194:8000,69.5,2,2.0,40.439486503601074,40.72115182876587
vocseg,192.168.245.194:8000,70.5,4,4.0,41.66579246520996,42.19938039779663
vocseg,192.168.245.194:8000,71.5,5,5.0,41.90182685852051,42.42868423461914
vocseg,192.168.245.194:8000,72.5,7,7.0,44.64912414550781,62.547240257263184
vocseg,192.168.245.194:8000,73.5,4,4.0,57.5634241104126,64.47373628616333
vocseg,192.168.245.194:8000,74.5,3,3.0,59.61418151855469,73.51356506347656
vocseg,192.168.245.194:8000,75.5,4,4.0,56.81967735290527,61.4920711517334
vocseg,192.168.245.194:8000,76.5,6,6.0,64.19909000396729,81.15271329879761
vocseg,192.168.245.194:8000,77.5,9,9.0,45.57704925537109,65.98135948181152
vocseg,192.168.245.194:8000,78.5,3,3.0,61.82861328125,64.37960624694824
vocseg,192.168.245.194:8000,79.5,8,8.0,61.591506004333496,98.77322435379027
vocseg,192.168.245.194:8000,80.5,3,3.0,74.04255867004395,81.14832878112793
vocseg,192.168.245.194:8000,81.5,6,6.0,60.83357334136963,66.66823625564575
vocseg,192.168.245.194:8000,82.5,7,7.0,59.714317321777344,107.59582996368407
vocseg,192.168.245.194:8000,83.5,6,6.0,63.188910484313965,88.53501081466675
vocseg,192.168.245.194:8000,84.5,2,2.0,57.74378776550293,62.656049728393555
vocseg,192.168.245.194:8000,85.5,6,6.0,54.92568016052246,60.97712516784668
vocseg,192.168.245.194:8000,86.5,7,7.0,62.99996376037598,73.90337944030762
vocseg,192.168.245.194:8000,87.5,5,5.0,58.06112289428711,64.02041435241699
vocseg,192.168.245.194:8000,88.5,8,8.0,60.590386390686035,100.54064989089967
vocseg,192.168.245.194:8000,89.5,8,8.0,73.02820682525635,183.65600585937497
vocseg,192.168.245.194:8000,90.5,1,1.0,40.73500633239746,40.73500633239746
vocseg,192.168.245.194:8000,91.5,6,6.0,63.31825256347656,81.25276565551758
vocseg,192.168.245.194:8000,92.5,3,3.0,47.07145690917969,61.523189544677734
vocseg,192.168.245.194:8000,93.5,6,6.0,54.21710014343262,78.83943319320679
vocseg,192.168.245.194:8000,94.5,4,4.0,81.27188682556152,129.48825597763062
vocseg,192.168.245.194:8000,95.5,6,6.0,60.857534408569336,62.5354290008545
vocseg,192.168.245.194:8000,96.5,4,4.0,61.92195415496826,64.35941219329834
vocseg,192.168.245.194:8000,97.5,2,2.0,60.328006744384766,62.461934089660645
vocseg,192.168.245.194:8000,98.5,3,3.0,42.357683181762695,57.51901149749756
vocseg,192.168.245.194:8000,99.5,6,6.0,44.61205005645752,65.94892740249634
vocseg,192.168.245.194:8000,100.5,3,3.0,61.31911277770996,63.286213874816895
vocseg,192.168.245.194:8000,101.5,4,4.0,50.33063888549805,61.44857406616211
vocseg,192.168.245.194:8000,102.5,7,7.0,57.04450607299805,69.87468719482422
vocseg,192.168.245.194:8000,103.5,6,6.0,50.53973197937012,56.36678934097291
vocseg,192.168.245.194:8000,104.5,8,8.0,63.164353370666504,79.0788984298706
vocseg,192.168.245.194:8000,105.5,4,4.0,61.38730049133301,78.69135618209839
vocseg,192.168.245.194:8000,106.5,1,1.0,62.25228309631348,62.25228309631348
vocseg,192.168.245.194:8000,107.5,5,5.0,57.5096607208252,62.72540092468262
vocseg,192.168.245.194:8000,108.5,4,4.0,42.16742515563965,60.62952041625976
vocseg,192.168.245.194:8000,109.5,6,6.0,56.77652359008789,86.06359958648682
vocseg,192.168.245.194:8000,110.5,9,9.0,53.879499435424805,82.38850593566895
vocseg,192.168.245.194:8000,111.5,6,6.0,54.68392372131348,67.61538982391357
vocseg,192.168.245.194:8000,112.5,5,5.0,42.40655899047852,64.72743034362793
vocseg,192.168.245.194:8000,113.5,7,7.0,65.56272506713867,120.85205078125
vocseg,192.168.245.194:8000,114.5,3,3.0,59.28349494934082,63.00787925720215
vocseg,192.168.245.194:8000,115.5,1,1.0,62.76512145996094,62.76512145996094
vocseg,192.168.245.194:8000,116.5,4,4.0,64.6287202835083,94.21320915222167
vocseg,192.168.245.194:8000,117.5,3,3.0,44.899940490722656,46.62264347076416
vocseg,192.168.245.194:8000,118.5,7,7.0,61.2180233001709,70.73843479156494
vocseg,192.168.245.194:8000,119.5,6,6.0,60.54365634918213,72.15837240219116
vocseg,192.168.245.194:8000,120.5,1,1.0,41.321516036987305,41.321516036987305
