task,t_center,count,throughput_rps,p50_ms,p99_ms,mean_ms
nyudepth,0.5,9,9.0,43.34163665771485,79.68596458435059,53.84678310818143
nyudepth,1.5,8,8.0,46.77307605743408,76.54169797897337,51.25129222869873
nyudepth,2.5,3,3.0,46.7076301574707,54.53561305999756,48.22206497192383
nyudepth,3.5,7,7.0,49.89743232727051,71.85214042663573,52.04384667532785
nyudepth,4.5,6,6.0,72.3649263381958,102.43338346481323,75.66924889882405
nyudepth,5.5,7,7.0,61.77568435668945,92.4154186248779,59.02419771466936
nyudepth,6.5,8,8.0,70.89006900787354,90.10054111480714,66.82133674621582
nyudepth,7.5,4,4.0,104.97701168060303,147.031991481781,104.78854179382324
nyudepth,8.5,9,9.0,50.90689659118652,164.26603317260742,85.0382645924886
nyudepth,9.5,6,6.0,58.43186378479004,66.09859466552734,55.99741141001383
nyudepth,10.5,10,10.0,52.133917808532715,61.887414455413825,51.83558464050293
nyudepth,11.5,13,13.0,56.07104301452637,103.68167877197267,63.84103114788349
nyudepth,12.5,2,2.0,47.811031341552734,53.080077171325684,47.811031341552734
nyudepth,13.5,8,8.0,61.71739101409912,89.42773818969727,64.39557671546936
nyudepth,14.5,3,3.0,44.90256309509277,48.749146461486816,44.687747955322266
nyudepth,15.5,6,6.0,62.13510036468506,99.0272641181946,63.36430708567301
nyudepth,16.5,4,4.0,46.33045196533203,64.13393259048462,50.79197883605957
nyudepth,17.5,3,3.0,55.9072494506836,58.68978977203369,53.62693468729655
nyudepth,18.5,5,5.0,61.02705001831055,62.08380699157715,55.947065353393555
nyudepth,19.5,4,4.0,49.738407135009766,77.05734729766846,54.60059642791748
nyudepth,20.5,3,3.0,50.977468490600586,52.58474826812745,49.574851989746094
nyudepth,21.5,5,5.0,46.58675193786621,56.9902515411377,48.503684997558594
nyudepth,22.5,5,5.0,52.28328704833984,69.26980018615723,54.64472770690918
nyudepth,23.5,5,5.0,45.87531089782715,65.76788902282715,51.65410041809082
nyudepth,24.5,5,5.0,46.39840126037598,50.85587501525879,46.242666244506836
nyudepth,25.5,8,8.0,48.23887348175049,71.9655704498291,51.726698875427246
nyudepth,26.5,5,5.0,47.23882675170898,59.16362762451172,47.85733222961426
nyudepth,27.5,2,2.0,53.31826210021973,60.39692878723144,53.31826210021973
nyudepth,28.5,2,2.0,53.62880229949951,56.508424282073975,53.62880229949951
nyudepth,29.5,10,10.0,62.19685077667236,92.19641685485841,61.56189441680908
nyudepth,30.5,3,3.0,66.57886505126953,86.07884407043457,71.77162170410156
nyudepth,31.5,1,1.0,62.70289421081543,62.70289421081543,62.70289421081543
nyudepth,32.5,5,5.0,62.93320655822754,66.25675201416016,63.26737403869629
nyudepth,33.5,6,6.0,63.86876106262207,93.04614067077637,68.70623429616292
nyudepth,34.5,4,4.0,87.58711814880371,108.21139335632324,86.42154932022095
nyudepth,35.5,4,4.0,63.46321105957031,65.59723854064941,63.639044761657715
nyudepth,36.5,8,8.0,62.43479251861572,71.27423524856567,63.65647912025452
nyudepth,37.5,8,8.0,69.93722915649414,145.2673578262329,87.6741111278534
nyudepth,38.5,6,6.0,62.60824203491211,62.9300594329834,62.401374181111656
nyudepth,39.5,3,3.0,61.32411956787109,92.12459087371825,69.62243715922038
nyudepth,40.5,5,5.0,62.42537498474121,62.90297508239746,61.59224510192871
nyudepth,41.5,5,5.0,62.42632865905762,62.89847373962403,61.41200065612793
nyudepth,42.5,8,8.0,62.66987323760986,100.9416675567627,70.44225931167603
nyudepth,43.5,4,4.0,61.322927474975586,63.268840312957764,60.84287166595459
nyudepth,44.5,3,3.0,62.19816207885742,64.70149040222168,61.48091952006022
nyudepth,45.5,3,3.0,63.09843063354492,63.455915451049805,62.09746996561686
nyudepth,46.5,4,4.0,63.58444690704346,92.43757486343384,65.89031219482422
nyudepth,47.5,6,6.0,64.09609317779541,100.52351951599121,73.80378246307373
nyudepth,48.5,6,6.0,63.22884559631348,93.036687374115,69.98920440673828
nyudepth,49.5,5,5.0,61.298370361328125,64.25504684448242,61.08579635620117
nyudepth,50.5,7,7.0,65.65642356872559,96.55524253845215,71.86198234558105
nyudepth,51.5,7,7.0,62.52717971801758,84.38184738159178,65.83152498517718
nyudepth,52.5,3,3.0,57.45077133178711,61.79292678833008,53.05949846903483
nyudepth,53.5,5,5.0,63.278913497924805,64.34350967407227,62.73045539855957
nyudepth,54.5,6,6.0,58.599233627319336,61.43718957901001,56.46228790283203
nyudepth,55.5,3,3.0,56.89620971679688,61.153316497802734,58.10983975728353
nyudepth,56.5,7,7.0,61.79523468017578,109.02222633361816,71.64253507341657
nyudepth,57.5,4,4.0,60.31394004821777,61.6776204109192,59.92484092712402
nyudepth,58.5,2,2.0,49.6063232421875,59.627113342285156,49.6063232421875
